priority,workState,type,sport,slug,route,status,qualityClassification,uniquenessClassification,indexability,reasonHeld,evidenceCoverage,internalLinks,productRelationships,workStateReasons,title
P0,NEEDS_UNIQUE_REWRITE,review,running,nike-therma-fit-glove,/reviews/nike-therma-fit-glove,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4001|quality_not_launch_ready,moderate (2),alts:2,product:nike-therma-fit-glove,uniqueness_duplicative,Nike Therma-FIT Run Gloves Review
P0,NEEDS_UNIQUE_REWRITE,review,running,nitecore-nu43,/reviews/nitecore-nu43,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4011|quality_not_launch_ready,thin (1),alts:3,product:nitecore-nu43,uniqueness_duplicative,NITECORE NU43 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,nnormal-race-vest,/reviews/nnormal-race-vest,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4009|quality_not_launch_ready,moderate (2),alts:4,product:nnormal-race-vest,uniqueness_duplicative,NNormal Race Vest Review
P0,NEEDS_UNIQUE_REWRITE,review,running,nuun-sport,/reviews/nuun-sport,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4033|quality_not_launch_ready,moderate (2),alts:3,product:nuun-sport,uniqueness_duplicative,Nuun Sport Electrolyte Tablets Review
P0,NEEDS_UNIQUE_REWRITE,review,running,oakley-encoder,/reviews/oakley-encoder,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3873|quality_not_launch_ready,moderate (2),alts:2,product:oakley-encoder,uniqueness_duplicative,Oakley Encoder Review
P0,NEEDS_UNIQUE_REWRITE,review,running,oakley-flak-2-0-xl,/reviews/oakley-flak-2-0-xl,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3939|quality_not_launch_ready,thin (1),alts:3,product:oakley-flak-2-0-xl,uniqueness_duplicative,Oakley Flak 2.0 XL Review
P0,NEEDS_UNIQUE_REWRITE,review,running,oakley-kato,/reviews/oakley-kato,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3960|quality_not_launch_ready,thin (1),alts:3,product:oakley-kato,uniqueness_duplicative,Oakley Kato Review
P0,NEEDS_UNIQUE_REWRITE,review,running,oakley-radar-ev-path,/reviews/oakley-radar-ev-path,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4058|quality_not_launch_ready,thin (1),alts:3,product:oakley-radar-ev-path,uniqueness_duplicative,Oakley Radar EV Path Review
P0,NEEDS_UNIQUE_REWRITE,review,running,oakley-sutro-lite,/reviews/oakley-sutro-lite,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3926|quality_not_launch_ready,thin (1),alts:3,product:oakley-sutro-lite,uniqueness_duplicative,Oakley Sutro Lite Review
P0,NEEDS_UNIQUE_REWRITE,review,running,odlo-active-warm-eco-bottom-men,/reviews/odlo-active-warm-eco-bottom-men,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3981|quality_not_launch_ready,moderate (2),alts:2,product:odlo-active-warm-eco-bottom-men,uniqueness_duplicative,Odlo Active Warm Eco Bottom (Men) Review
P0,NEEDS_UNIQUE_REWRITE,review,running,odlo-active-warm-eco-men,/reviews/odlo-active-warm-eco-men,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3903|quality_not_launch_ready,moderate (2),alts:3,product:odlo-active-warm-eco-men,uniqueness_duplicative,Odlo Active Warm Eco Long Sleeve (Men) Review
P0,NEEDS_UNIQUE_REWRITE,review,running,on-cloudmonster-2,/reviews/on-cloudmonster-2,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3887|quality_not_launch_ready,moderate (2),alts:4,product:on-cloudmonster-2,uniqueness_duplicative,On Cloudmonster 2 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,on-cloudmonster-hyper,/reviews/on-cloudmonster-hyper,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3940|quality_not_launch_ready,moderate (2),alts:4,product:on-cloudmonster-hyper,uniqueness_duplicative,On Cloudmonster Hyper Review
P0,NEEDS_UNIQUE_REWRITE,review,running,on-cloudsurfer-2,/reviews/on-cloudsurfer-2,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3884|quality_not_launch_ready,moderate (2),alts:4,product:on-cloudsurfer-2,uniqueness_duplicative,On Cloudsurfer 2 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,on-cloudsurfer-next,/reviews/on-cloudsurfer-next,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3897|quality_not_launch_ready,moderate (2),alts:3,product:on-cloudsurfer-next,uniqueness_duplicative,On Cloudsurfer Next Review
P0,NEEDS_UNIQUE_REWRITE,review,running,on-performance-short-men,/reviews/on-performance-short-men,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4069|quality_not_launch_ready,moderate (2),alts:3,product:on-performance-short-men,uniqueness_duplicative,On Performance Shorts / Hybrid (Men) Review
P0,NEEDS_UNIQUE_REWRITE,review,running,on-performance-tight-women,/reviews/on-performance-tight-women,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3912|quality_not_launch_ready,moderate (2),alts:3,product:on-performance-tight-women,uniqueness_duplicative,On Performance Tights (Women) Review
P0,NEEDS_UNIQUE_REWRITE,review,running,on-ultra-vest-pro,/reviews/on-ultra-vest-pro,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4025|quality_not_launch_ready,moderate (2),alts:4,product:on-ultra-vest-pro,uniqueness_duplicative,On Ultra Vest Pro Review
P0,NEEDS_UNIQUE_REWRITE,review,running,on-weather-jacket-men,/reviews/on-weather-jacket-men,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4031|quality_not_launch_ready,moderate (2),alts:3,product:on-weather-jacket-men,uniqueness_duplicative,On Weather Jacket (Men) Review
P0,NEEDS_UNIQUE_REWRITE,review,running,oofos-oolala,/reviews/oofos-oolala,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3976|quality_not_launch_ready,thin (1),alts:3,product:oofos-oolala,uniqueness_duplicative,OOFOS OOlala Review
P0,NEEDS_UNIQUE_REWRITE,review,running,oofos-ooriginal,/reviews/oofos-ooriginal,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3965|quality_not_launch_ready,thin (1),alts:1|comps:1,product:oofos-ooriginal,uniqueness_duplicative,OOFOS OOriginal Review
P0,NEEDS_UNIQUE_REWRITE,review,running,osprey-duro-15,/reviews/osprey-duro-15,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3989|quality_not_launch_ready,thin (1),alts:3,product:osprey-duro-15,uniqueness_duplicative,Osprey Duro 15 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,osprey-duro-6,/reviews/osprey-duro-6,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3882|quality_not_launch_ready,thin (1),alts:3|comps:1,product:osprey-duro-6,uniqueness_duplicative,Osprey Duro 6 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,osprey-duro-lt,/reviews/osprey-duro-lt,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4053|quality_not_launch_ready,moderate (2),alts:4|comps:1,product:osprey-duro-lt,uniqueness_duplicative,Osprey Duro LT Review
P0,NEEDS_UNIQUE_REWRITE,review,running,osprey-dyna-6,/reviews/osprey-dyna-6,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3913|quality_not_launch_ready,thin (1),alts:2|comps:1,product:osprey-dyna-6,uniqueness_duplicative,Osprey Dyna 6 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,osprey-dyna-lt,/reviews/osprey-dyna-lt,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4060|quality_not_launch_ready,thin (1),alts:3,product:osprey-dyna-lt,uniqueness_duplicative,Osprey Dyna LT Review
P0,NEEDS_UNIQUE_REWRITE,review,running,osprey-hydraulics-lt-15,/reviews/osprey-hydraulics-lt-15,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4035|quality_not_launch_ready,thin (1),alts:2,product:osprey-hydraulics-lt-15,uniqueness_duplicative,Osprey Hydraulics LT 1.5L Reservoir Review
P0,NEEDS_UNIQUE_REWRITE,review,running,osprey-talon-velocity-20,/reviews/osprey-talon-velocity-20,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3951|quality_not_launch_ready,thin (1),alts:3,product:osprey-talon-velocity-20,uniqueness_duplicative,Osprey Talon Velocity 20 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,osprey-talon-velocity-30,/reviews/osprey-talon-velocity-30,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3944|quality_not_launch_ready,thin (1),alts:3,product:osprey-talon-velocity-30,uniqueness_duplicative,Osprey Talon Velocity 30 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,osprey-tempest-velocity-20,/reviews/osprey-tempest-velocity-20,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3933|quality_not_launch_ready,thin (1),alts:3,product:osprey-tempest-velocity-20,uniqueness_duplicative,Osprey Tempest Velocity 20 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,patagonia-capilene-cool-daily-men,/reviews/patagonia-capilene-cool-daily-men,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4002|quality_not_launch_ready,moderate (2),alts:3,product:patagonia-capilene-cool-daily-men,uniqueness_duplicative,Patagonia Capilene Cool Daily Shirt (Men) Review
P0,NEEDS_UNIQUE_REWRITE,review,running,patagonia-capilene-midweight-zip-men,/reviews/patagonia-capilene-midweight-zip-men,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4004|quality_not_launch_ready,thin (1),alts:3,product:patagonia-capilene-midweight-zip-men,uniqueness_duplicative,Patagonia Capilene Midweight Zip-Neck (Men) Review
P0,NEEDS_UNIQUE_REWRITE,review,running,patagonia-capilene-thermal-crew-men,/reviews/patagonia-capilene-thermal-crew-men,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3973|quality_not_launch_ready,moderate (2),alts:3,product:patagonia-capilene-thermal-crew-men,uniqueness_duplicative,Patagonia Capilene Thermal Weight Crew (Men) Review
P0,NEEDS_UNIQUE_REWRITE,review,running,patagonia-endless-run-tight-women,/reviews/patagonia-endless-run-tight-women,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4012|quality_not_launch_ready,moderate (2),alts:3,product:patagonia-endless-run-tight-women,uniqueness_duplicative,Patagonia Endless Run Tights (Women) Review
P0,NEEDS_UNIQUE_REWRITE,review,running,patagonia-houdini-men,/reviews/patagonia-houdini-men,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4012|quality_not_launch_ready,thin (1),alts:3,product:patagonia-houdini-men,uniqueness_duplicative,Patagonia Houdini Jacket (Men) Review
P0,NEEDS_UNIQUE_REWRITE,review,running,patagonia-nano-puff-vest-men,/reviews/patagonia-nano-puff-vest-men,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4051|quality_not_launch_ready,moderate (2),alts:3,product:patagonia-nano-puff-vest-men,uniqueness_duplicative,Patagonia Nano-Puff Vest (Men) Review
P0,NEEDS_UNIQUE_REWRITE,review,running,patagonia-strider-pro-men,/reviews/patagonia-strider-pro-men,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3980|quality_not_launch_ready,moderate (2),alts:3,product:patagonia-strider-pro-men,uniqueness_duplicative,Patagonia Strider Pro Shorts (Men) Review
P0,NEEDS_UNIQUE_REWRITE,review,running,patagonia-trailfarer-short-women,/reviews/patagonia-trailfarer-short-women,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4025|quality_not_launch_ready,moderate (2),alts:3,product:patagonia-trailfarer-short-women,uniqueness_duplicative,Patagonia Trailfarer Shorts (Women) Review
P0,NEEDS_UNIQUE_REWRITE,review,running,petzl-actik-core,/reviews/petzl-actik-core,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3983|quality_not_launch_ready,thin (1),alts:3,product:petzl-actik-core,uniqueness_duplicative,Petzl Actik Core Review
P0,NEEDS_UNIQUE_REWRITE,review,running,petzl-nao-rl,/reviews/petzl-nao-rl,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4015|quality_not_launch_ready,thin (1),alts:3,product:petzl-nao-rl,uniqueness_duplicative,Petzl NAO RL Review
P0,NEEDS_UNIQUE_REWRITE,review,running,petzl-swift-rl,/reviews/petzl-swift-rl,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3886|quality_not_launch_ready,thin (1),alts:2|comps:2,product:petzl-swift-rl,uniqueness_duplicative,Petzl Swift RL Review
P0,NEEDS_UNIQUE_REWRITE,review,running,polar-h9,/reviews/polar-h9,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4013|quality_not_launch_ready,moderate (2),alts:4|comps:1,product:polar-h9,uniqueness_duplicative,Polar H9 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,polar-pacer-pro,/reviews/polar-pacer-pro,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3907|quality_not_launch_ready,moderate (2),alts:3,product:polar-pacer-pro,uniqueness_duplicative,Polar Pacer Pro Review
P0,NEEDS_UNIQUE_REWRITE,review,running,polar-vantage-v3,/reviews/polar-vantage-v3,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3997|quality_not_launch_ready,moderate (2),alts:4,product:polar-vantage-v3,uniqueness_duplicative,Polar Vantage V3 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,powerbar-energize,/reviews/powerbar-energize,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4029|quality_not_launch_ready,moderate (2),alts:3,product:powerbar-energize,uniqueness_duplicative,PowerBar Energize Review
P0,NEEDS_UNIQUE_REWRITE,review,running,precision-pf30-drink-mix,/reviews/precision-pf30-drink-mix,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3993|quality_not_launch_ready,moderate (2),alts:3,product:precision-pf30-drink-mix,uniqueness_duplicative,Precision Fuel & Hydration PF 30 Drink Mix Review
P0,NEEDS_UNIQUE_REWRITE,review,running,precision-pf30-gel,/reviews/precision-pf30-gel,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4036|quality_not_launch_ready,thin (1),alts:3,product:precision-pf30-gel,uniqueness_duplicative,Precision Fuel & Hydration PF 30 Gel Review
P0,NEEDS_UNIQUE_REWRITE,review,running,precision-ph1500,/reviews/precision-ph1500,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3973|quality_not_launch_ready,moderate (2),alts:3,product:precision-ph1500,uniqueness_duplicative,Precision Fuel & Hydration PH 1500 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,proviz-reflect360-running-vest,/reviews/proviz-reflect360-running-vest,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4039|quality_not_launch_ready,thin (1),alts:3,product:proviz-reflect360-running-vest,uniqueness_duplicative,Proviz Reflect360 Running Vest Review
P0,NEEDS_UNIQUE_REWRITE,review,running,puma-deviate-nitro-3,/reviews/puma-deviate-nitro-3,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3931|quality_not_launch_ready,moderate (2),alts:4,product:puma-deviate-nitro-3,uniqueness_duplicative,PUMA Deviate NITRO 3 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,puma-magnify-nitro-2,/reviews/puma-magnify-nitro-2,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3884|quality_not_launch_ready,moderate (2),alts:4,product:puma-magnify-nitro-2,uniqueness_duplicative,PUMA Magnify NITRO 2 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,rabbit-fuel-n-fly-men,/reviews/rabbit-fuel-n-fly-men,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3978|quality_not_launch_ready,thin (1),alts:3,product:rabbit-fuel-n-fly-men,uniqueness_duplicative,"rabbit Fuel n' Fly 5"" Short (Men) Review"
P0,NEEDS_UNIQUE_REWRITE,review,running,roka-phantom-air,/reviews/roka-phantom-air,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4005|quality_not_launch_ready,moderate (2),alts:3,product:roka-phantom-air,uniqueness_duplicative,ROKA Phantom Air Review
P0,NEEDS_UNIQUE_REWRITE,review,running,rudy-project-cutline,/reviews/rudy-project-cutline,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4044|quality_not_launch_ready,moderate (2),alts:3,product:rudy-project-cutline,uniqueness_duplicative,Rudy Project Cutline Review
P0,NEEDS_UNIQUE_REWRITE,review,running,salomon-adv-skin-12,/reviews/salomon-adv-skin-12,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3911|quality_not_launch_ready,moderate (2),comps:3,product:salomon-adv-skin-12,uniqueness_duplicative,Salomon ADV Skin 12 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,salomon-adv-skin-5,/reviews/salomon-adv-skin-5,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3997|quality_not_launch_ready,moderate (2),alts:4|comps:2,product:salomon-adv-skin-5,uniqueness_duplicative,Salomon ADV Skin 5 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,salomon-aero-glide-2,/reviews/salomon-aero-glide-2,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3970|quality_not_launch_ready,moderate (2),alts:4,product:salomon-aero-glide-2,uniqueness_duplicative,Salomon Aero Glide 2 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,salomon-bonatti-wp-men,/reviews/salomon-bonatti-wp-men,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4032|quality_not_launch_ready,thin (1),alts:3,product:salomon-bonatti-wp-men,uniqueness_duplicative,Salomon Bonatti Waterproof Jacket (Men) Review
P0,NEEDS_UNIQUE_REWRITE,review,running,salomon-bonatti-wp-women,/reviews/salomon-bonatti-wp-women,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3912|quality_not_launch_ready,thin (1),alts:3,product:salomon-bonatti-wp-women,uniqueness_duplicative,Salomon Bonatti Waterproof Jacket (Women) Review
P0,NEEDS_UNIQUE_REWRITE,review,running,salomon-custom-quiver,/reviews/salomon-custom-quiver,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4025|quality_not_launch_ready,thin (1),alts:3,product:salomon-custom-quiver,uniqueness_duplicative,Salomon Custom Quiver Review
P0,NEEDS_UNIQUE_REWRITE,review,running,salomon-genesis,/reviews/salomon-genesis,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3937|quality_not_launch_ready,moderate (2),alts:4,product:salomon-genesis,uniqueness_duplicative,Salomon Genesis Review
P0,NEEDS_UNIQUE_REWRITE,review,running,salomon-pulsar-trail-2,/reviews/salomon-pulsar-trail-2,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4011|quality_not_launch_ready,moderate (2),alts:3,product:salomon-pulsar-trail-2,uniqueness_duplicative,Salomon Pulsar Trail 2 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,salomon-pulse-belt,/reviews/salomon-pulse-belt,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4024|quality_not_launch_ready,moderate (2),alts:4,product:salomon-pulse-belt,uniqueness_duplicative,Salomon Pulse Belt Review
P0,NEEDS_UNIQUE_REWRITE,review,running,salomon-sense-ride-5,/reviews/salomon-sense-ride-5,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3954|quality_not_launch_ready,moderate (2),alts:4,product:salomon-sense-ride-5,uniqueness_duplicative,Salomon Sense Ride 5 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,salomon-soft-flask-500,/reviews/salomon-soft-flask-500,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3930|quality_not_launch_ready,thin (1),alts:3,product:salomon-soft-flask-500,uniqueness_duplicative,Salomon Soft Flask 500 ml Review
P0,NEEDS_UNIQUE_REWRITE,review,running,salomon-soft-flask-speed-500,/reviews/salomon-soft-flask-speed-500,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3978|quality_not_launch_ready,thin (1),alts:3,product:salomon-soft-flask-speed-500,uniqueness_duplicative,Salomon Soft Flask Speed 500 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,salomon-soft-reservoir-15,/reviews/salomon-soft-reservoir-15,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4062|quality_not_launch_ready,thin (1),alts:3,product:salomon-soft-reservoir-15,uniqueness_duplicative,Salomon Soft Reservoir 1.5L Review
P0,NEEDS_UNIQUE_REWRITE,review,running,salomon-ultra-glide-2,/reviews/salomon-ultra-glide-2,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3907|quality_not_launch_ready,moderate (2),alts:4,product:salomon-ultra-glide-2,uniqueness_duplicative,Salomon Ultra Glide 2 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,salomon-xa-15,/reviews/salomon-xa-15,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3958|quality_not_launch_ready,thin (1),alts:3,product:salomon-xa-15,uniqueness_duplicative,Salomon XA 15 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,saltstick-caps,/reviews/saltstick-caps,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3989|quality_not_launch_ready,moderate (2),alts:3,product:saltstick-caps,uniqueness_duplicative,SaltStick Caps Review
P0,NEEDS_UNIQUE_REWRITE,review,running,saltstick-fastchews,/reviews/saltstick-fastchews,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3970|quality_not_launch_ready,moderate (2),alts:3,product:saltstick-fastchews,uniqueness_duplicative,SaltStick Fastchews Review
P0,NEEDS_UNIQUE_REWRITE,review,running,saucony-endorphin-pro-3,/reviews/saucony-endorphin-pro-3,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4006|quality_not_launch_ready,moderate (2),alts:1,product:saucony-endorphin-pro-3,uniqueness_duplicative,Saucony Endorphin Pro 3 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,saucony-endorphin-pro-4,/reviews/saucony-endorphin-pro-4,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3949|quality_not_launch_ready,moderate (2),alts:4,product:saucony-endorphin-pro-4,uniqueness_duplicative,Saucony Endorphin Pro 4 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,saucony-endorphin-speed-4,/reviews/saucony-endorphin-speed-4,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3960|quality_not_launch_ready,thin (1),alts:2,product:saucony-endorphin-speed-4,uniqueness_duplicative,Saucony Endorphin Speed 4 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,saucony-guide-18,/reviews/saucony-guide-18,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3939|quality_not_launch_ready,moderate (2),alts:4,product:saucony-guide-18,uniqueness_duplicative,Saucony Guide 18 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,saucony-ride-18,/reviews/saucony-ride-18,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3876|quality_not_launch_ready,moderate (2),alts:4,product:saucony-ride-18,uniqueness_duplicative,Saucony Ride 18 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,saucony-triumph-22,/reviews/saucony-triumph-22,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3965|quality_not_launch_ready,moderate (2),alts:4,product:saucony-triumph-22,uniqueness_duplicative,Saucony Triumph 22 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,saucony-xodus-ultra-3,/reviews/saucony-xodus-ultra-3,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3924|quality_not_launch_ready,moderate (2),alts:4,product:saucony-xodus-ultra-3,uniqueness_duplicative,Saucony Xodus Ultra 3 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,scosche-rhythm24,/reviews/scosche-rhythm24,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=3970|quality_not_launch_ready,moderate (2),alts:4,product:scosche-rhythm24,uniqueness_duplicative,Scosche Rhythm24 Review
P0,NEEDS_UNIQUE_REWRITE,review,running,shokz-opendots-one,/reviews/shokz-opendots-one,published,DUPLICATIVE,DUPLICATIVE,HIDDEN_404,content_uniqueness_hold|decisionScore=100|words=4005|quality_not_launch_ready,thin (1),alts:3,product:shokz-opendots-one,uniqueness_duplicative,Shokz OpenDots One Review
