category,subcategory,brand,product,model,generation,gender,variant,manufacturer_url,manufacturer_status,retailer_urls,NL_available,EU_available,current_status,existing_in_kitletics,kitletics_product_id,evidence,research_status
bags,BACKPACK,Varlion,Summum Backpack,Summum Backpack,2025/2026,unisex,,https://usa.varlion.com/gb/padel/bags/backpacks/summum-backpack-.html,current,"https://usa.varlion.com/gb/padel/bags/backpacks/summum-backpack-.html",yes,yes,current,no,,"26 L waterproof nylon; racket/laptop + ventilated shoe bottom.",confirmed
bags,TOURNAMENT_BAG,Wilson,Bela Super Tour / Bela DNA Super Tour Padel Bag,Bela Super Tour,2025,unisex,colorways collapsed (Black; White),,current_retail,"https://www.padelshack.com/product/wilson-bela-super-tour-padel-racket-bag-black-2025/|https://centralsports.co.uk/products/wilson-bela-super-tour-padel-bag-wr8907201|https://tennisexpress.com/products/wilson-bela-super-tour-padel-bag-black-110538",yes,yes,current,yes,prod-wilson-super-tour-padel,"WR8907201 Belasteguín Super Tour tournament bag; Thermoguard; shoes; laptop; ~60×31×31 cm. Bela DNA collection. Kitletics existing.",confirmed
bags,BACKPACK,Wilson,Bela Super Tour / Bela DNA Super Tour Backpack,Bela Super Tour Backpack,current,unisex,colorways collapsed (Black; White),,current_retail,"https://www.padelmq.com/en/products/wilson-bela-dna-super-tour-backpack-black|https://www.extreme-tennis.eu/wilson-padel-bags/17139-wilson-bela-super-tour-black-backpack.html|https://tennisshot.gr/en-gb/wilson-bela-super-tour-padel-backpack",yes,yes,current,no,,"Bela backpack (WR8903402 class); Thermoguard ~2 rackets; removable shoe bag; laptop. Distinct from Super Tour racket bag.",confirmed
bags,PADEL_RACKET_BAG,Drop Shot,Axion Padel Bag,Axion,2025,unisex,Blue (Jon Sanz),,current_retail,"https://www.zonadepadel.com/drop-shot/12289-drop-shot-axion-blue-2025-padel-bag.html",yes,yes,current,no,,"Axion Jon Sanz signature; dual thermal racket comps; ventilated shoes; rigid fronts. Axion collection.",confirmed
bags,BACKPACK,Drop Shot,Axion Backpack,Axion Backpack,2025,unisex,Blue,,current_retail,"https://www.zonadepadel.com/drop-shot/12289-drop-shot-axion-blue-2025-padel-bag.html",yes,yes,current,no,,"Axion backpack companion listed alongside Axion bag on EU retail.",confirmed
bags,BACKPACK,Drop Shot,Blitz Backpack,Blitz,2025,unisex,Black/Red,,current_retail,"https://padelmarket.com/en-worldwide/products/drop-shot-blitz-2025-mochila",yes,yes,current,no,,"Blitz 2025 backpack; dual thermal; ventilated shoes; rigid front; ~52×32×25 cm class.",confirmed
bags,PADEL_RACKET_BAG,Drop Shot,Fenix Padel Bag,Fenix,2025,unisex,Red/Green colorways,,current_retail,"https://www.zonadepadel.com/drop-shot/12289-drop-shot-axion-blue-2025-padel-bag.html",yes,yes,current,no,,"Fenix 2025 paletero listed in Drop Shot bag range on Zona de Padel — confirm capacity vs Axion.",probable
bags,PADEL_RACKET_BAG,Drop Shot,LCP Padel Bag,LCP,2025,unisex,Black,,current_retail,"https://www.zonadepadel.com/drop-shot/12289-drop-shot-axion-blue-2025-padel-bag.html",yes,yes,current,no,,"LCP Black 2025 bag listed in Drop Shot accessories matrix.",probable
bags,PADEL_RACKET_BAG,Black Crown,Ultimate Pro 2.0,Ultimate Pro 2.0,2025,unisex,colorways collapsed (Black; Navy),,current_retail,"https://www.padelshack.com/product/black-crown-ultimate-pro-20-padel-racket-bag-2025-navy/",yes,yes,current,no,,"58×33×29 cm; thermal 2 rackets; ventilated shoes; backpack straps. Ultimate Pro 2.0.",confirmed
bags,PADEL_RACKET_BAG,Black Crown,Thunder Padel Bag,Thunder,2026,unisex,Black,,current_retail,"https://www.padelshack.com/product/black-crown-thunder-padel-bag-2026-blackblack/",yes,yes,current,no,,"2026 Thunder; thermal 2 rackets; clothing + ventilated shoes; ~58×33×29 cm class.",confirmed
bags,BACKPACK,Black Crown,Spartan Backpack,Spartan,current,unisex,Black/Red,,current_retail,"https://www.padelmq.com/en/products/black-crown-spartan-backpack-black-red",yes,yes,current,no,,"Compact backpack; 2-racket compartment; bottom shoe well; ~31×20×49 cm.",confirmed
