productId,slug,vertical,family,descriptionClass,wordCount,galleryCount,hasVerdict,strengthCount,weaknessCount,hasOffers,hasAlternatives,sectionCount
prod-head-coello-tour-bag,head-coello-tour-bag,padel,BAGS,GOOD,112,1,true,3,2,false,true,0
prod-head-tour-backpack-25l,head-tour-backpack-25l,padel,BAGS,GOOD,112,1,true,3,2,false,true,0
prod-head-pro-x-bag-l,head-pro-x-bag-l,padel,BAGS,GOOD,113,1,true,3,2,false,true,0
prod-kuikma-pl-900-elite,kuikma-pl-900-elite,padel,BAGS,GOOD,108,1,true,3,2,false,true,0
prod-lok-aventure-gen-2,lok-aventure-gen-2,padel,BAGS,GOOD,108,1,true,3,2,false,true,0
prod-lok-maxx-gen-2,lok-maxx-gen-2-paletero,padel,BAGS,GOOD,109,1,true,3,2,false,true,0
prod-nox-at10-competition-trolley,nox-at10-competition-trolley,padel,BAGS,GOOD,112,1,true,3,2,false,true,0
prod-nox-at10-team,nox-at10-team,padel,BAGS,GOOD,107,1,true,3,2,false,true,0
prod-nox-luxury-master-backpack,nox-luxury-master-backpack,padel,BAGS,GOOD,108,1,true,3,2,false,true,0
prod-nox-luxury-master-series,nox-luxury-master-series,padel,BAGS,GOOD,108,1,true,3,2,true,true,0
prod-nox-luxury-open-backpack,nox-luxury-open-backpack,padel,BAGS,GOOD,108,1,true,3,2,false,true,0
prod-nox-luxury-open-series,nox-luxury-open-series,padel,BAGS,GOOD,108,1,true,3,2,true,true,0
prod-nox-pro-series-backpack,nox-pro-series-backpack,padel,BAGS,GOOD,112,1,true,3,2,false,true,0
prod-oxdog-hyper-tour-thermo-backpack,oxdog-hyper-tour-thermo-backpack,padel,BAGS,GOOD,113,1,true,3,2,false,true,0
prod-royal-padel-force,royal-padel-force,padel,BAGS,GOOD,106,1,true,3,2,true,true,0
prod-siux-nomad,siux-nomad,padel,BAGS,GOOD,106,1,true,3,2,true,true,0
prod-siux-electra-stupa-2026,siux-electra-stupa-2026,padel,BAGS,GOOD,108,1,true,3,2,false,true,0
prod-siux-tour,siux-tour,padel,BAGS,GOOD,110,1,true,3,2,true,true,0
prod-siux-trail,siux-trail,padel,BAGS,GOOD,106,1,true,3,2,true,true,0
prod-starvie-hard-eva,starvie-hard-eva,padel,BAGS,GOOD,107,1,true,3,2,false,true,0
prod-starvie-hard-eva-backpack,starvie-hard-eva-backpack,padel,BAGS,GOOD,108,1,true,3,2,false,true,0
prod-starvie-pro-master,starvie-pro-master,padel,BAGS,GOOD,111,1,true,3,2,true,true,0
prod-starvie-tactic-pro,starvie-tactic-pro,padel,BAGS,GOOD,111,1,true,3,2,false,true,0
prod-tecnifibre-tour-endurance-bag,tecnifibre-tour-endurance-bag,padel,BAGS,GOOD,112,1,true,3,2,false,true,0
prod-varlion-summum-pro,varlion-summum-pro,padel,BAGS,GOOD,111,1,true,3,2,false,true,0
prod-wilson-bela-super-tour-backpack,wilson-bela-super-tour-backpack,padel,BAGS,GOOD,113,1,true,3,2,true,true,0
prod-wilson-super-tour-2026,wilson-super-tour-2026,padel,BAGS,GOOD,112,1,true,3,2,false,true,0
prod-black-crown-one,black-crown-one,padel,BALLS,GOOD,130,1,true,3,2,true,true,0
prod-black-crown-pro,black-crown-pro,padel,BALLS,GOOD,128,1,true,3,2,true,true,0
prod-bullpadel-fip-next-pro,bullpadel-fip-next-pro,padel,BALLS,GOOD,124,1,true,3,2,false,true,0
prod-bullpadel-next,bullpadel-next,padel,BALLS,GOOD,120,1,true,3,2,false,true,0
prod-drop-shot-speed-tech,drop-shot-speed-tech,padel,BALLS,GOOD,125,1,true,3,2,false,true,0
prod-drop-shot-tournament-tech,drop-shot-tournament-tech,padel,BALLS,GOOD,129,1,true,3,2,false,true,0
prod-drop-shot-training-tech,drop-shot-training-tech,padel,BALLS,GOOD,125,1,true,3,2,false,true,0
prod-dunlop-eco,dunlop-eco,padel,BALLS,GOOD,122,1,true,3,2,false,true,0
prod-dunlop-pro,dunlop-pro,padel,BALLS,GOOD,126,1,true,3,2,true,true,0
prod-fila-premium-pro,fila-premium-pro,padel,BALLS,GOOD,127,1,true,3,2,false,true,0
prod-nox-nerbo,nox-nerbo,padel,BALLS,GOOD,126,1,true,3,2,false,true,0
prod-nox-nerbo-speed,nox-nerbo-speed,padel,BALLS,GOOD,123,1,true,3,2,false,true,0
prod-nox-pro-titanium,nox-pro-titanium,padel,BALLS,GOOD,127,1,true,3,2,false,true,0
prod-osaka-pro-tour,osaka-pro-tour,padel,BALLS,GOOD,127,1,true,3,2,false,true,0
prod-osaka-vision,osaka-vision,padel,BALLS,GOOD,120,1,true,3,2,false,true,0
prod-oxdog-boost,oxdog-boost,padel,BALLS,GOOD,120,1,true,3,2,true,true,0
prod-rs-champions-choice,rs-champions-choice,padel,BALLS,GOOD,127,1,true,3,2,false,true,0
prod-rs-nova-x,rs-nova-x,padel,BALLS,GOOD,127,1,true,3,2,false,true,0
prod-siux-neo,siux-neo,padel,BALLS,GOOD,128,1,true,3,2,false,true,0
prod-siux-neo-speed-neo-s,siux-neo-speed-neo-s,padel,BALLS,GOOD,125,1,true,3,2,false,true,0
prod-tecnifibre-padel-tour,tecnifibre-padel-tour,padel,BALLS,GOOD,127,1,true,3,2,false,true,0
prod-tretorn-serie-padel-control,tretorn-serie-padel-control,padel,BALLS,GOOD,130,1,true,3,2,false,true,0
prod-tretorn-serie-padel-tour,tretorn-serie-padel-tour,padel,BALLS,GOOD,124,1,true,3,2,false,true,0
prod-varlion-summum-pro-s,varlion-summum-pro-s,padel,BALLS,GOOD,128,1,true,3,2,false,true,0
prod-varlion-summum-pro-w,varlion-summum-pro-w,padel,BALLS,GOOD,124,1,true,3,2,false,true,0
prod-volt-premium,volt-premium,padel,BALLS,GOOD,122,1,true,3,2,false,true,0
prod-wilson-premier-padel,wilson-premier-padel,padel,BALLS,GOOD,127,1,true,3,2,false,true,0
prod-wilson-rush-100,wilson-rush-100,padel,BALLS,GOOD,121,1,true,3,2,false,true,0
prod-drop-shot-club,drop-shot-club,padel,GRIPS,GOOD,110,1,true,3,2,false,true,0
prod-drop-shot-super-tacky,drop-shot-super-tacky,padel,GRIPS,GOOD,106,1,true,3,2,false,true,0
prod-head-xtreme-soft-xtremesoft,head-xtreme-soft-xtremesoft,padel,GRIPS,GOOD,112,1,true,3,2,true,true,0
prod-hesacore-pro-carbon,hesacore-pro-carbon,padel,GRIPS,GOOD,110,1,true,3,2,false,true,0
prod-hesacore-tour-original,hesacore-tour-original,padel,GRIPS,GOOD,111,1,true,3,2,true,true,0
prod-siux-elite-overgrip,siux-elite-overgrip,padel,GRIPS,GOOD,110,1,true,3,2,false,true,0
prod-starvie-premier-soft,starvie-premier-soft,padel,GRIPS,GOOD,110,1,true,3,2,false,true,0
prod-tecnifibre-players-pro-feel,tecnifibre-players-pro-feel,padel,GRIPS,GOOD,111,1,true,3,2,false,true,0
prod-wilson-wilson-replacement-grip,wilson-wilson-replacement-grip,padel,GRIPS,GOOD,120,1,true,3,2,false,true,0
prod-wilson-profile-padel,wilson-profile-padel,padel,GRIPS,GOOD,110,1,true,3,2,false,true,0
prod-yonex-super-grap,yonex-super-grap,padel,GRIPS,GOOD,110,1,true,3,2,false,true,0
prod-adidas-accessory-pouch-2026,adidas-accessory-pouch-2026,padel,ACCESSORIES,GOOD,85,1,true,2,2,false,true,0
prod-adidas-shoe-bag-ale-gal-n,adidas-shoe-bag-ale-gal-n,padel,ACCESSORIES,GOOD,86,1,true,2,2,false,true,0
prod-oxdog-gold-pro,oxdog-gold-pro,padel,GRIPS,GOOD,110,1,true,3,2,false,true,0
prod-oxdog-gold-sticky,oxdog-gold-sticky,padel,GRIPS,GOOD,105,1,true,3,2,false,true,0
prod-black-crown-plus,black-crown-plus,padel,BAGS,GOOD,109,1,true,3,2,true,true,0
prod-lok-one-gen-2,lok-one-gen-2,padel,BAGS,GOOD,108,1,true,3,2,false,true,0
prod-lok-accessory-bag-gen-2,lok-accessory-bag-gen-2,padel,BAGS,GOOD,109,1,true,3,2,false,true,0
prod-volt-volt-padelbag,volt-volt-padelbag,padel,BAGS,GOOD,107,1,true,3,2,false,true,0
prod-volt-volt-premium,volt-volt-premium,padel,GRIPS,GOOD,110,1,true,3,2,false,true,0
prod-royal-padel-royal-overgrip,royal-padel-royal-overgrip,padel,GRIPS,GOOD,110,1,true,3,2,false,true,0
prod-4on-totalgrip-paste,4on-totalgrip-paste,padel,ACCESSORIES,GOOD,84,1,true,2,2,false,true,0
prod-4on-swiftgrip,4on-swiftgrip,padel,GRIPS,GOOD,109,1,true,3,2,false,true,0
prod-4on-pro-t1,4on-pro-t1,padel,BALLS,GOOD,127,1,true,3,2,false,true,0
prod-head-prime-tour,head-prime-tour,padel,GRIPS,GOOD,110,1,true,3,2,false,true,0
prod-bullpadel-vertex-w,bullpadel-vertex-w,padel,SHOES,UNHELPFUL,78,1,true,3,1,false,true,0
