product_slug,status,retailer,url,price,currency,ships_nl,checked_at,notes
nox-equation-soft-advanced-2026,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,ret-chefpadel,https://chefpadel.nl/products/nox-equation-soft-advanced-2026,119.99,EUR,yes,2026-09-23T14:30:00.000Z,Listing found but out of stock on 2026-09-23 — not currently buyable
nox-at10-genius-attack-18k-2026,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,ret-justpadel,https://justpadel.com/en/products/nox-at10-genius-attack-18k-2026,229.95,EUR,yes,2026-09-23T14:30:00.000Z,Listing found but out of stock on 2026-09-23 — not currently buyable
adidas-metalbone-3-5-2026,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,ret-justpadel,https://justpadel.com/en/products/adidas-metalbone-3-5,229.95,EUR,yes,2026-09-23T14:30:00.000Z,Listing found but out of stock on 2026-09-23 — not currently buyable
adidas-metalbone-ctrl-2026,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,ret-chefpadel,https://chefpadel.nl/products/adidas-metalbone-ctrl-2026,299.99,EUR,yes,2026-09-23T14:30:00.000Z,Listing found but out of stock on 2026-09-23 — not currently buyable
head-gravity-motion,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,ret-padelmq,https://www.padelmq.com/products/head-gravity-motion,139.95,EUR,yes,2026-09-23T14:30:00.000Z,Listing found but out of stock on 2026-09-23 — not currently buyable
babolat-air-viper-2-6,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,ret-justpadel,https://justpadel.com/en/products/babolat-air-viper-2-6,229.95,EUR,yes,2026-09-23T14:30:00.000Z,Listing found but out of stock on 2026-09-23 — not currently buyable
babolat-air-veron-2-6,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,ret-justpadel,https://justpadel.com/en/products/babolat-air-veron-2-6,169.95,EUR,yes,2026-09-23T14:30:00.000Z,Listing found but out of stock on 2026-09-23 — not currently buyable
adidas-cross-it-ctrl-2026,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
head-speed-pro,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
head-one-ultralight,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
starvie-astrum-plus-2026,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
kuikma-pr-hybrid-carbon,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
head-padel-team,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
head-padel-one,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
kuikma-pb-speed,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
kuikma-pb-control,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
kuikma-pb-club,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
babolat-rh-pro-padel,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
babolat-court-backpack,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
head-tour-team-padel-bag,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
head-elite-padel-backpack,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
bullpadel-hac-overgrip,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
babolat-pro-response-overgrip,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
kuikma-padel-overgrip,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
babolat-syntec-pro-replacement-grip,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
adidas-padel-overgrip,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
head-x3-ball-pressurizer,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
4on-totalgrip,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
ball-rescuer-ball-rescuer,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
black-crown-black-crown-wristband,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
bullpadel-custom-weight-grip,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
bullpadel-frame-protector-uni,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
enebe-enebe-protector-line,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
head-antishock-skin,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
head-x3-pump,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
nox-weight-balancer-2-4g,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
shockout-gravity,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
softee-softee-protector,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
starvie-transparent-protector-2026,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
vibora-vibor-a-transparent,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
adidas-control-2026,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
adidas-protour-backpack-2026,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
adidas-tour,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
babolat-rh-perf,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
black-crown-thunder,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
black-crown-ultimate-pro-2-0,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
bullpadel-casual-bpp26016,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
bullpadel-elite-bpp26019,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
bullpadel-icon-bpp26023,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
bullpadel-ionic-bpp26005,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
bullpadel-neuron-bpm26020,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
bullpadel-pearl-bpm27017,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
bullpadel-tour-bpp26015,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
bullpadel-wonder-bpp26024,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
bullpadel-xplo-bpp26022,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
bullpadel-bpp26001-vertex,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
drop-shot-blitz,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
head-coello-pro-x-backpack,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
head-coello-pro-x-duffle-l,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
head-coello-tour-backpack,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
head-coello-tour-bag,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
head-tour-backpack-25l,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
head-pro-x-bag-l,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
kuikma-pl-900-elite,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
lok-aventure-gen-2,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
lok-maxx-gen-2-paletero,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
nox-at10-competition-trolley,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
nox-at10-team,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
nox-luxury-master-backpack,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
nox-luxury-open-backpack,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
nox-pro-series-backpack,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
oxdog-hyper-tour-thermo-backpack,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
siux-electra-stupa-2026,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
starvie-hard-eva,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
starvie-hard-eva-backpack,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
starvie-tactic-pro,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
tecnifibre-tour-endurance-bag,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
varlion-summum-pro,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
wilson-super-tour-2026,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
babolat-court,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
bullpadel-fip-next-pro,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
bullpadel-next,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
drop-shot-speed-tech,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
drop-shot-tournament-tech,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
drop-shot-training-tech,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
dunlop-eco,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
fila-premium-pro,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
nox-nerbo,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
nox-nerbo-speed,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
nox-pro-titanium,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
osaka-pro-tour,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
osaka-vision,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
rs-champions-choice,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
rs-nova-x,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
siux-neo,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
siux-neo-speed-neo-s,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
tecnifibre-padel-tour,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
tretorn-serie-padel-control,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
tretorn-serie-padel-tour,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
varlion-summum-pro-s,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
varlion-summum-pro-w,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
volt-premium,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
wilson-premier-padel,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
wilson-rush-100,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
babolat-vs-original,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
black-crown-black-crown-perforated,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
bullpadel-comfort-overgrip,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
drop-shot-club,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
drop-shot-super-tacky,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
hesacore-pro-carbon,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
siux-elite-overgrip,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
starvie-premier-soft,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
tecnifibre-players-pro-feel,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
wilson-wilson-replacement-grip,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
wilson-profile-padel,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
yonex-super-grap,VERIFIED_NO_CURRENT_NL_BUYABLE_OFFER,,,,,,2026-09-23T14:30:00.000Z,"Researched NL/EU specialists (PadeLMQ, Justpadel, Chef Padel) — no in-stock Netherlands-shipping listing found"
