productId,category,tier,depth,editorialState,evidenceBasis,indexableCandidate,hasHero,hasOffer,hasRacketCopy,shortDescriptionLen,verdictLen,buyIfCount,skipIfCount,topicBlockCount,commerceResearch
prod-nox-transparent-protection-tape,accessories,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,yes,no,153,139,2,2,2,RESEARCHED
prod-nox-weight-balancer-2-4g,accessories,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,144,139,2,2,2,RESEARCHED
prod-pascal-box-compressor,accessories,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,193,157,2,2,2,RESEARCHED
prod-pascal-box-compressor-pro,accessories,A,deep,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,197,157,2,2,2,RESEARCHED
prod-shockout-gravity,accessories,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,137,139,2,2,2,RESEARCHED
prod-shockout-shockout-protector,accessories,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,147,139,2,2,2,RESEARCHED
prod-shockout-padel-balls-design,accessories,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,yes,no,147,139,2,2,2,RESEARCHED
prod-siux-siux-logo-transparent,accessories,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,146,139,2,2,2,RESEARCHED
prod-softee-softee-basket,accessories,C,light,EDITORIAL_LIGHT,curated_seed,no,yes,no,no,148,83,2,2,2,RESEARCHED
prod-softee-cube-pro,accessories,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,187,157,2,2,2,RESEARCHED
prod-softee-max-tube,accessories,A,deep,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,187,157,2,2,2,RESEARCHED
prod-softee-press-pro-x3,accessories,A,deep,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,191,157,2,2,2,RESEARCHED
prod-softee-softee-protector,accessories,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,143,139,2,2,2,RESEARCHED
prod-starvie-transparent-protector-2026,accessories,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,154,139,2,2,2,RESEARCHED
prod-tuboplus-tuboplus-29psi-x3,accessories,A,deep,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,198,157,2,2,2,RESEARCHED
prod-tuboplus-29psi-x3e,accessories,A,deep,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,190,157,2,2,2,RESEARCHED
prod-tuboplus-29psi-x4e,accessories,A,deep,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,190,157,2,2,2,RESEARCHED
prod-tuboplus-boost,accessories,A,deep,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,186,157,2,2,2,RESEARCHED
prod-tuboplus-r3play,accessories,A,deep,EDITORIAL_READY,curated_seed,yes,yes,no,no,187,157,2,2,2,RESEARCHED
prod-tuboplus-r3set,accessories,A,deep,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,186,157,2,2,2,RESEARCHED
prod-tuboplus-repl4y,accessories,A,deep,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,187,157,2,2,2,RESEARCHED
prod-tuboplus-tuboplus-x4,accessories,A,deep,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,192,157,2,2,2,RESEARCHED
prod-tuboplus-tubox3,accessories,A,deep,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,187,157,2,2,2,RESEARCHED
prod-vibora-vibor-a-transparent,accessories,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,146,139,2,2,2,RESEARCHED
prod-wilson-wilson-weight-tape,accessories,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,145,139,2,2,2,RESEARCHED
prod-wilson-wilson-protector,accessories,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,143,139,2,2,2,RESEARCHED
prod-adidas-control-2026,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,80,144,2,2,2,RESEARCHED
prod-adidas-metalbone-bag,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,81,144,2,2,2,RESEARCHED
prod-adidas-multigame-backpack-2026,bags,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,91,144,2,2,2,RESEARCHED
prod-adidas-multigame-2026,bags,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,82,144,2,2,2,RESEARCHED
prod-adidas-protour-backpack-2026,bags,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,89,136,2,2,2,RESEARCHED
prod-adidas-tour,bags,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,72,136,2,2,2,RESEARCHED
prod-adidas-weekend,bags,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,75,144,2,2,2,RESEARCHED
prod-babolat-backpack-kids,bags,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,82,145,2,2,2,RESEARCHED
prod-babolat-court-backpack-lite,bags,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,88,145,2,2,2,RESEARCHED
prod-babolat-rh-perf,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,76,145,2,2,2,RESEARCHED
prod-black-crown-spartan,bags,B,substantive,EDITORIAL_READY,curated_seed,yes,yes,yes,no,80,149,2,2,2,RESEARCHED
prod-black-crown-thunder,bags,B,substantive,EDITORIAL_READY,curated_seed,yes,yes,no,no,80,149,2,2,2,RESEARCHED
prod-black-crown-ultimate-pro-2-0,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,89,136,2,2,2,RESEARCHED
prod-bullpadel-advance-bpp26014,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,87,147,2,2,2,RESEARCHED
prod-bullpadel-casual-bpp26016,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,86,147,2,2,2,RESEARCHED
prod-bullpadel-elite-bpp26019,bags,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,85,147,2,2,2,RESEARCHED
prod-bullpadel-hack-bpm26002,bags,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,84,147,2,2,2,RESEARCHED
prod-bullpadel-icon-bpp26023,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,84,147,2,2,2,RESEARCHED
prod-bullpadel-ionic-bpp26005,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,85,147,2,2,2,RESEARCHED
prod-bullpadel-neuron-bpm26020,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,86,147,2,2,2,RESEARCHED
prod-bullpadel-neuron-bpp26020,bags,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,86,147,2,2,2,RESEARCHED
prod-bullpadel-pearl-bpm27017,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,85,147,2,2,2,RESEARCHED
prod-bullpadel-pearl-bpp26021,bags,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,85,147,2,2,2,RESEARCHED
prod-bullpadel-tour-bpp26015,bags,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,84,136,2,2,2,RESEARCHED
prod-bullpadel-trolley-bpp26011,bags,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,87,147,2,2,2,RESEARCHED
prod-bullpadel-vertex-bpp26001,bags,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,86,147,2,2,2,RESEARCHED
prod-bullpadel-vertex-geo-premier-bpm26008,bags,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,98,147,2,2,2,RESEARCHED
prod-bullpadel-wonder-bpp26024,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,86,147,2,2,2,RESEARCHED
prod-bullpadel-xplo-bpp26022,bags,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,84,147,2,2,2,RESEARCHED
prod-bullpadel-flow-bpp26006,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,84,147,2,2,2,RESEARCHED
prod-bullpadel-bpm26002-hack,bags,A,deep,EDITORIAL_READY,curated_seed,yes,yes,yes,no,84,147,2,2,2,RESEARCHED
prod-bullpadel-hack-bpp26012,bags,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,84,147,2,2,2,RESEARCHED
prod-bullpadel-bpp26005-ionic,bags,A,deep,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,85,147,2,2,2,RESEARCHED
prod-bullpadel-bpm26007-bpm26008-vertex,bags,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,yes,no,97,147,2,2,2,RESEARCHED
prod-bullpadel-bpp26001-vertex,bags,A,deep,EDITORIAL_READY,curated_seed,yes,yes,no,no,86,147,2,2,2,RESEARCHED
prod-bullpadel-bpm26022-xplo,bags,A,deep,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,84,147,2,2,2,RESEARCHED
prod-bullpadel-bpp26022-xplo,bags,A,deep,EDITORIAL_READY,curated_seed,yes,yes,yes,no,84,147,2,2,2,RESEARCHED
prod-drop-shot-axion-backpack,bags,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,85,147,2,2,2,RESEARCHED
prod-drop-shot-axion,bags,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,76,147,2,2,2,RESEARCHED
prod-drop-shot-blitz,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,76,147,2,2,2,RESEARCHED
prod-drop-shot-fenix,bags,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,76,147,2,2,2,RESEARCHED
prod-drop-shot-lcp,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,74,147,2,2,2,RESEARCHED
prod-head-coello-pro-x-backpack,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,87,136,2,2,2,RESEARCHED
prod-head-coello-pro-x-duffle-l,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,87,136,2,2,2,RESEARCHED
prod-head-coello-tour-backpack,bags,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,86,136,2,2,2,RESEARCHED
prod-head-coello-tour-bag,bags,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,81,136,2,2,2,RESEARCHED
prod-head-elite-supercombi,bags,A,deep,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,82,142,2,2,2,RESEARCHED
prod-head-tour-backpack-25l,bags,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,83,136,2,2,2,RESEARCHED
prod-head-tour-team-cb-2026,bags,A,deep,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,83,136,2,2,2,RESEARCHED
prod-head-pro-x-bag-l,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,77,136,2,2,2,RESEARCHED
prod-head-pro-x-duffle-l,bags,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,80,136,2,2,2,RESEARCHED
prod-head-tour-padel-bag-l,bags,A,deep,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,82,136,2,2,2,RESEARCHED
prod-head-tour-team-elite,bags,A,deep,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,81,136,2,2,2,RESEARCHED
prod-joma-pro,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,69,136,2,2,2,RESEARCHED
prod-kuikma-pl-900-elite,bags,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,80,144,2,2,2,RESEARCHED
prod-kuikma-backpack,bags,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,76,144,2,2,2,RESEARCHED
prod-kuikma-pbp-elite,bags,A,deep,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,77,144,2,2,2,RESEARCHED
prod-lok-aventure-gen-2,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,79,141,2,2,2,RESEARCHED
prod-lok-maxx-gen-2,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,84,141,2,2,2,RESEARCHED
prod-nox-at10-competition-trolley,bags,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,89,136,2,2,2,RESEARCHED
prod-nox-at10-team-backpack,bags,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,83,141,2,2,2,RESEARCHED
prod-nox-at10-team,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,74,141,2,2,2,RESEARCHED
prod-nox-luxury-master-backpack,bags,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,87,141,2,2,2,RESEARCHED
prod-nox-luxury-master-series,bags,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,yes,no,85,141,2,2,2,RESEARCHED
prod-nox-luxury-open-backpack,bags,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,85,141,2,2,2,RESEARCHED
prod-nox-luxury-open-series,bags,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,yes,no,83,141,2,2,2,RESEARCHED
prod-nox-ml10-competition-xl-compact,bags,A,deep,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,92,136,2,2,2,RESEARCHED
prod-nox-ml10-team-backpack,bags,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,83,141,2,2,2,RESEARCHED
prod-nox-ml10-team,bags,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,74,141,2,2,2,RESEARCHED
prod-nox-at10-competition-xl-compact,bags,A,deep,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,92,136,2,2,2,RESEARCHED
prod-nox-pro-series-backpack,bags,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,84,136,2,2,2,RESEARCHED
prod-nox-pro-series,bags,A,deep,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,75,136,2,2,2,RESEARCHED
prod-nox-street-series,bags,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,78,141,2,2,2,RESEARCHED
prod-oxdog-cube,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,71,143,2,2,2,RESEARCHED
prod-oxdog-hyper-pro-thermo,bags,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,83,136,2,2,2,RESEARCHED
prod-oxdog-hyper-tour-thermo-backpack,bags,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,93,136,2,2,2,RESEARCHED
prod-oxdog-x-padel-pro-thermo,bags,A,deep,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,85,136,2,2,2,RESEARCHED
prod-royal-padel-force,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,yes,no,72,143,2,2,2,RESEARCHED
prod-siux-nomad,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,yes,no,71,142,2,2,2,RESEARCHED
prod-siux-electra-stupa-2026,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,84,142,2,2,2,RESEARCHED
prod-siux-tour,bags,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,yes,no,70,136,2,2,2,RESEARCHED
prod-siux-trail,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,yes,no,71,142,2,2,2,RESEARCHED
prod-starvie-hard-eva,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,77,145,2,2,2,RESEARCHED
prod-starvie-hard-eva-backpack,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,86,145,2,2,2,RESEARCHED
prod-starvie-pro-master,bags,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,yes,no,79,136,2,2,2,RESEARCHED
prod-starvie-tactic-pro,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,79,136,2,2,2,RESEARCHED
prod-tecnifibre-tour-endurance-bag,bags,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,90,136,2,2,2,RESEARCHED
prod-tecnifibre-tour-endurance-ultra,bags,A,deep,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,92,136,2,2,2,RESEARCHED
prod-varlion-ambassador,bags,A,deep,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,79,145,2,2,2,RESEARCHED
prod-varlion-summum-backpack,bags,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,84,145,2,2,2,RESEARCHED
prod-varlion-summum-pro,bags,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,79,136,2,2,2,RESEARCHED
prod-wilson-bela-super-tour-backpack,bags,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,yes,no,92,136,2,2,2,RESEARCHED
prod-wilson-bela-backpack,bags,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,81,144,2,2,2,RESEARCHED
prod-wilson-super-tour-2026,bags,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,83,136,2,2,2,RESEARCHED
prod-adidas-pro-bounce,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,113,171,2,2,2,RESEARCHED
prod-adidas-serie-tour,balls,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,114,171,2,2,2,RESEARCHED
prod-babolat-ace,balls,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,107,171,2,2,2,RESEARCHED
prod-babolat-court,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,109,171,2,2,2,RESEARCHED
prod-babolat-short,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,109,157,2,2,2,RESEARCHED
prod-black-crown-one,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,yes,no,111,172,2,2,2,RESEARCHED
prod-black-crown-pro,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,yes,no,111,171,2,2,2,RESEARCHED
prod-bullpadel-fip-next,balls,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,114,171,2,2,2,RESEARCHED
prod-bullpadel-fip-next-pro,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,118,166,2,2,2,RESEARCHED
prod-bullpadel-next,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,110,152,2,2,2,RESEARCHED
prod-bullpadel-next-pro,balls,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,114,171,2,2,2,RESEARCHED
prod-drop-shot-speed-tech,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,116,166,2,2,2,RESEARCHED
prod-drop-shot-tournament-speed-pro,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,126,166,2,2,2,RESEARCHED
prod-drop-shot-tournament-tech,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,121,171,2,2,2,RESEARCHED
prod-drop-shot-training-tech,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,119,157,2,2,2,RESEARCHED
prod-dunlop-eco,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,106,157,2,2,2,RESEARCHED
prod-dunlop-pro,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,yes,no,106,171,2,2,2,RESEARCHED
prod-dunlop-team,balls,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,107,153,2,2,2,RESEARCHED
prod-fila-premium,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,108,171,2,2,2,RESEARCHED
prod-fila-premium-pro,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,112,171,2,2,2,RESEARCHED
prod-nox-nerbo,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,105,171,2,2,2,RESEARCHED
prod-nox-nerbo-speed,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,112,166,2,2,2,RESEARCHED
prod-nox-pro-titanium,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,112,171,2,2,2,RESEARCHED
prod-osaka-pro-tour,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,110,171,2,2,2,RESEARCHED
prod-osaka-vision,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,108,152,2,2,2,RESEARCHED
prod-oxdog-boost,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,yes,no,107,152,2,2,2,RESEARCHED
prod-pallap-competition-01,balls,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,117,171,2,2,2,RESEARCHED
prod-rs-champions-choice,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,115,171,2,2,2,RESEARCHED
prod-rs-nova-x,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,105,171,2,2,2,RESEARCHED
prod-siux-neo,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,104,172,2,2,2,RESEARCHED
prod-siux-neo-speed,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,110,166,2,2,2,RESEARCHED
prod-siux-neo-speed-neo-s,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,118,166,2,2,2,RESEARCHED
prod-slazenger-challenge-no-1,balls,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,120,171,2,2,2,RESEARCHED
prod-tecnifibre-padel-tour,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,117,171,2,2,2,RESEARCHED
prod-tecnifibre-x-one,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,112,171,2,2,2,RESEARCHED
prod-tretorn-serie-padel-control,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,124,172,2,2,2,RESEARCHED
prod-tretorn-serie-padel-tour,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,121,166,2,2,2,RESEARCHED
prod-varlion-summum-pro-s,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,116,166,2,2,2,RESEARCHED
prod-varlion-summum-pro-w,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,116,166,2,2,2,RESEARCHED
prod-volt-premium,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,108,166,2,2,2,RESEARCHED
prod-wilson-premier-padel,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,116,171,2,2,2,RESEARCHED
prod-wilson-rush-100,balls,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,111,152,2,2,2,RESEARCHED
prod-adidas-perforated-ac2ba1wh,grips,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,90,171,2,2,2,RESEARCHED
prod-adidas-tacky-feeling,grips,B,substantive,EDITORIAL_READY,curated_seed,yes,yes,no,no,102,147,2,2,2,RESEARCHED
prod-babolat-pro-tour,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,78,171,2,2,2,RESEARCHED
prod-babolat-syntec-team,grips,A,deep,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,105,156,2,2,2,RESEARCHED
prod-babolat-vs-original,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,81,171,2,2,2,RESEARCHED
prod-black-crown-black-crown-perforated,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,96,171,2,2,2,RESEARCHED
prod-bullpadel-comfort-overgrip,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,88,171,2,2,2,RESEARCHED
prod-bullpadel-gb-1705,grips,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,79,171,2,2,2,RESEARCHED
prod-bullpadel-gb1201,grips,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,78,171,2,2,2,RESEARCHED
prod-bullpadel-gb1200-hac,grips,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,yes,no,82,171,2,2,2,RESEARCHED
prod-drop-shot-club,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,76,171,2,2,2,RESEARCHED
prod-drop-shot-super-dry,grips,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,81,171,2,2,2,RESEARCHED
prod-drop-shot-super-tacky,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,103,147,2,2,2,RESEARCHED
prod-enebe-enebe-smooth,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,80,171,2,2,2,RESEARCHED
prod-head-prestige-pro,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,79,171,2,2,2,RESEARCHED
prod-head-hydrosorb-comfort,grips,A,deep,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,108,156,2,2,2,RESEARCHED
prod-head-hydrosorb-family,grips,A,deep,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,107,156,2,2,2,RESEARCHED
prod-head-padel-pro,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,76,171,2,2,2,RESEARCHED
prod-head-padel-pro-perforated,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,87,171,2,2,2,RESEARCHED
prod-head-xtreme-soft-xtremesoft,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,yes,no,91,171,2,2,2,RESEARCHED
prod-hesacore-carbon,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,77,171,2,2,2,RESEARCHED
prod-hesacore-gel,grips,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,74,171,2,2,2,RESEARCHED
prod-hesacore-pro-carbon,grips,A,deep,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,81,171,2,2,2,RESEARCHED
prod-hesacore-tour,grips,A,deep,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,75,171,2,2,2,RESEARCHED
prod-hesacore-tour-w,grips,A,deep,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,77,171,2,2,2,RESEARCHED
prod-hesacore-pink-w,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,79,171,2,2,2,RESEARCHED
prod-hesacore-tour-original,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,yes,no,86,171,2,2,2,RESEARCHED
prod-joma-club-cushion,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,79,171,2,2,2,RESEARCHED
prod-kuikma-antislip,grips,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,77,171,2,2,2,RESEARCHED
prod-kuikma-overgrip-pro-adherence,grips,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,93,171,2,2,2,RESEARCHED
prod-nox-custom-grip,grips,B,substantive,EDITORIAL_LIGHT,curated_seed,yes,yes,no,no,77,171,2,2,2,RESEARCHED
prod-nox-luxury-pro,grips,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,76,171,2,2,2,RESEARCHED
prod-nox-h-dri,grips,B,substantive,EDITORIAL_LIGHT,catalog_inference,no,no,no,no,71,171,2,2,2,RESEARCHED
