issue_id,severity,url,path,page_type,issue_class,issue_subclass,rendered_excerpt,image_path,root_cause,status,validation,validation_note
PPL-0075,BLOCKER,http://127.0.0.1:3011/guides/padel-vs-tennis-shoes,/guides/padel-vs-tennis-shoes,buying-guide,IMAGE_WRONG_SPORT,running_image_path,Padel vs Tennis Shoes | Complete Buying Guide · Kitletics,/images/running/guides/concepts/drop-tradeoffs-balance.jpg,Padel page renders a tennis/running/filler image,OPEN,CONFIRMED,
PPL-0076,BLOCKER,http://127.0.0.1:3011/guides/padel-vs-tennis-shoes,/guides/padel-vs-tennis-shoes,buying-guide,IMAGE_WRONG_SPORT,running_image_path,Padel vs Tennis Shoes | Complete Buying Guide · Kitletics,/images/running/guides/concepts/drop-decision-checklist.jpg,Padel page renders a tennis/running/filler image,OPEN,CONFIRMED,
PPL-0077,BLOCKER,http://127.0.0.1:3011/guides/padel-vs-tennis-shoes,/guides/padel-vs-tennis-shoes,buying-guide,IMAGE_WRONG_SPORT,running_image_path,Padel vs Tennis Shoes | Complete Buying Guide · Kitletics,/images/running/guides/concepts/drop-mistakes-warning.jpg,Padel page renders a tennis/running/filler image,OPEN,CONFIRMED,
PPL-0078,BLOCKER,http://127.0.0.1:3011/guides/round-vs-teardrop-vs-diamond-padel-rackets,/guides/round-vs-teardrop-vs-diamond-padel-rackets,buying-guide,DECISION_COPY,MACHINE_LIKE,Read review → Add to Compare Teardrop Genius Nox AT10 Genius 12K Alum XTREM 2026 Why it illustrates the category: Teardrop Genius maps to prod-nox-at10-12k-2026 as a catalog role for this guide — not a universal #1.,,Rendered decision line classified MACHINE_LIKE,OPEN,CONFIRMED,
PPL-0079,BLOCKER,http://127.0.0.1:3011/guides/round-vs-teardrop-vs-diamond-padel-rackets,/guides/round-vs-teardrop-vs-diamond-padel-rackets,buying-guide,IMAGE_WRONG_SPORT,running_image_path,Round vs Teardrop vs Diamond Padel Rackets | Complete Buying Guide · Kitletics,/images/running/guides/concepts/comparing-two-shoes.jpg,Padel page renders a tennis/running/filler image,OPEN,CONFIRMED,
PPL-0080,BLOCKER,http://127.0.0.1:3011/guides/round-vs-teardrop-vs-diamond-padel-rackets,/guides/round-vs-teardrop-vs-diamond-padel-rackets,buying-guide,IMAGE_WRONG_SPORT,running_image_path,Round vs Teardrop vs Diamond Padel Rackets | Complete Buying Guide · Kitletics,/images/running/guides/concepts/decision-three-steps.jpg,Padel page renders a tennis/running/filler image,OPEN,CONFIRMED,
PPL-0081,BLOCKER,http://127.0.0.1:3011/guides/round-vs-teardrop-vs-diamond-padel-rackets,/guides/round-vs-teardrop-vs-diamond-padel-rackets,buying-guide,IMAGE_WRONG_SPORT,running_image_path,Round vs Teardrop vs Diamond Padel Rackets | Complete Buying Guide · Kitletics,/images/running/guides/concepts/drop-factors-system.jpg,Padel page renders a tennis/running/filler image,OPEN,CONFIRMED,
PPL-0082,BLOCKER,http://127.0.0.1:3011/guides/round-vs-teardrop-vs-diamond-padel-rackets,/guides/round-vs-teardrop-vs-diamond-padel-rackets,buying-guide,IMAGE_WRONG_SPORT,running_image_path,Round vs Teardrop vs Diamond Padel Rackets | Complete Buying Guide · Kitletics,/images/running/guides/concepts/mistakes-sticky-notes.jpg,Padel page renders a tennis/running/filler image,OPEN,CONFIRMED,
PPL-0083,BLOCKER,http://127.0.0.1:3011/guides/round-vs-teardrop-vs-diamond-padel-rackets,/guides/round-vs-teardrop-vs-diamond-padel-rackets,buying-guide,IMAGE_WRONG_SPORT,running_image_path,Round vs Teardrop vs Diamond Padel Rackets | Complete Buying Guide · Kitletics,/images/running/guides/concepts/drop-tradeoffs-balance.jpg,Padel page renders a tennis/running/filler image,OPEN,CONFIRMED,
PPL-0084,BLOCKER,http://127.0.0.1:3011/guides/round-vs-teardrop-vs-diamond-padel-rackets,/guides/round-vs-teardrop-vs-diamond-padel-rackets,buying-guide,IMAGE_WRONG_SPORT,running_image_path,Round vs Teardrop vs Diamond Padel Rackets | Complete Buying Guide · Kitletics,/images/running/guides/concepts/drop-decision-checklist.jpg,Padel page renders a tennis/running/filler image,OPEN,CONFIRMED,
PPL-0085,BLOCKER,http://127.0.0.1:3011/guides/round-vs-teardrop-vs-diamond-padel-rackets,/guides/round-vs-teardrop-vs-diamond-padel-rackets,buying-guide,IMAGE_WRONG_SPORT,running_image_path,Round vs Teardrop vs Diamond Padel Rackets | Complete Buying Guide · Kitletics,/images/running/guides/concepts/drop-mistakes-warning.jpg,Padel page renders a tennis/running/filler image,OPEN,CONFIRMED,
PPL-0086,BLOCKER,http://127.0.0.1:3011/guides/round-vs-teardrop-vs-diamond-padel-rackets,/guides/round-vs-teardrop-vs-diamond-padel-rackets,buying-guide,TOKEN_LEAK,spec_stamp,Round vs Teardrop vs Diamond Padel Rackets | Complete Buying Guide · Kitletics Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Ru…,,Visible HTML contains internal or corruption tokens,OPEN,CONFIRMED,
PPL-0087,BLOCKER,http://127.0.0.1:3011/guides/soft-vs-hard-padel-rackets,/guides/soft-vs-hard-padel-rackets,buying-guide,DECISION_COPY,MACHINE_LIKE,View product → Add to Compare Comfort Soft Kuikma PR Comfort Soft Why it illustrates the category: Comfort Soft maps to prod-kuikma-pr-comfort-soft as a catalog role for this guide — not a universal #1.,,Rendered decision line classified MACHINE_LIKE,OPEN,CONFIRMED,
PPL-0088,BLOCKER,http://127.0.0.1:3011/guides/soft-vs-hard-padel-rackets,/guides/soft-vs-hard-padel-rackets,buying-guide,IMAGE_WRONG_SPORT,running_image_path,Soft vs Hard Padel Rackets | Complete Buying Guide · Kitletics,/images/running/accessories/flipbelt-classic-hero.jpg,Padel page renders a tennis/running/filler image,OPEN,CONFIRMED,
PPL-0089,INFO,http://127.0.0.1:3011/products/adidas-metalbone-3-5-2026,/products/adidas-metalbone-3-5-2026,product,FAKE_RATINGS,UNVERIFIED_RATING_SIGNAL,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Padel Pade…,,Rendered page contains prohibited user/community/popularity rating signal,CLOSED_FALSE_POSITIVE,FALSE_POSITIVE,Detector matched anti-claim “not a popularity rank” (proven on Vertex PDP/review); not a user/community star rating
PPL-0090,INFO,http://127.0.0.1:3011/products/babolat-technical-viper-3-0,/products/babolat-technical-viper-3-0,product,FAKE_RATINGS,UNVERIFIED_RATING_SIGNAL,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Padel Pade…,,Rendered page contains prohibited user/community/popularity rating signal,CLOSED_FALSE_POSITIVE,FALSE_POSITIVE,Detector matched anti-claim “not a popularity rank” (proven on Vertex PDP/review); not a user/community star rating
PPL-0091,INFO,http://127.0.0.1:3011/products/bullpadel-hack-04-2026,/products/bullpadel-hack-04-2026,product,FAKE_RATINGS,UNVERIFIED_RATING_SIGNAL,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Padel Pade…,,Rendered page contains prohibited user/community/popularity rating signal,CLOSED_FALSE_POSITIVE,FALSE_POSITIVE,Detector matched anti-claim “not a popularity rank” (proven on Vertex PDP/review); not a user/community star rating
PPL-0092,INFO,http://127.0.0.1:3011/products/bullpadel-indiga-ctr-2026,/products/bullpadel-indiga-ctr-2026,product,FAKE_RATINGS,UNVERIFIED_RATING_SIGNAL,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Padel Pade…,,Rendered page contains prohibited user/community/popularity rating signal,CLOSED_FALSE_POSITIVE,FALSE_POSITIVE,Detector matched anti-claim “not a popularity rank” (proven on Vertex PDP/review); not a user/community star rating
PPL-0093,INFO,http://127.0.0.1:3011/products/bullpadel-vertex-05-2026,/products/bullpadel-vertex-05-2026,product,FAKE_RATINGS,UNVERIFIED_RATING_SIGNAL,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Padel Pade…,,Rendered page contains prohibited user/community/popularity rating signal,CLOSED_FALSE_POSITIVE,FALSE_POSITIVE,Detector matched anti-claim “not a popularity rank” (proven on Vertex PDP/review); not a user/community star rating
PPL-0094,INFO,http://127.0.0.1:3011/products/bullpadel-vertex-05-hybrid-2026,/products/bullpadel-vertex-05-hybrid-2026,product,FAKE_RATINGS,UNVERIFIED_RATING_SIGNAL,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Padel Pade…,,Rendered page contains prohibited user/community/popularity rating signal,CLOSED_FALSE_POSITIVE,FALSE_POSITIVE,Detector matched anti-claim “not a popularity rank” (proven on Vertex PDP/review); not a user/community star rating
PPL-0095,INFO,http://127.0.0.1:3011/products/head-coello-pro-2026,/products/head-coello-pro-2026,product,FAKE_RATINGS,UNVERIFIED_RATING_SIGNAL,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Padel Pade…,,Rendered page contains prohibited user/community/popularity rating signal,CLOSED_FALSE_POSITIVE,FALSE_POSITIVE,Detector matched anti-claim “not a popularity rank” (proven on Vertex PDP/review); not a user/community star rating
PPL-0096,INFO,http://127.0.0.1:3011/products/head-gravity-pro,/products/head-gravity-pro,product,FAKE_RATINGS,UNVERIFIED_RATING_SIGNAL,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Padel Pade…,,Rendered page contains prohibited user/community/popularity rating signal,CLOSED_FALSE_POSITIVE,FALSE_POSITIVE,Detector matched anti-claim “not a popularity rank” (proven on Vertex PDP/review); not a user/community star rating
PPL-0097,INFO,http://127.0.0.1:3011/products/kuikma-pr-comfort-soft,/products/kuikma-pr-comfort-soft,product,FAKE_RATINGS,UNVERIFIED_RATING_SIGNAL,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Padel Pade…,,Rendered page contains prohibited user/community/popularity rating signal,CLOSED_FALSE_POSITIVE,FALSE_POSITIVE,Detector matched anti-claim “not a popularity rank” (proven on Vertex PDP/review); not a user/community star rating
PPL-0098,INFO,http://127.0.0.1:3011/products/kuikma-ps-990,/products/kuikma-ps-990,product,FAKE_RATINGS,UNVERIFIED_RATING_SIGNAL,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Padel Pade…,,Rendered page contains prohibited user/community/popularity rating signal,CLOSED_FALSE_POSITIVE,FALSE_POSITIVE,Detector matched anti-claim “not a popularity rank” (proven on Vertex PDP/review); not a user/community star rating
PPL-0099,INFO,http://127.0.0.1:3011/products/nox-at10-genius-12k-alum-xtrem-2026,/products/nox-at10-genius-12k-alum-xtrem-2026,product,FAKE_RATINGS,UNVERIFIED_RATING_SIGNAL,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Padel Pade…,,Rendered page contains prohibited user/community/popularity rating signal,CLOSED_FALSE_POSITIVE,FALSE_POSITIVE,Detector matched anti-claim “not a popularity rank” (proven on Vertex PDP/review); not a user/community star rating
PPL-0100,BLOCKER,http://127.0.0.1:3011/products/nox-at10-genius-12k-alum-xtrem-2026,/products/nox-at10-genius-12k-alum-xtrem-2026,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Nox AT10 Genius 12K Alum XTREM 2026: Specs, Performance & Best Uses · Kitletics",/images/padel/products/nox-at10-12k-2026-hero.png,Primary product image does not match nox-at10-genius-12k-alum-xtrem-2026,OPEN,CONFIRMED,
PPL-0101,INFO,http://127.0.0.1:3011/products/nox-at10-genius-18k-2026,/products/nox-at10-genius-18k-2026,product,FAKE_RATINGS,UNVERIFIED_RATING_SIGNAL,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Padel Pade…,,Rendered page contains prohibited user/community/popularity rating signal,CLOSED_FALSE_POSITIVE,FALSE_POSITIVE,Detector matched anti-claim “not a popularity rank” (proven on Vertex PDP/review); not a user/community star rating
PPL-0102,INFO,http://127.0.0.1:3011/products/nox-ml10-pro-cup,/products/nox-ml10-pro-cup,product,FAKE_RATINGS,UNVERIFIED_RATING_SIGNAL,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Padel Pade…,,Rendered page contains prohibited user/community/popularity rating signal,CLOSED_FALSE_POSITIVE,FALSE_POSITIVE,Detector matched anti-claim “not a popularity rank” (proven on Vertex PDP/review); not a user/community star rating
PPL-0103,BLOCKER,http://127.0.0.1:3011/products/oxdog-sense-pro/alternatives,/products/oxdog-sense-pro/alternatives,alternatives,TOKEN_LEAK,spec_stamp,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Padel Pade…,,Visible HTML contains internal or corruption tokens,OPEN,CONFIRMED,
PPL-0104,BLOCKER,http://127.0.0.1:3011/products/siux-diablo-pro-2026/alternatives,/products/siux-diablo-pro-2026/alternatives,alternatives,DECISION_COPY,BROKEN,Electra Pro brief: Electra Pro 2026: Franco Stupaczuk’s teardrop/hybrid attack racket — a distinct SKU from….,,Rendered decision line classified BROKEN,OPEN,CONFIRMED,
PPL-0105,BLOCKER,http://127.0.0.1:3011/products/siux-diablo-pro-2026/alternatives,/products/siux-diablo-pro-2026/alternatives,alternatives,TOKEN_LEAK,spec_stamp,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Padel Pade…,,Visible HTML contains internal or corruption tokens,OPEN,CONFIRMED,
PPL-0106,BLOCKER,http://127.0.0.1:3011/products/siux-electra-pro-2026,/products/siux-electra-pro-2026,product,DECISION_COPY,BROKEN,Category Padel Rackets Overview How it plays Specs Performance Compare Alternatives Prices Evidence Overview Electra Pro 2026: Franco Stupaczuk’s teardrop/hybrid attack racket — a distinct SKU from Diablo Pro and Fenix Pro.,,Rendered decision line classified BROKEN,OPEN,CONFIRMED,
PPL-0107,BLOCKER,http://127.0.0.1:3011/products/siux-electra-pro-2026,/products/siux-electra-pro-2026,product,TOKEN_LEAK,spec_stamp,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Padel Pade…,,Visible HTML contains internal or corruption tokens,OPEN,CONFIRMED,
PPL-0108,BLOCKER,http://127.0.0.1:3011/products/siux-electra-pro-2026/alternatives,/products/siux-electra-pro-2026/alternatives,alternatives,DECISION_COPY,BROKEN,Electra Pro brief: Electra Pro 2026: Franco Stupaczuk’s teardrop/hybrid attack racket — a distinct SKU from….,,Rendered decision line classified BROKEN,OPEN,CONFIRMED,
PPL-0109,BLOCKER,http://127.0.0.1:3011/products/siux-electra-pro-2026/alternatives,/products/siux-electra-pro-2026/alternatives,alternatives,TOKEN_LEAK,spec_stamp,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Padel Pade…,,Visible HTML contains internal or corruption tokens,OPEN,CONFIRMED,
PPL-0110,BLOCKER,http://127.0.0.1:3011/products/siux-fenix-pro-2026/alternatives,/products/siux-fenix-pro-2026/alternatives,alternatives,TOKEN_LEAK,spec_stamp,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Padel Pade…,,Visible HTML contains internal or corruption tokens,OPEN,CONFIRMED,
PPL-0111,BLOCKER,http://127.0.0.1:3011/products/tecnifibre-wall-breaker-365/alternatives,/products/tecnifibre-wall-breaker-365/alternatives,alternatives,TOKEN_LEAK,spec_stamp,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Padel Pade…,,Visible HTML contains internal or corruption tokens,OPEN,CONFIRMED,
PPL-0112,BLOCKER,http://127.0.0.1:3011/products/wilson-bela-pro-v3/alternatives,/products/wilson-bela-pro-v3/alternatives,alternatives,TOKEN_LEAK,spec_stamp,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Padel Pade…,,Visible HTML contains internal or corruption tokens,OPEN,CONFIRMED,
PPL-0113,BLOCKER,http://127.0.0.1:3011/products/wilson-blade-pro-v3-padel,/products/wilson-blade-pro-v3-padel,product,DECISION_COPY,BROKEN,(manufacturer claim) Forgiveness 6.8 Teardrop/medium versus Bela diamond.,,Rendered decision line classified BROKEN,OPEN,CONFIRMED,
PPL-0114,BLOCKER,http://127.0.0.1:3011/products/wilson-blade-pro-v3-padel,/products/wilson-blade-pro-v3-padel,product,TOKEN_LEAK,spec_stamp,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Padel Pade…,,Visible HTML contains internal or corruption tokens,OPEN,CONFIRMED,
PPL-0115,BLOCKER,http://127.0.0.1:3011/products/wilson-padel-overgrip-pack,/products/wilson-padel-overgrip-pack,product,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Wilson Pro Padel Overgrip 3-Pack: Specs, Performance & Best Uses · Kitletics",/images/fitness/products/wilson-overgrip-hero.jpg,Primary product image does not match wilson-padel-overgrip-pack,OPEN,CONFIRMED,
PPL-0116,HIGH,http://127.0.0.1:3011/research/padel-racket-market-2026,/research/padel-racket-market-2026,research,SEO,MISSING_EXPECTED_JSONLD,Padel racket market snapshot 2026 (Kitletics cohort) | Kitletics Research · Kitletics,,Expected one of Article|Review JSON-LD types,OPEN,CONFIRMED,Research pages lack expected JSON-LD; titles also leak weightMin schema key on weight story
PPL-0117,HIGH,http://127.0.0.1:3011/research/padel-racket-prices,/research/padel-racket-prices,research,SEO,MISSING_EXPECTED_JSONLD,Padel racket verified offer prices | Kitletics Research · Kitletics,,Expected one of Article|Review JSON-LD types,OPEN,CONFIRMED,Research pages lack expected JSON-LD; titles also leak weightMin schema key on weight story
PPL-0118,HIGH,http://127.0.0.1:3011/research/padel-racket-shapes,/research/padel-racket-shapes,research,SEO,MISSING_EXPECTED_JSONLD,Padel racket shapes in the Kitletics catalog | Kitletics Research · Kitletics,,Expected one of Article|Review JSON-LD types,OPEN,CONFIRMED,Research pages lack expected JSON-LD; titles also leak weightMin schema key on weight story
PPL-0119,HIGH,http://127.0.0.1:3011/research/padel-racket-weight,/research/padel-racket-weight,research,SEO,MISSING_EXPECTED_JSONLD,Padel racket weightMin in the Kitletics catalog | Kitletics Research · Kitletics,,Expected one of Article|Review JSON-LD types,OPEN,CONFIRMED,Research pages lack expected JSON-LD; titles also leak weightMin schema key on weight story
PPL-0120,INFO,http://127.0.0.1:3011/reviews/adidas-metalbone-3-5-2026,/reviews/adidas-metalbone-3-5-2026,review,FAKE_RATINGS,UNVERIFIED_RATING_SIGNAL,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Reviews Pa…,,Rendered page contains prohibited user/community/popularity rating signal,CLOSED_FALSE_POSITIVE,FALSE_POSITIVE,Detector matched anti-claim “not a popularity rank” (proven on Vertex PDP/review); not a user/community star rating
PPL-0121,INFO,http://127.0.0.1:3011/reviews/bullpadel-hack-04-2026,/reviews/bullpadel-hack-04-2026,review,FAKE_RATINGS,UNVERIFIED_RATING_SIGNAL,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Reviews Pa…,,Rendered page contains prohibited user/community/popularity rating signal,CLOSED_FALSE_POSITIVE,FALSE_POSITIVE,Detector matched anti-claim “not a popularity rank” (proven on Vertex PDP/review); not a user/community star rating
PPL-0122,INFO,http://127.0.0.1:3011/reviews/bullpadel-indiga-ctr-2026,/reviews/bullpadel-indiga-ctr-2026,review,FAKE_RATINGS,UNVERIFIED_RATING_SIGNAL,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Reviews Pa…,,Rendered page contains prohibited user/community/popularity rating signal,CLOSED_FALSE_POSITIVE,FALSE_POSITIVE,Detector matched anti-claim “not a popularity rank” (proven on Vertex PDP/review); not a user/community star rating
PPL-0123,INFO,http://127.0.0.1:3011/reviews/bullpadel-vertex-05-2026,/reviews/bullpadel-vertex-05-2026,review,FAKE_RATINGS,UNVERIFIED_RATING_SIGNAL,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Reviews Pa…,,Rendered page contains prohibited user/community/popularity rating signal,CLOSED_FALSE_POSITIVE,FALSE_POSITIVE,Detector matched anti-claim “not a popularity rank” (proven on Vertex PDP/review); not a user/community star rating
PPL-0124,INFO,http://127.0.0.1:3011/reviews/head-coello-pro-2026,/reviews/head-coello-pro-2026,review,FAKE_RATINGS,UNVERIFIED_RATING_SIGNAL,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Reviews Pa…,,Rendered page contains prohibited user/community/popularity rating signal,CLOSED_FALSE_POSITIVE,FALSE_POSITIVE,Detector matched anti-claim “not a popularity rank” (proven on Vertex PDP/review); not a user/community star rating
PPL-0125,INFO,http://127.0.0.1:3011/reviews/head-gravity-pro,/reviews/head-gravity-pro,review,FAKE_RATINGS,UNVERIFIED_RATING_SIGNAL,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Reviews Pa…,,Rendered page contains prohibited user/community/popularity rating signal,CLOSED_FALSE_POSITIVE,FALSE_POSITIVE,Detector matched anti-claim “not a popularity rank” (proven on Vertex PDP/review); not a user/community star rating
PPL-0126,INFO,http://127.0.0.1:3011/reviews/kuikma-pr-comfort-soft,/reviews/kuikma-pr-comfort-soft,review,FAKE_RATINGS,UNVERIFIED_RATING_SIGNAL,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Reviews Pa…,,Rendered page contains prohibited user/community/popularity rating signal,CLOSED_FALSE_POSITIVE,FALSE_POSITIVE,Detector matched anti-claim “not a popularity rank” (proven on Vertex PDP/review); not a user/community star rating
PPL-0127,INFO,http://127.0.0.1:3011/reviews/kuikma-ps-990,/reviews/kuikma-ps-990,review,FAKE_RATINGS,UNVERIFIED_RATING_SIGNAL,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Reviews Pa…,,Rendered page contains prohibited user/community/popularity rating signal,CLOSED_FALSE_POSITIVE,FALSE_POSITIVE,Detector matched anti-claim “not a popularity rank” (proven on Vertex PDP/review); not a user/community star rating
PPL-0128,INFO,http://127.0.0.1:3011/reviews/nox-at10-genius-12k-alum-xtrem-2026,/reviews/nox-at10-genius-12k-alum-xtrem-2026,review,FAKE_RATINGS,UNVERIFIED_RATING_SIGNAL,Skip to content Unbiased. Data-driven. Expert sport gear recommendations. NL / EUR About Journal Help KITLETICS KITLETICS KITLETICS menu Search Kitletics… ⌘K Running All gear Tools Sports Gear Tools Compare Brands KITLETICS Home Reviews Pa…,,Rendered page contains prohibited user/community/popularity rating signal,CLOSED_FALSE_POSITIVE,FALSE_POSITIVE,Detector matched anti-claim “not a popularity rank” (proven on Vertex PDP/review); not a user/community star rating
PPL-0129,BLOCKER,http://127.0.0.1:3011/reviews/nox-at10-genius-12k-alum-xtrem-2026,/reviews/nox-at10-genius-12k-alum-xtrem-2026,review,IMAGE_WRONG_PRODUCT,PRIMARY_HERO_PRODUCT_MISMATCH,"Nox AT10 Genius 12K Alum XTREM 2026 Review: Verdict, Who It's For & Specs | Kitletics · Kitletics",/images/padel/products/nox-at10-12k-2026-hero.png,Primary product image does not match nox-at10-genius-12k-alum-xtrem-2026,OPEN,CONFIRMED,
PPL-0130,BLOCKER,http://127.0.0.1:3011/reviews/nox-at10-genius-12k-alum-xtrem-2026,/reviews/nox-at10-genius-12k-alum-xtrem-2026,review,IMAGE_WRONG_SPORT,guide_tennis,"Nox AT10 Genius 12K Alum XTREM 2026 Review: Verdict, Who It's For & Specs | Kitletics · Kitletics",/images/home/guide-tennis.jpg,Padel page renders a tennis/running/filler image,OPEN,CONFIRMED,
