reviewSlug,productSlug,sectionId,sectionHeading,concept,mediaRole,assetSrc,source,productSpecific,uniqueOnPage,fallback,heroReuseRisk
head-coello-pro-2026,head-coello-pro-2026,sec-defense,"Defensive play",Defensive play,none,,none,no,no,OMIT_BETTER_THAN_HERO,
head-coello-pro-2026,head-coello-pro-2026,sec-net,"Net play",Net play,none,,none,no,no,OMIT_BETTER_THAN_HERO,
head-coello-pro-2026,head-coello-pro-2026,sec-attack,"Smashes / attacking play",Smashes / attacking play,none,,none,no,no,OMIT_BETTER_THAN_HERO,
head-coello-pro-2026,head-coello-pro-2026,sec-serve,"Serve / return",Serve / return,none,,none,no,no,OMIT_BETTER_THAN_HERO,
head-coello-pro-2026,head-coello-pro-2026,sec-strengths,"Strengths",Strengths,none,,none,no,no,OMIT_BETTER_THAN_HERO,
head-coello-pro-2026,head-coello-pro-2026,sec-verified-specs,"Specifications",Specifications,none,,none,no,no,OMIT_BETTER_THAN_HERO,
head-coello-pro-2026,head-coello-pro-2026,sec-value,"Value",Value,none,,none,no,no,OMIT_BETTER_THAN_HERO,
head-coello-pro-2026,head-coello-pro-2026,sec-methodology,"Methodology",Methodology,none,,none,no,no,OMIT_BETTER_THAN_HERO,
head-coello-pro-2026,head-coello-pro-2026,sec-sources,"Sources",Sources,none,,none,no,no,OMIT_BETTER_THAN_HERO,
head-coello-pro-2026,head-coello-pro-2026,_summary_,,"gallery=5;uniqueSectionImgs=5;heroReuse=0",,,,,,ok
head-gravity-pro,head-gravity-pro,sec-overview,"Verdict",Verdict,none,,none,no,no,SOURCE_LIMITED,
head-gravity-pro,head-gravity-pro,sec-construction,"Construction",Construction,none,,none,no,no,SOURCE_LIMITED,
head-gravity-pro,head-gravity-pro,sec-shape,"Shape and balance",Shape and balance,none,,none,no,no,SOURCE_LIMITED,
head-gravity-pro,head-gravity-pro,sec-power,"Power",Power,none,,none,no,no,SOURCE_LIMITED,
head-gravity-pro,head-gravity-pro,sec-control,"Control",Control,none,,none,no,no,SOURCE_LIMITED,
head-gravity-pro,head-gravity-pro,sec-sweetspot,"Sweet spot / forgiveness",Sweet spot / forgiveness,none,,none,no,no,SOURCE_LIMITED,
head-gravity-pro,head-gravity-pro,sec-maneuverability,"Maneuverability",Maneuverability,none,,none,no,no,SOURCE_LIMITED,
head-gravity-pro,head-gravity-pro,sec-comfort,"Comfort",Comfort,none,,none,no,no,SOURCE_LIMITED,
head-gravity-pro,head-gravity-pro,sec-spin,"Spin",Spin,none,,none,no,no,SOURCE_LIMITED,
head-gravity-pro,head-gravity-pro,sec-defense,"Defensive play",Defensive play,none,,none,no,no,SOURCE_LIMITED,
head-gravity-pro,head-gravity-pro,sec-net,"Net play",Net play,none,,none,no,no,SOURCE_LIMITED,
head-gravity-pro,head-gravity-pro,sec-attack,"Smashes / attacking play",Smashes / attacking play,none,,none,no,no,SOURCE_LIMITED,
head-gravity-pro,head-gravity-pro,sec-serve,"Serve / return",Serve / return,none,,none,no,no,SOURCE_LIMITED,
head-gravity-pro,head-gravity-pro,sec-strengths,"Strengths",Strengths,none,,none,no,no,SOURCE_LIMITED,
head-gravity-pro,head-gravity-pro,sec-verified-specs,"Specifications",Specifications,none,,none,no,no,SOURCE_LIMITED,
head-gravity-pro,head-gravity-pro,sec-value,"Value",Value,none,,none,no,no,SOURCE_LIMITED,
head-gravity-pro,head-gravity-pro,sec-methodology,"Methodology",Methodology,none,,none,no,no,SOURCE_LIMITED,
head-gravity-pro,head-gravity-pro,sec-sources,"Sources",Sources,none,,none,no,no,SOURCE_LIMITED,
head-gravity-pro,head-gravity-pro,_summary_,,"gallery=0;uniqueSectionImgs=0;heroReuse=0",,,,,,ok
babolat-technical-viper-3-0,babolat-technical-viper-3-0,sec-overview,"Verdict",Verdict,gallery-angle,/images/padel/products/babolat-technical-viper/gallery/babolat-technical-viper-angle.webp,PRODUCT_GALLERY_MEDIA,yes,yes,,
babolat-technical-viper-3-0,babolat-technical-viper-3-0,sec-construction,"Construction",Construction,gallery-angle,/images/padel/products/babolat-technical-viper/gallery/babolat-technical-viper-profile.webp,PRODUCT_GALLERY_MEDIA,yes,yes,,
babolat-technical-viper-3-0,babolat-technical-viper-3-0,sec-shape,"Shape and balance",Shape and balance,none,,none,no,no,OMIT_BETTER_THAN_HERO,
babolat-technical-viper-3-0,babolat-technical-viper-3-0,sec-power,"Power",Power,gallery-angle,/images/padel/products/babolat-technical-viper/gallery/babolat-technical-viper-head.webp,PRODUCT_GALLERY_MEDIA,yes,yes,,
babolat-technical-viper-3-0,babolat-technical-viper-3-0,sec-control,"Control",Control,none,,none,no,no,OMIT_BETTER_THAN_HERO,
babolat-technical-viper-3-0,babolat-technical-viper-3-0,sec-sweetspot,"Sweet spot / forgiveness",Sweet spot / forgiveness,none,,none,no,no,OMIT_BETTER_THAN_HERO,
babolat-technical-viper-3-0,babolat-technical-viper-3-0,sec-maneuverability,"Maneuverability",Maneuverability,none,,none,no,no,OMIT_BETTER_THAN_HERO,
babolat-technical-viper-3-0,babolat-technical-viper-3-0,sec-comfort,"Comfort",Comfort,none,,none,no,no,OMIT_BETTER_THAN_HERO,
babolat-technical-viper-3-0,babolat-technical-viper-3-0,sec-spin,"Spin",Spin,none,,none,no,no,OMIT_BETTER_THAN_HERO,
babolat-technical-viper-3-0,babolat-technical-viper-3-0,sec-defense,"Defensive play",Defensive play,none,,none,no,no,OMIT_BETTER_THAN_HERO,
babolat-technical-viper-3-0,babolat-technical-viper-3-0,sec-net,"Net play",Net play,none,,none,no,no,OMIT_BETTER_THAN_HERO,
babolat-technical-viper-3-0,babolat-technical-viper-3-0,sec-attack,"Smashes / attacking play",Smashes / attacking play,none,,none,no,no,OMIT_BETTER_THAN_HERO,
babolat-technical-viper-3-0,babolat-technical-viper-3-0,sec-serve,"Serve / return",Serve / return,none,,none,no,no,OMIT_BETTER_THAN_HERO,
babolat-technical-viper-3-0,babolat-technical-viper-3-0,sec-strengths,"Strengths",Strengths,none,,none,no,no,OMIT_BETTER_THAN_HERO,
babolat-technical-viper-3-0,babolat-technical-viper-3-0,sec-verified-specs,"Specifications",Specifications,none,,none,no,no,OMIT_BETTER_THAN_HERO,
babolat-technical-viper-3-0,babolat-technical-viper-3-0,sec-value,"Value",Value,none,,none,no,no,OMIT_BETTER_THAN_HERO,
babolat-technical-viper-3-0,babolat-technical-viper-3-0,sec-methodology,"Methodology",Methodology,none,,none,no,no,OMIT_BETTER_THAN_HERO,
babolat-technical-viper-3-0,babolat-technical-viper-3-0,sec-sources,"Sources",Sources,none,,none,no,no,OMIT_BETTER_THAN_HERO,
babolat-technical-viper-3-0,babolat-technical-viper-3-0,_summary_,,"gallery=3;uniqueSectionImgs=3;heroReuse=0",,,,,,ok
kuikma-pr-comfort-soft,kuikma-pr-comfort-soft,sec-overview,"Verdict",Verdict,gallery-angle,/images/padel/products/kuikma-pr-comfort-soft/gallery/kuikma-pr-comfort-soft-angle.jpg,PRODUCT_GALLERY_MEDIA,yes,yes,,
kuikma-pr-comfort-soft,kuikma-pr-comfort-soft,sec-construction,"Construction",Construction,gallery-angle,/images/padel/products/kuikma-pr-comfort-soft/gallery/kuikma-pr-comfort-soft-profile.jpg,PRODUCT_GALLERY_MEDIA,yes,yes,,
kuikma-pr-comfort-soft,kuikma-pr-comfort-soft,sec-shape,"Shape and balance",Shape and balance,gallery-angle,/images/padel/products/kuikma-pr-comfort-soft/gallery/kuikma-pr-comfort-soft-throat.jpg,PRODUCT_GALLERY_MEDIA,yes,yes,,
kuikma-pr-comfort-soft,kuikma-pr-comfort-soft,sec-power,"Power",Power,gallery-angle,/images/padel/products/kuikma-pr-comfort-soft/gallery/kuikma-pr-comfort-soft-head.jpg,PRODUCT_GALLERY_MEDIA,yes,yes,,
kuikma-pr-comfort-soft,kuikma-pr-comfort-soft,sec-control,"Control",Control,none,,none,no,no,OMIT_BETTER_THAN_HERO,
kuikma-pr-comfort-soft,kuikma-pr-comfort-soft,sec-sweetspot,"Sweet spot / forgiveness",Sweet spot / forgiveness,gallery-angle,/images/padel/products/kuikma-pr-comfort-soft/gallery/kuikma-pr-comfort-soft-detail.jpg,PRODUCT_GALLERY_MEDIA,yes,yes,,
kuikma-pr-comfort-soft,kuikma-pr-comfort-soft,sec-maneuverability,"Maneuverability",Maneuverability,none,,none,no,no,OMIT_BETTER_THAN_HERO,
kuikma-pr-comfort-soft,kuikma-pr-comfort-soft,sec-comfort,"Comfort",Comfort,none,,none,no,no,OMIT_BETTER_THAN_HERO,
kuikma-pr-comfort-soft,kuikma-pr-comfort-soft,sec-spin,"Spin",Spin,none,,none,no,no,OMIT_BETTER_THAN_HERO,
kuikma-pr-comfort-soft,kuikma-pr-comfort-soft,sec-defense,"Defensive play",Defensive play,none,,none,no,no,OMIT_BETTER_THAN_HERO,
kuikma-pr-comfort-soft,kuikma-pr-comfort-soft,sec-net,"Net play",Net play,none,,none,no,no,OMIT_BETTER_THAN_HERO,
kuikma-pr-comfort-soft,kuikma-pr-comfort-soft,sec-attack,"Smashes / attacking play",Smashes / attacking play,none,,none,no,no,OMIT_BETTER_THAN_HERO,
kuikma-pr-comfort-soft,kuikma-pr-comfort-soft,sec-serve,"Serve / return",Serve / return,none,,none,no,no,OMIT_BETTER_THAN_HERO,
kuikma-pr-comfort-soft,kuikma-pr-comfort-soft,sec-strengths,"Strengths",Strengths,none,,none,no,no,OMIT_BETTER_THAN_HERO,
kuikma-pr-comfort-soft,kuikma-pr-comfort-soft,sec-verified-specs,"Specifications",Specifications,none,,none,no,no,OMIT_BETTER_THAN_HERO,
kuikma-pr-comfort-soft,kuikma-pr-comfort-soft,sec-value,"Value",Value,none,,none,no,no,OMIT_BETTER_THAN_HERO,
kuikma-pr-comfort-soft,kuikma-pr-comfort-soft,sec-methodology,"Methodology",Methodology,none,,none,no,no,OMIT_BETTER_THAN_HERO,
kuikma-pr-comfort-soft,kuikma-pr-comfort-soft,sec-sources,"Sources",Sources,none,,none,no,no,OMIT_BETTER_THAN_HERO,
kuikma-pr-comfort-soft,kuikma-pr-comfort-soft,_summary_,,"gallery=5;uniqueSectionImgs=5;heroReuse=0",,,,,,ok
asics-gel-resolution-padel,asics-gel-resolution-padel,sec-overview,"Verdict",Verdict,none,,none,no,no,SOURCE_LIMITED,
asics-gel-resolution-padel,asics-gel-resolution-padel,sec-verified-specs,"Specifications",Specifications,none,,none,no,no,SOURCE_LIMITED,
asics-gel-resolution-padel,asics-gel-resolution-padel,sec-traction,"Traction",Traction,none,,none,no,no,SOURCE_LIMITED,
asics-gel-resolution-padel,asics-gel-resolution-padel,sec-stability,"Lateral stability",Lateral stability,none,,none,no,no,SOURCE_LIMITED,
asics-gel-resolution-padel,asics-gel-resolution-padel,sec-court-feel,"Court feel",Court feel,none,,none,no,no,SOURCE_LIMITED,
asics-gel-resolution-padel,asics-gel-resolution-padel,sec-cushioning,"Cushioning",Cushioning,none,,none,no,no,SOURCE_LIMITED,
asics-gel-resolution-padel,asics-gel-resolution-padel,sec-support,"Support",Support,none,,none,no,no,SOURCE_LIMITED,
asics-gel-resolution-padel,asics-gel-resolution-padel,sec-fit,"Fit",Fit,none,,none,no,no,SOURCE_LIMITED,
asics-gel-resolution-padel,asics-gel-resolution-padel,sec-durability,"Durability",Durability,none,,none,no,no,SOURCE_LIMITED,
asics-gel-resolution-padel,asics-gel-resolution-padel,sec-comfort,"Comfort",Comfort,none,,none,no,no,SOURCE_LIMITED,
asics-gel-resolution-padel,asics-gel-resolution-padel,sec-strengths,"Strengths",Strengths,none,,none,no,no,SOURCE_LIMITED,
asics-gel-resolution-padel,asics-gel-resolution-padel,sec-value,"Value",Value,none,,none,no,no,SOURCE_LIMITED,
asics-gel-resolution-padel,asics-gel-resolution-padel,sec-methodology,"Methodology",Methodology,none,,none,no,no,SOURCE_LIMITED,
asics-gel-resolution-padel,asics-gel-resolution-padel,sec-sources,"Sources",Sources,none,,none,no,no,SOURCE_LIMITED,
asics-gel-resolution-padel,asics-gel-resolution-padel,_summary_,,"gallery=0;uniqueSectionImgs=0;heroReuse=0",,,,,,ok
adidas-crazyquick-boost-padel,adidas-crazyquick-boost-padel,sec-overview,"Verdict",Verdict,none,,none,no,no,SOURCE_LIMITED,
adidas-crazyquick-boost-padel,adidas-crazyquick-boost-padel,sec-verified-specs,"Specifications",Specifications,none,,none,no,no,SOURCE_LIMITED,
adidas-crazyquick-boost-padel,adidas-crazyquick-boost-padel,sec-traction,"Traction",Traction,none,,none,no,no,SOURCE_LIMITED,
adidas-crazyquick-boost-padel,adidas-crazyquick-boost-padel,sec-stability,"Lateral stability",Lateral stability,none,,none,no,no,SOURCE_LIMITED,
adidas-crazyquick-boost-padel,adidas-crazyquick-boost-padel,sec-court-feel,"Court feel",Court feel,none,,none,no,no,SOURCE_LIMITED,
adidas-crazyquick-boost-padel,adidas-crazyquick-boost-padel,sec-cushioning,"Cushioning",Cushioning,none,,none,no,no,SOURCE_LIMITED,
adidas-crazyquick-boost-padel,adidas-crazyquick-boost-padel,sec-support,"Support",Support,none,,none,no,no,SOURCE_LIMITED,
adidas-crazyquick-boost-padel,adidas-crazyquick-boost-padel,sec-fit,"Fit",Fit,none,,none,no,no,SOURCE_LIMITED,
adidas-crazyquick-boost-padel,adidas-crazyquick-boost-padel,sec-durability,"Durability",Durability,none,,none,no,no,SOURCE_LIMITED,
adidas-crazyquick-boost-padel,adidas-crazyquick-boost-padel,sec-comfort,"Comfort",Comfort,none,,none,no,no,SOURCE_LIMITED,
adidas-crazyquick-boost-padel,adidas-crazyquick-boost-padel,sec-strengths,"Strengths",Strengths,none,,none,no,no,SOURCE_LIMITED,
adidas-crazyquick-boost-padel,adidas-crazyquick-boost-padel,sec-value,"Value",Value,none,,none,no,no,SOURCE_LIMITED,
adidas-crazyquick-boost-padel,adidas-crazyquick-boost-padel,sec-methodology,"Methodology",Methodology,none,,none,no,no,SOURCE_LIMITED,
adidas-crazyquick-boost-padel,adidas-crazyquick-boost-padel,sec-sources,"Sources",Sources,none,,none,no,no,SOURCE_LIMITED,
adidas-crazyquick-boost-padel,adidas-crazyquick-boost-padel,_summary_,,"gallery=0;uniqueSectionImgs=0;heroReuse=0",,,,,,ok
adidas-courtquick-padel,adidas-courtquick-padel,sec-overview,"Verdict",Verdict,none,,none,no,no,SOURCE_LIMITED,
adidas-courtquick-padel,adidas-courtquick-padel,sec-verified-specs,"Specifications",Specifications,none,,none,no,no,SOURCE_LIMITED,
adidas-courtquick-padel,adidas-courtquick-padel,sec-traction,"Traction",Traction,none,,none,no,no,SOURCE_LIMITED,
adidas-courtquick-padel,adidas-courtquick-padel,sec-stability,"Lateral stability",Lateral stability,none,,none,no,no,SOURCE_LIMITED,
adidas-courtquick-padel,adidas-courtquick-padel,sec-court-feel,"Court feel",Court feel,none,,none,no,no,SOURCE_LIMITED,
adidas-courtquick-padel,adidas-courtquick-padel,sec-cushioning,"Cushioning",Cushioning,none,,none,no,no,SOURCE_LIMITED,
adidas-courtquick-padel,adidas-courtquick-padel,sec-support,"Support",Support,none,,none,no,no,SOURCE_LIMITED,
adidas-courtquick-padel,adidas-courtquick-padel,sec-fit,"Fit",Fit,none,,none,no,no,SOURCE_LIMITED,
adidas-courtquick-padel,adidas-courtquick-padel,sec-durability,"Durability",Durability,none,,none,no,no,SOURCE_LIMITED,
adidas-courtquick-padel,adidas-courtquick-padel,sec-comfort,"Comfort",Comfort,none,,none,no,no,SOURCE_LIMITED,
adidas-courtquick-padel,adidas-courtquick-padel,sec-strengths,"Strengths",Strengths,none,,none,no,no,SOURCE_LIMITED,
adidas-courtquick-padel,adidas-courtquick-padel,sec-value,"Value",Value,none,,none,no,no,SOURCE_LIMITED,
adidas-courtquick-padel,adidas-courtquick-padel,sec-methodology,"Methodology",Methodology,none,,none,no,no,SOURCE_LIMITED,
adidas-courtquick-padel,adidas-courtquick-padel,sec-sources,"Sources",Sources,none,,none,no,no,SOURCE_LIMITED,
adidas-courtquick-padel,adidas-courtquick-padel,_summary_,,"gallery=0;uniqueSectionImgs=0;heroReuse=0",,,,,,ok
babolat-jet-premura,babolat-jet-premura,sec-overview,"Verdict",Verdict,none,,none,no,no,SOURCE_LIMITED,
babolat-jet-premura,babolat-jet-premura,sec-verified-specs,"Specifications",Specifications,none,,none,no,no,SOURCE_LIMITED,
babolat-jet-premura,babolat-jet-premura,sec-traction,"Traction",Traction,none,,none,no,no,SOURCE_LIMITED,
babolat-jet-premura,babolat-jet-premura,sec-stability,"Lateral stability",Lateral stability,none,,none,no,no,SOURCE_LIMITED,
babolat-jet-premura,babolat-jet-premura,sec-court-feel,"Court feel",Court feel,none,,none,no,no,SOURCE_LIMITED,
babolat-jet-premura,babolat-jet-premura,sec-cushioning,"Cushioning",Cushioning,none,,none,no,no,SOURCE_LIMITED,
babolat-jet-premura,babolat-jet-premura,sec-support,"Support",Support,none,,none,no,no,SOURCE_LIMITED,
babolat-jet-premura,babolat-jet-premura,sec-fit,"Fit",Fit,none,,none,no,no,SOURCE_LIMITED,
babolat-jet-premura,babolat-jet-premura,sec-durability,"Durability",Durability,none,,none,no,no,SOURCE_LIMITED,
babolat-jet-premura,babolat-jet-premura,sec-comfort,"Comfort",Comfort,none,,none,no,no,SOURCE_LIMITED,
babolat-jet-premura,babolat-jet-premura,sec-strengths,"Strengths",Strengths,none,,none,no,no,SOURCE_LIMITED,
babolat-jet-premura,babolat-jet-premura,sec-value,"Value",Value,none,,none,no,no,SOURCE_LIMITED,
babolat-jet-premura,babolat-jet-premura,sec-methodology,"Methodology",Methodology,none,,none,no,no,SOURCE_LIMITED,
babolat-jet-premura,babolat-jet-premura,sec-sources,"Sources",Sources,none,,none,no,no,SOURCE_LIMITED,
babolat-jet-premura,babolat-jet-premura,_summary_,,"gallery=0;uniqueSectionImgs=0;heroReuse=0",,,,,,ok
nox-at10-lux,nox-at10-lux,sec-overview,"Verdict",Verdict,none,,none,no,no,SOURCE_LIMITED,
nox-at10-lux,nox-at10-lux,sec-verified-specs,"Specifications",Specifications,none,,none,no,no,SOURCE_LIMITED,
nox-at10-lux,nox-at10-lux,sec-traction,"Traction",Traction,none,,none,no,no,SOURCE_LIMITED,
nox-at10-lux,nox-at10-lux,sec-stability,"Lateral stability",Lateral stability,none,,none,no,no,SOURCE_LIMITED,
nox-at10-lux,nox-at10-lux,sec-court-feel,"Court feel",Court feel,none,,none,no,no,SOURCE_LIMITED,
nox-at10-lux,nox-at10-lux,sec-cushioning,"Cushioning",Cushioning,none,,none,no,no,SOURCE_LIMITED,
nox-at10-lux,nox-at10-lux,sec-support,"Support",Support,none,,none,no,no,SOURCE_LIMITED,
nox-at10-lux,nox-at10-lux,sec-fit,"Fit",Fit,none,,none,no,no,SOURCE_LIMITED,
nox-at10-lux,nox-at10-lux,sec-durability,"Durability",Durability,none,,none,no,no,SOURCE_LIMITED,
nox-at10-lux,nox-at10-lux,sec-comfort,"Comfort",Comfort,none,,none,no,no,SOURCE_LIMITED,
nox-at10-lux,nox-at10-lux,sec-strengths,"Strengths",Strengths,none,,none,no,no,SOURCE_LIMITED,
nox-at10-lux,nox-at10-lux,sec-value,"Value",Value,none,,none,no,no,SOURCE_LIMITED,
nox-at10-lux,nox-at10-lux,sec-methodology,"Methodology",Methodology,none,,none,no,no,SOURCE_LIMITED,
nox-at10-lux,nox-at10-lux,sec-sources,"Sources",Sources,none,,none,no,no,SOURCE_LIMITED,
nox-at10-lux,nox-at10-lux,_summary_,,"gallery=0;uniqueSectionImgs=0;heroReuse=0",,,,,,ok
head-sprint-pro-4-padel,head-sprint-pro-4-padel,sec-overview,"Verdict",Verdict,none,,none,no,no,SOURCE_LIMITED,
head-sprint-pro-4-padel,head-sprint-pro-4-padel,sec-verified-specs,"Specifications",Specifications,none,,none,no,no,SOURCE_LIMITED,
head-sprint-pro-4-padel,head-sprint-pro-4-padel,sec-traction,"Traction",Traction,none,,none,no,no,SOURCE_LIMITED,
head-sprint-pro-4-padel,head-sprint-pro-4-padel,sec-stability,"Lateral stability",Lateral stability,none,,none,no,no,SOURCE_LIMITED,
head-sprint-pro-4-padel,head-sprint-pro-4-padel,sec-court-feel,"Court feel",Court feel,none,,none,no,no,SOURCE_LIMITED,
head-sprint-pro-4-padel,head-sprint-pro-4-padel,sec-cushioning,"Cushioning",Cushioning,none,,none,no,no,SOURCE_LIMITED,
head-sprint-pro-4-padel,head-sprint-pro-4-padel,sec-support,"Support",Support,none,,none,no,no,SOURCE_LIMITED,
head-sprint-pro-4-padel,head-sprint-pro-4-padel,sec-fit,"Fit",Fit,none,,none,no,no,SOURCE_LIMITED,
head-sprint-pro-4-padel,head-sprint-pro-4-padel,sec-durability,"Durability",Durability,none,,none,no,no,SOURCE_LIMITED,
head-sprint-pro-4-padel,head-sprint-pro-4-padel,sec-comfort,"Comfort",Comfort,none,,none,no,no,SOURCE_LIMITED,
head-sprint-pro-4-padel,head-sprint-pro-4-padel,sec-strengths,"Strengths",Strengths,none,,none,no,no,SOURCE_LIMITED,
head-sprint-pro-4-padel,head-sprint-pro-4-padel,sec-value,"Value",Value,none,,none,no,no,SOURCE_LIMITED,
head-sprint-pro-4-padel,head-sprint-pro-4-padel,sec-methodology,"Methodology",Methodology,none,,none,no,no,SOURCE_LIMITED,
head-sprint-pro-4-padel,head-sprint-pro-4-padel,sec-sources,"Sources",Sources,none,,none,no,no,SOURCE_LIMITED,
head-sprint-pro-4-padel,head-sprint-pro-4-padel,_summary_,,"gallery=0;uniqueSectionImgs=0;heroReuse=0",,,,,,ok
kuikma-ps-990,kuikma-ps-990,sec-overview,"Verdict",Verdict,none,,none,no,no,SOURCE_LIMITED,
kuikma-ps-990,kuikma-ps-990,sec-verified-specs,"Specifications",Specifications,none,,none,no,no,SOURCE_LIMITED,
kuikma-ps-990,kuikma-ps-990,sec-traction,"Traction",Traction,none,,none,no,no,SOURCE_LIMITED,
kuikma-ps-990,kuikma-ps-990,sec-stability,"Lateral stability",Lateral stability,none,,none,no,no,SOURCE_LIMITED,
kuikma-ps-990,kuikma-ps-990,sec-court-feel,"Court feel",Court feel,none,,none,no,no,SOURCE_LIMITED,
kuikma-ps-990,kuikma-ps-990,sec-cushioning,"Cushioning",Cushioning,none,,none,no,no,SOURCE_LIMITED,
kuikma-ps-990,kuikma-ps-990,sec-support,"Support",Support,none,,none,no,no,SOURCE_LIMITED,
kuikma-ps-990,kuikma-ps-990,sec-fit,"Fit",Fit,none,,none,no,no,SOURCE_LIMITED,
kuikma-ps-990,kuikma-ps-990,sec-durability,"Durability",Durability,none,,none,no,no,SOURCE_LIMITED,
kuikma-ps-990,kuikma-ps-990,sec-comfort,"Comfort",Comfort,none,,none,no,no,SOURCE_LIMITED,
kuikma-ps-990,kuikma-ps-990,sec-strengths,"Strengths",Strengths,none,,none,no,no,SOURCE_LIMITED,
kuikma-ps-990,kuikma-ps-990,sec-value,"Value",Value,none,,none,no,no,SOURCE_LIMITED,
kuikma-ps-990,kuikma-ps-990,sec-methodology,"Methodology",Methodology,none,,none,no,no,SOURCE_LIMITED,
kuikma-ps-990,kuikma-ps-990,sec-sources,"Sources",Sources,none,,none,no,no,SOURCE_LIMITED,
kuikma-ps-990,kuikma-ps-990,_summary_,,"gallery=0;uniqueSectionImgs=0;heroReuse=0",,,,,,ok
wilson-padel-overgrip-pack,wilson-padel-overgrip-pack,sec-overview,"Verdict",Verdict,none,,none,no,no,OMIT_BETTER_THAN_HERO,
wilson-padel-overgrip-pack,wilson-padel-overgrip-pack,sec-verified-specs,"Specifications",Specifications,gallery-angle,/images/padel/products/wilson-padel-overgrip-pack/gallery/wilson-padel-overgrip-material.jpg,PRODUCT_GALLERY_MEDIA,yes,yes,,
wilson-padel-overgrip-pack,wilson-padel-overgrip-pack,sec-fit,"Feel and wrap",Feel and wrap,none,,none,no,no,OMIT_BETTER_THAN_HERO,
wilson-padel-overgrip-pack,wilson-padel-overgrip-pack,sec-comfort,"Comfort",Comfort,none,,none,no,no,OMIT_BETTER_THAN_HERO,
wilson-padel-overgrip-pack,wilson-padel-overgrip-pack,sec-durability,"Replacement cycle",Replacement cycle,none,,none,no,no,OMIT_BETTER_THAN_HERO,
wilson-padel-overgrip-pack,wilson-padel-overgrip-pack,sec-strengths,"Strengths",Strengths,none,,none,no,no,OMIT_BETTER_THAN_HERO,
wilson-padel-overgrip-pack,wilson-padel-overgrip-pack,sec-value,"Value",Value,none,,none,no,no,OMIT_BETTER_THAN_HERO,
wilson-padel-overgrip-pack,wilson-padel-overgrip-pack,sec-methodology,"Methodology",Methodology,none,,none,no,no,OMIT_BETTER_THAN_HERO,
wilson-padel-overgrip-pack,wilson-padel-overgrip-pack,sec-sources,"Sources",Sources,none,,none,no,no,OMIT_BETTER_THAN_HERO,
wilson-padel-overgrip-pack,wilson-padel-overgrip-pack,_summary_,,"gallery=1;uniqueSectionImgs=1;heroReuse=0",,,,,,ok
hesacore-padel-grip,hesacore-padel-grip,sec-overview,"Verdict",Verdict,none,,none,no,no,SOURCE_LIMITED,
hesacore-padel-grip,hesacore-padel-grip,sec-verified-specs,"Specifications",Specifications,none,,none,no,no,SOURCE_LIMITED,
hesacore-padel-grip,hesacore-padel-grip,sec-fit,"Feel and wrap",Feel and wrap,none,,none,no,no,SOURCE_LIMITED,
hesacore-padel-grip,hesacore-padel-grip,sec-comfort,"Comfort",Comfort,none,,none,no,no,SOURCE_LIMITED,
hesacore-padel-grip,hesacore-padel-grip,sec-durability,"Replacement cycle",Replacement cycle,none,,none,no,no,SOURCE_LIMITED,
hesacore-padel-grip,hesacore-padel-grip,sec-strengths,"Strengths",Strengths,none,,none,no,no,SOURCE_LIMITED,
hesacore-padel-grip,hesacore-padel-grip,sec-value,"Value",Value,none,,none,no,no,SOURCE_LIMITED,
hesacore-padel-grip,hesacore-padel-grip,sec-methodology,"Methodology",Methodology,none,,none,no,no,SOURCE_LIMITED,
hesacore-padel-grip,hesacore-padel-grip,sec-sources,"Sources",Sources,none,,none,no,no,SOURCE_LIMITED,
hesacore-padel-grip,hesacore-padel-grip,_summary_,,"gallery=0;uniqueSectionImgs=0;heroReuse=0",,,,,,ok
bullpadel-hac-overgrip,bullpadel-hac-overgrip,sec-overview,"Verdict",Verdict,none,,none,no,no,SOURCE_LIMITED,
bullpadel-hac-overgrip,bullpadel-hac-overgrip,sec-verified-specs,"Specifications",Specifications,none,,none,no,no,SOURCE_LIMITED,
bullpadel-hac-overgrip,bullpadel-hac-overgrip,sec-fit,"Feel and wrap",Feel and wrap,none,,none,no,no,SOURCE_LIMITED,
bullpadel-hac-overgrip,bullpadel-hac-overgrip,sec-comfort,"Comfort",Comfort,none,,none,no,no,SOURCE_LIMITED,
bullpadel-hac-overgrip,bullpadel-hac-overgrip,sec-durability,"Replacement cycle",Replacement cycle,none,,none,no,no,SOURCE_LIMITED,
bullpadel-hac-overgrip,bullpadel-hac-overgrip,sec-strengths,"Strengths",Strengths,none,,none,no,no,SOURCE_LIMITED,
bullpadel-hac-overgrip,bullpadel-hac-overgrip,sec-value,"Value",Value,none,,none,no,no,SOURCE_LIMITED,
bullpadel-hac-overgrip,bullpadel-hac-overgrip,sec-methodology,"Methodology",Methodology,none,,none,no,no,SOURCE_LIMITED,
bullpadel-hac-overgrip,bullpadel-hac-overgrip,sec-sources,"Sources",Sources,none,,none,no,no,SOURCE_LIMITED,
bullpadel-hac-overgrip,bullpadel-hac-overgrip,_summary_,,"gallery=0;uniqueSectionImgs=0;heroReuse=0",,,,,,ok
head-padel-pro-s,head-padel-pro-s-balls,sec-overview,"Verdict",Verdict,gallery-angle,/images/padel/products/head-padel-pro-s-balls/gallery/head-padel-pro-s-packaging.jpg,PRODUCT_GALLERY_MEDIA,yes,yes,,
