productId,slug,category,brand,status,heroSrc,sourceUrl,identityVerified,identityReasons,primaryResolves,primarySrc,action
prod-kuikma-pr-hybrid-carbon,kuikma-pr-hybrid-carbon,rackets,kuikma,published,/images/padel/products/kuikma-pr-hybrid-carbon-hero.jpg,https://www.decathlon.co.id/en-ID/p/padel-racket-pr-hybrid-carbon-coki-nieto-kuikma-8979558.html,yes,,yes,/images/padel/products/kuikma-pr-hybrid-carbon-hero.jpg,KEEP
prod-kuikma-pr-comfort-soft,kuikma-pr-comfort-soft,rackets,kuikma,published,/images/padel/products/kuikma-pr-comfort-soft-hero.jpg,https://en.decathlon.com.sa/products/padel-racket-pr-comfort-soft,yes,,yes,/images/padel/products/kuikma-pr-comfort-soft-hero.jpg,KEEP
prod-head-padel-pro-plus,head-padel-pro-plus,balls,head,published,/images/padel/products/head-padel-pro-plus-hero.jpg,https://www.padelmq.com/en-nl/products/head-pro-tube,yes,,yes,/images/padel/products/head-padel-pro-plus-hero.jpg,KEEP
prod-head-padel-team,head-padel-team,balls,head,published,/images/padel/products/head-padel-team-hero.jpg,https://padelmarket.com/en-eu/products/head-padel-team-3-tubes-of-3-balls,yes,,yes,/images/padel/products/head-padel-team-hero.jpg,KEEP
prod-head-padel-one,head-padel-one,balls,head,published,/images/padel/products/head-padel-one-hero.jpg,https://padelmarket.com/en-gb/products/head-padel-one-tube-of-3-balls,yes,,yes,/images/padel/products/head-padel-one-hero.jpg,KEEP
prod-kuikma-pb-speed,kuikma-pb-speed,balls,kuikma,published,/images/padel/products/kuikma-pb-speed-hero.jpg,https://www.decathlon.ph/p/pressurised-padel-balls-kuikma-pb-speed-pack-of-3-kuikma-8788980.html,yes,,yes,/images/padel/products/kuikma-pb-speed-hero.jpg,KEEP
prod-kuikma-pb-control,kuikma-pb-control,balls,kuikma,published,/images/padel/products/kuikma-pb-control-hero.jpg,https://www.decathlon.in/p/8750703/pressurised-padel-balls-kuikma-pb-control-pack-of-3,yes,,yes,/images/padel/products/kuikma-pb-control-hero.jpg,KEEP
prod-kuikma-pb-club,kuikma-pb-club,balls,kuikma,published,/images/padel/balls/kuikma-pb-club-hero.jpg,https://padelracketkopen.nl/padel-ballen/kuikma-pb-club-18x-4st/,yes,,yes,/images/padel/balls/kuikma-pb-club-hero.jpg,KEEP
prod-wilson-padel-premier,wilson-padel-premier,balls,wilson,published,/images/padel/products/wilson-padel-premier-hero.jpg,https://www.padelmq.com/en-nl/products/wilson-premier-tube,yes,,yes,/images/padel/products/wilson-padel-premier-hero.jpg,KEEP
prod-wilson-padel-premier-speed,wilson-padel-premier-speed,balls,wilson,published,/images/padel/products/wilson-padel-premier-speed-hero.jpg,https://www.padelmq.com/en-nl/products/wilson-padel-premier-speed-tube,yes,,yes,/images/padel/products/wilson-padel-premier-speed-hero.jpg,KEEP
prod-bullpadel-premium-pro,bullpadel-premium-pro,balls,bullpadel,published,/images/padel/products/bullpadel-premium-pro-hero.jpg,https://www.padelmq.com/en-nl/products/premium-pro-tube,yes,,yes,/images/padel/products/bullpadel-premium-pro-hero.jpg,KEEP
prod-bullpadel-premium-gold,bullpadel-premium-gold,balls,bullpadel,draft,/images/padel/products/balls.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-adidas-aditour-padel,adidas-aditour-padel-balls,balls,adidas-padel,draft,/images/padel/products/balls.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-adidas-speed-rx,adidas-speed-rx-padel-balls,balls,adidas-padel,published,/images/padel/products/adidas-speed-rx-padel-balls-hero.jpg,https://www.padelmq.com/en-nl/products/adidas-speed-rx-bal-2023-1-tube-3-ballen,yes,,yes,/images/padel/products/adidas-speed-rx-padel-balls-hero.jpg,KEEP
prod-babolat-court-padel-balls,babolat-court-padel-balls,balls,babolat,published,/images/padel/products/babolat-court-padel-balls-hero.jpg,https://www.padelmq.com/en-nl/products/babolat-court-padel-ballen-tube,yes,,yes,/images/padel/products/babolat-court-padel-balls-hero.jpg,KEEP
prod-dunlop-pro-padel,dunlop-pro-padel,balls,dunlop-padel,published,/images/padel/products/dunlop-pro-padel-hero.jpg,https://www.zonadepadel.uk/dunlop-padel/11377-bottle-balls-dunlop-fort-padel.html,yes,,yes,/images/padel/products/dunlop-pro-padel-hero.jpg,KEEP
prod-tecnifibre-padel-team,tecnifibre-padel-team-balls,balls,tecnifibre-padel,published,/images/padel/products/tecnifibre-padel-team-balls-hero.jpg,https://www.padelmq.com/en-nl/products/tube-van-3-tecnifibre-padel-team-ballen,yes,,yes,/images/padel/products/tecnifibre-padel-team-balls-hero.jpg,KEEP
prod-nox-at10-team-bag,nox-at10-team-paletero,bags,nox,published,/images/padel/products/nox-at10-team-paletero-hero.jpg,https://noxsport.com/en/products/paletero-at10-team-grey-black,yes,,yes,/images/padel/products/nox-at10-team-paletero-hero.jpg,KEEP
prod-babolat-rh-pro-padel,babolat-rh-pro-padel,bags,babolat,published,/images/padel/products/babolat-rh-pro-padel-hero.jpg,https://www.babolat.com/us/rh-pro/759020.html,yes,,yes,/images/padel/products/babolat-rh-pro-padel-hero.jpg,KEEP
prod-bullpadel-vertex-backpack,bullpadel-vertex-geo-backpack,bags,bullpadel,published,/images/padel/products/bullpadel-vertex-geo-backpack-hero.jpg,https://www.padelmq.com/en-nl/products/bullpadel-vertex-geo-rugzak-intense-blue-2026,yes,,yes,/images/padel/products/bullpadel-vertex-geo-backpack-hero.jpg,KEEP
prod-tecnifibre-tour-endurance-backpack,tecnifibre-tour-endurance-padel-backpack,bags,tecnifibre-padel,published,/images/padel/products/tecnifibre-tour-endurance-padel-backpack-hero.jpg,https://www.padelmq.com/en-nl/products/tecnifibre-tour-endurance-rugzak-caqui,yes,,yes,/images/padel/products/tecnifibre-tour-endurance-padel-backpack-hero.jpg,KEEP
prod-babolat-court-backpack,babolat-court-backpack,bags,babolat,published,/images/padel/products/babolat-court-backpack-hero.jpg,https://www.babolat.com/us/court-s/102-759022.html,yes,,yes,/images/padel/products/babolat-court-backpack-hero.jpg,KEEP
prod-adidas-protour-padel,adidas-protour-padel-bag,bags,adidas-padel,published,/images/padel/products/adidas-protour-padel-bag-hero.jpg,https://www.padelmq.com/en-nl/products/adidas-padeltas-protour-3-5-blauw-brons-2026,yes,,yes,/images/padel/products/adidas-protour-padel-bag-hero.jpg,KEEP
prod-head-tour-team-padel,head-tour-team-padel-bag,bags,head,published,/images/padel/bags/head-tour-team-padel-hero.jpg,https://www.padelmq.com/products/head-tour-padel-l-blauwe-padeltas-2026?_pos=1&_psq=head+Tour+Team+Padel&_psid=d6834d8fc&_ss=e,yes,,yes,/images/padel/bags/head-tour-team-padel-hero.jpg,KEEP
prod-head-elite-backpack,head-elite-padel-backpack,bags,head,published,/images/padel/products/head-elite-padel-backpack-hero.jpg,https://www.tennis-point.co.uk/products/head-tour-team-elite-backpack-limeblue-00637502591000,yes,,yes,/images/padel/products/head-elite-padel-backpack-hero.jpg,KEEP
prod-wilson-super-tour-padel,wilson-super-tour-padel-bag,bags,wilson,published,/images/padel/products/wilson-super-tour-padel-bag-hero.jpg,https://www.padelmq.com/en-nl/products/wilson-bela-super-tour-padel-tas-rood,yes,,yes,/images/padel/products/wilson-super-tour-padel-bag-hero.jpg,KEEP
prod-kuikma-paletero,kuikma-padel-paletero,bags,kuikma,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-nox-pro-series-bag,nox-pro-series-padel-bag,bags,nox,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-nox-at10-xxl-bag,nox-at10-xxl-padel-bag,bags,nox,published,/images/padel/products/nox-at10-xxl-padel-bag-hero.jpg,https://www.padelmq.com/en-eu/products/nox-at10-xxl-padel-bag-black-red-agustin-tapia,yes,,yes,/images/padel/products/nox-at10-xxl-padel-bag-hero.jpg,KEEP
prod-siux-paletero,siux-padel-paletero,bags,siux,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-bullpadel-gb1200,bullpadel-hac-overgrip,grips,bullpadel,published,/images/padel/products/bullpadel-hac-overgrip-hero.jpg,https://www.zonadepadel.uk/bullpadel/1390-overgrips-gb1200-blancos.html,yes,,yes,/images/padel/products/bullpadel-hac-overgrip-hero.jpg,KEEP
prod-nox-pro-overgrip,nox-pro-overgrip,grips,nox,published,/images/padel/products/nox-pro-overgrip-hero.jpg,https://www.padelmq.com/en-nl/products/nox-pro-overgrip-wit-3-pack,yes,,yes,/images/padel/products/nox-pro-overgrip-hero.jpg,KEEP
prod-head-xtreme-soft,head-xtreme-soft-overgrip,grips,head,published,/images/padel/products/head-xtreme-soft-overgrip-hero.jpg,https://www.padelmq.com/en-nl/products/head-xtreme-soft-overgrip-wit,yes,,yes,/images/padel/products/head-xtreme-soft-overgrip-hero.jpg,KEEP
prod-babolat-pro-response,babolat-pro-response-overgrip,grips,babolat,published,/images/padel/products/babolat-pro-response-overgrip-hero.jpg,https://www.babolat.com/gb/pro-response-x3/653048.html,yes,,yes,/images/padel/products/babolat-pro-response-overgrip-hero.jpg,KEEP
prod-kuikma-overgrip,kuikma-padel-overgrip,grips,kuikma,published,/images/padel/products/kuikma-padel-overgrip-hero.jpg,https://www.decathlon.sg/p/padel-overgrip-pro-kuikma-8981669.html,yes,,yes,/images/padel/products/kuikma-padel-overgrip-hero.jpg,KEEP
prod-head-hydrosorb,head-hydrosorb-replacement-grip,grips,head,draft,/images/padel/products/grips.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-babolat-syntec-pro,babolat-syntec-pro-replacement-grip,grips,babolat,published,/images/padel/products/babolat-syntec-pro-replacement-grip-hero.jpg,https://www.babolat.com/us/syntec-pro/670051.html,yes,,yes,/images/padel/products/babolat-syntec-pro-replacement-grip-hero.jpg,KEEP
prod-hesacore-padel,hesacore-padel-grip,grips,hesacore,published,/images/padel/products/hesacore-padel-grip-hero.jpg,https://www.padelmq.com/en-nl/products/hesacore-grip,yes,,yes,/images/padel/products/hesacore-padel-grip-hero.jpg,KEEP
prod-adidas-padel-overgrip,adidas-padel-overgrip,grips,adidas-padel,published,/images/padel/grips/adidas-padel-overgrip-hero.jpg,https://www.padelmq.com/products/adidas-overgrip-oranje?_pos=1&_psq=adidas+Adidas+Padel+Overgrip&_psid=d20f41bf6&_ss=e,yes,,yes,/images/padel/grips/adidas-padel-overgrip-hero.jpg,KEEP
prod-bullpadel-frame-protector,bullpadel-frame-protector-3-pack,accessories,bullpadel,published,/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg,https://www.padelmq.com/en-nl/products/bullpadel-frame-protector-zwart-3-stuks,yes,,yes,/images/padel/products/bullpadel-frame-protector-3-pack-hero.jpg,KEEP
prod-nox-frame-protector,nox-transparent-frame-protector,accessories,nox,published,/images/padel/products/nox-transparent-frame-protector-hero.jpg,https://www.padelmq.com/en-nl/products/nox-protection-tape-transparant-framebeschermer,yes,,yes,/images/padel/products/nox-transparent-frame-protector-hero.jpg,KEEP
prod-bullpadel-pascal-box,bullpadel-pascal-box-3b,accessories,bullpadel,published,/images/padel/products/bullpadel-pascal-box-3b-hero.jpg,https://www.padelmq.com/en-nl/products/pascal-box-3b,yes,,yes,/images/padel/products/bullpadel-pascal-box-3b-hero.jpg,KEEP
prod-head-x3-pressurizer,head-x3-ball-pressurizer,accessories,head,published,/images/padel/products/head-x3-ball-pressurizer-hero.jpg,https://padelproshop.com/en/products/pressurizer-head-x3-pump,yes,,yes,/images/padel/products/head-x3-ball-pressurizer-hero.jpg,KEEP
prod-bullpadel-custom-weight,bullpadel-protector-custom-weight,accessories,bullpadel,published,/images/padel/products/bullpadel-protector-custom-weight-hero.jpg,https://www.padelmq.com/en-nl/products/bullpadel-protector-custom-weight-4-stuks,yes,,yes,/images/padel/products/bullpadel-protector-custom-weight-hero.jpg,KEEP
prod-head-wristband,head-padel-wristband,accessories,head,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-wilson-wristband,wilson-padel-wristband,accessories,wilson,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-nox-wristband,nox-padel-wristband,accessories,nox,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-bullpadel-wristband,bullpadel-padel-wristband,accessories,bullpadel,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-head-smartsorb,head-smartsorb,accessories,head,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-4on-totalgrip,4on-totalgrip,accessories,4on,published,/images/padel/accessories/4on-totalgrip-hero.jpg,https://www.4on.store/products/totalgrip/4on-totalgrip-spray,yes,,yes,/images/padel/accessories/4on-totalgrip-hero.jpg,KEEP
prod-adidas-adidas-protector,adidas-adidas-protector,accessories,adidas-padel,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-adidas-adidas-wristband,adidas-adidas-wristband,accessories,adidas-padel,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-alacran-alacran-basket,alacran-alacran-basket,accessories,alacran,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-alacran-wide-ancha,alacran-wide-ancha,accessories,alacran,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-babolat-babolat-protector,babolat-babolat-protector,accessories,babolat,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-babolat-babolat-wristband,babolat-babolat-wristband,accessories,babolat,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-ball-rescuer-ball-rescuer,ball-rescuer-ball-rescuer,accessories,ball-rescuer,published,/images/padel/accessories/ball-rescuer-ball-rescuer-hero.jpg,https://ballrescuer.com/en-nl,yes,,yes,/images/padel/accessories/ball-rescuer-ball-rescuer-hero.jpg,KEEP
prod-ball-rescuer-premium,ball-rescuer-premium,accessories,ball-rescuer,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-black-crown-vibranium-transparent,black-crown-vibranium-transparent,accessories,black-crown,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-black-crown-black-crown-wristband,black-crown-black-crown-wristband,accessories,black-crown,published,/images/padel/accessories/black-crown-black-crown-wristband-hero.jpg,https://www.padelmq.com/products/black-crown-polsbanden-2-stuks?_pos=1&_psq=black-crown+Black+Crown+Wristband&_psid=1f5bd4f50&_ss=e,yes,,yes,/images/padel/accessories/black-crown-black-crown-wristband-hero.jpg,KEEP
prod-bounce-bounce-padel-x4,bounce-bounce-padel-x4,accessories,bounce-tube,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-bullpadel-bpmu252-bpmu253,bullpadel-bpmu252-bpmu253,accessories,bullpadel,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-bullpadel-pascal-box-switch-3b,bullpadel-pascal-box-switch-3b,accessories,bullpadel,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-bullpadel-custom-weight-grip,bullpadel-custom-weight-grip,accessories,bullpadel,published,/images/padel/accessories/bullpadel-custom-weight-grip-hero.jpg,https://www.padelnuestro.com/int/box-12-pcs-blister-3-pcs-protector-bullpadel-custom-weight-black-111273-p,yes,,yes,/images/padel/accessories/bullpadel-custom-weight-grip-hero.jpg,KEEP
prod-bullpadel-frame-protector-uni,bullpadel-frame-protector-uni,accessories,bullpadel,published,/images/padel/accessories/bullpadel-frame-protector-uni-hero.jpg,https://www.padelmq.com/products/bullpadel-frame-guard-transparant-3-stuks?_pos=1&_psq=bullpadel+Frame+Protector+Uni&_psid=e92e20b70&_ss=e,yes,,yes,/images/padel/accessories/bullpadel-frame-protector-uni-hero.jpg,KEEP
prod-bullpadel-bullpadel-headband,bullpadel-bullpadel-headband,accessories,bullpadel,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-bullpadel-metalshield,bullpadel-metalshield,accessories,bullpadel,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-bullpadel-pascal-box-4b,bullpadel-pascal-box-4b,accessories,bullpadel,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-bullpadel-pascal-box-pro,bullpadel-pascal-box-pro,accessories,bullpadel,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-bullpadel-pascal-box-switch,bullpadel-pascal-box-switch,accessories,bullpadel,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-bullpadel-custom-weight-protector,bullpadel-custom-weight-protector,accessories,bullpadel,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-enebe-enebe-protector-line,enebe-enebe-protector-line,accessories,enebe,published,/images/padel/accessories/enebe-enebe-protector-line-hero.jpg,https://www.padelmq.com/products/enebe-dentado-frame-protector-zwart?_pos=1&_psq=enebe+Enebe+Protector+line&_psid=d76accf8c&_ss=e,yes,,yes,/images/padel/accessories/enebe-enebe-protector-line-hero.jpg,KEEP
prod-head-antishock-skin,head-antishock-skin,accessories,head,published,/images/padel/accessories/head-antishock-skin-hero.jpg,https://www.padelmq.com/products/head-anti-shock-skin-protector-transparant?_pos=1&_psq=head+Antishock+Skin&_psid=36af542d2&_ss=e,yes,,yes,/images/padel/accessories/head-antishock-skin-hero.jpg,KEEP
prod-head-head-ball-cart,head-head-ball-cart,accessories,head,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-head-pick-up-tube,head-pick-up-tube,accessories,head,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-head-court-basket-70,head-court-basket-70,accessories,head,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-head-ball-basket,head-ball-basket,accessories,head,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-head-protector-tape,head-protector-tape,accessories,head,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-head-headband,head-headband,accessories,head,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-head-x100,head-x100,accessories,head,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-head-head-logo-wristband,head-head-logo-wristband,accessories,head,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-head-coaching-kit,head-coaching-kit,accessories,head,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-head-dome-cones,head-dome-cones,accessories,head,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-head-performance-headband,head-performance-headband,accessories,head,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-head-head-targets,head-head-targets,accessories,head,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-head-x3-pump,head-x3-pump,accessories,head,published,/images/padel/accessories/head-x3-pump-hero.jpg,https://padelproshop.com/en/products/pressurizer-head-x3-pump,yes,,yes,/images/padel/accessories/head-x3-pump-hero.jpg,KEEP
prod-head-x4-pump,head-x4-pump,accessories,head,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-nox-nox-pickup-tube,nox-nox-pickup-tube,accessories,nox,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-nox-nox-color-pack,nox-nox-color-pack,accessories,nox,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-nox-texture-protector,nox-texture-protector,accessories,nox,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-nox-transparent-protection-tape,nox-transparent-protection-tape,accessories,nox,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-nox-weight-balancer-2-4g,nox-weight-balancer-2-4g,accessories,nox,published,/images/padel/accessories/nox-weight-balancer-2-4g-hero.jpg,https://www.extreme-tennis.eu/padel-accessories/23570-nox-weight-balancer-padel.html,yes,,yes,/images/padel/accessories/nox-weight-balancer-2-4g-hero.jpg,KEEP
prod-pascal-box-compressor,pascal-box-compressor,accessories,pascal-box,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-pascal-box-compressor-pro,pascal-box-compressor-pro,accessories,pascal-box,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-shockout-gravity,shockout-gravity,accessories,shockout,published,/images/padel/accessories/shockout-gravity-hero.jpg,https://www.shockout.es/tienda/gravity/gravity/,yes,,yes,/images/padel/accessories/shockout-gravity-hero.jpg,KEEP
prod-shockout-shockout-protector,shockout-shockout-protector,accessories,shockout,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-shockout-padel-balls-design,shockout-padel-balls-design,accessories,shockout,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-siux-siux-logo-transparent,siux-siux-logo-transparent,accessories,siux,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-softee-softee-basket,softee-softee-basket,accessories,softee,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-softee-cube-pro,softee-cube-pro,accessories,softee,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-softee-max-tube,softee-max-tube,accessories,softee,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-softee-press-pro-x3,softee-press-pro-x3,accessories,softee,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-softee-softee-protector,softee-softee-protector,accessories,softee,published,/images/padel/accessories/softee-softee-protector-hero.jpg,https://www.padelmq.com/products/softee-protector-dentado-zwart?_pos=1&_psq=softee+Softee+Protector&_psid=ce19b3f63&_ss=e,yes,,yes,/images/padel/accessories/softee-softee-protector-hero.jpg,KEEP
prod-starvie-transparent-protector-2026,starvie-transparent-protector-2026,accessories,starvie,published,/images/padel/accessories/starvie-transparent-protector-2026-hero.jpg,https://www.padelshack.com/product/starvie-transparent-protector-2026/,yes,,yes,/images/padel/accessories/starvie-transparent-protector-2026-hero.jpg,KEEP
prod-tuboplus-tuboplus-29psi-x3,tuboplus-tuboplus-29psi-x3,accessories,tuboplus,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-tuboplus-29psi-x3e,tuboplus-29psi-x3e,accessories,tuboplus,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-tuboplus-29psi-x4e,tuboplus-29psi-x4e,accessories,tuboplus,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-tuboplus-boost,tuboplus-boost,accessories,tuboplus,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-tuboplus-r3play,tuboplus-r3play,accessories,tuboplus,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-tuboplus-r3set,tuboplus-r3set,accessories,tuboplus,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-tuboplus-repl4y,tuboplus-repl4y,accessories,tuboplus,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-tuboplus-tuboplus-x4,tuboplus-tuboplus-x4,accessories,tuboplus,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-tuboplus-tubox3,tuboplus-tubox3,accessories,tuboplus,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-vibora-vibor-a-transparent,vibora-vibor-a-transparent,accessories,vibora,published,/images/padel/accessories/vibora-vibor-a-transparent-hero.jpg,https://www.padelmq.com/products/vibora-diva-swarovski-tas-bruin?_pos=1&_psq=vibora+Vibor-A+Transparent&_psid=c5b49c839&_ss=e,yes,,yes,/images/padel/accessories/vibora-vibor-a-transparent-hero.jpg,KEEP
prod-wilson-wilson-weight-tape,wilson-wilson-weight-tape,accessories,wilson,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-wilson-wilson-protector,wilson-wilson-protector,accessories,wilson,draft,/images/catalog/fallbacks/accessory.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-adidas-control-2026,adidas-control-2026,bags,adidas-padel,published,/images/padel/bags/adidas-control-2026-hero.jpg,https://padelproshop.com/en-de/products/padel-bag-adidas-control-white-2026,yes,,yes,/images/padel/bags/adidas-control-2026-hero.jpg,KEEP
prod-adidas-metalbone-bag,adidas-metalbone-bag,bags,adidas-padel,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-adidas-multigame-backpack-2026,adidas-multigame-backpack-2026,bags,adidas-padel,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-adidas-multigame-2026,adidas-multigame-2026,bags,adidas-padel,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-adidas-protour-backpack-2026,adidas-protour-backpack-2026,bags,adidas-padel,published,/images/padel/bags/adidas-protour-backpack-2026-hero.jpg,https://www.padelnuestro.com/uk/bag-adidas-protour-2026-ab1ma6u26,yes,,yes,/images/padel/bags/adidas-protour-backpack-2026-hero.jpg,KEEP
prod-adidas-tour,adidas-tour,bags,adidas-padel,published,/images/padel/bags/adidas-tour-hero.jpg,https://www.padelmq.com/products/adidas-padeltas-tour-3-5-silver-2026?_pos=1&_psq=adidas+Tour&_psid=674e7ab7e&_ss=e,yes,,yes,/images/padel/bags/adidas-tour-hero.jpg,KEEP
prod-adidas-weekend,adidas-weekend,bags,adidas-padel,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-babolat-backpack-kids,babolat-backpack-kids,bags,babolat,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-babolat-court-backpack-lite,babolat-court-backpack-lite,bags,babolat,draft,/images/padel/products/bag.svg,,no,not_authentic_photograph,no,,STAY_DRAFT
prod-babolat-rh-perf,babolat-rh-perf,bags,babolat,published,/images/padel/bags/babolat-rh-perf-hero.jpg,https://www.babolat.com/us/rh-perf/759021.html,yes,,yes,/images/padel/bags/babolat-rh-perf-hero.jpg,KEEP
