"slug","category","unique_meaningful_media","gallery_beyond_hero","spec_present","spec_missing","has_verdict","strengths","weaknesses","nl_offers","from_price"
"softee-softee-protector","cat-padel-accessories","1","0","type|generation|transparentOrColored|materials|weightGrams|compatibility","","yes","2","2","0",""
"starvie-transparent-protector-2026","cat-padel-accessories","1","0","type|transparentOrColored|materials|weightGrams|compatibility|generation","","yes","2","2","0",""
"vibora-vibor-a-transparent","cat-padel-accessories","1","0","type|generation|transparentOrColored|materials|weightGrams|compatibility","","yes","2","2","0",""
"adidas-control-2026","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"adidas-protour-backpack-2026","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"adidas-tour","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"babolat-rh-perf","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"black-crown-spartan","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","1",""
"black-crown-thunder","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"black-crown-ultimate-pro-2-0","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"bullpadel-casual-bpp26016","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"bullpadel-elite-bpp26019","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"bullpadel-icon-bpp26023","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"bullpadel-ionic-bpp26005","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"bullpadel-neuron-bpm26020","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"bullpadel-pearl-bpm27017","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"bullpadel-tour-bpp26015","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"bullpadel-wonder-bpp26024","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"bullpadel-xplo-bpp26022","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"bullpadel-bpm26002-hack","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","1",""
"bullpadel-bpm26007-bpm26008-vertex","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","1",""
"bullpadel-bpp26001-vertex","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"bullpadel-bpp26022-xplo","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","1",""
"drop-shot-blitz","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"head-coello-pro-x-backpack","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"head-coello-pro-x-duffle-l","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"head-coello-tour-backpack","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"head-coello-tour-bag","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"head-tour-backpack-25l","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"head-pro-x-bag-l","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"kuikma-pl-900-elite","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"lok-aventure-gen-2","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"lok-maxx-gen-2-paletero","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"nox-at10-competition-trolley","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"nox-at10-team","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"nox-luxury-master-backpack","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"nox-luxury-master-series","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","1",""
"nox-luxury-open-backpack","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"nox-luxury-open-series","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","1",""
"nox-pro-series-backpack","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"oxdog-hyper-tour-thermo-backpack","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"royal-padel-force","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","1",""
"siux-nomad","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","1",""
"siux-electra-stupa-2026","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"siux-tour","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","1",""
"siux-trail","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","1",""
"starvie-hard-eva","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"starvie-hard-eva-backpack","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"starvie-pro-master","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","1",""
"starvie-tactic-pro","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"tecnifibre-tour-endurance-bag","cat-padel-bags","1","0","form|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"varlion-summum-pro","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"wilson-bela-super-tour-backpack","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","1",""
"wilson-super-tour-2026","cat-padel-bags","1","0","form|generation|carryStyle|racketCapacity|capacity|volume|dimensions|thermalProtection|thermalRacketCompartment|shoeCompartment|wetCompartment|accessoryPockets|laptopCompartment|bottleStorage|carrySystem|backpackStraps|materials|waterResistance|weight|collection|racketCompartments","","yes","3","2","0",""
"babolat-court","cat-padel-balls","1","0","ballType|use|speed|pressurization|packSize|ballsPerCan|freshnessStatus|generation|feltMaterial|coreMaterial|diameter|weight|bounceSpec|officialApproval|durability|cansPerBox|intendedConditions|manufacturerPositioning","","yes","3","2","0",""
"black-crown-one","cat-padel-balls","1","0","ballType|use|speed|pressurization|packSize|ballsPerCan|freshnessStatus|generation|feltMaterial|coreMaterial|diameter|weight|bounceSpec|officialApproval|durability|cansPerBox|intendedConditions|manufacturerPositioning","","yes","3","2","1",""
"black-crown-pro","cat-padel-balls","1","0","ballType|use|speed|pressurization|packSize|ballsPerCan|freshnessStatus|generation|feltMaterial|coreMaterial|diameter|weight|bounceSpec|officialApproval|durability|cansPerBox|intendedConditions|manufacturerPositioning","","yes","3","2","1",""
"bullpadel-fip-next-pro","cat-padel-balls","1","0","ballType|use|speed|pressurization|packSize|ballsPerCan|freshnessStatus|generation|feltMaterial|coreMaterial|diameter|weight|bounceSpec|officialApproval|durability|cansPerBox|intendedConditions|manufacturerPositioning","","yes","3","2","0",""
"bullpadel-next","cat-padel-balls","1","0","ballType|use|speed|pressurization|packSize|ballsPerCan|freshnessStatus|generation|feltMaterial|coreMaterial|diameter|weight|bounceSpec|officialApproval|durability|cansPerBox|intendedConditions|manufacturerPositioning","","yes","3","2","0",""
"drop-shot-speed-tech","cat-padel-balls","1","0","ballType|use|speed|pressurization|packSize|ballsPerCan|freshnessStatus|feltMaterial|coreMaterial|diameter|weight|bounceSpec|officialApproval|durability|cansPerBox|intendedConditions|manufacturerPositioning|generation","","yes","3","2","0",""
"drop-shot-tournament-tech","cat-padel-balls","1","0","ballType|use|speed|pressurization|packSize|ballsPerCan|freshnessStatus|generation|feltMaterial|coreMaterial|diameter|weight|bounceSpec|officialApproval|durability|cansPerBox|intendedConditions|manufacturerPositioning","","yes","3","2","0",""
"drop-shot-training-tech","cat-padel-balls","1","0","ballType|use|speed|pressurization|packSize|ballsPerCan|freshnessStatus|feltMaterial|coreMaterial|diameter|weight|bounceSpec|officialApproval|durability|cansPerBox|intendedConditions|manufacturerPositioning|generation","","yes","3","2","0",""
"dunlop-eco","cat-padel-balls","1","0","ballType|use|speed|pressurization|packSize|ballsPerCan|freshnessStatus|generation|feltMaterial|coreMaterial|diameter|weight|bounceSpec|officialApproval|durability|cansPerBox|intendedConditions|manufacturerPositioning","","yes","3","2","0",""
"dunlop-pro","cat-padel-balls","1","0","ballType|use|speed|pressurization|packSize|ballsPerCan|freshnessStatus|generation|feltMaterial|coreMaterial|diameter|weight|bounceSpec|officialApproval|durability|cansPerBox|intendedConditions|manufacturerPositioning","","yes","3","2","1",""
"fila-premium-pro","cat-padel-balls","1","0","ballType|use|speed|pressurization|packSize|ballsPerCan|freshnessStatus|feltMaterial|coreMaterial|diameter|weight|bounceSpec|officialApproval|durability|cansPerBox|intendedConditions|manufacturerPositioning|generation","","yes","3","2","0",""
"nox-nerbo","cat-padel-balls","1","0","ballType|use|speed|pressurization|packSize|ballsPerCan|freshnessStatus|generation|feltMaterial|coreMaterial|diameter|weight|bounceSpec|officialApproval|durability|cansPerBox|intendedConditions|manufacturerPositioning","","yes","3","2","0",""
"nox-nerbo-speed","cat-padel-balls","1","0","ballType|use|speed|pressurization|packSize|ballsPerCan|freshnessStatus|generation|feltMaterial|coreMaterial|diameter|weight|bounceSpec|officialApproval|durability|cansPerBox|intendedConditions|manufacturerPositioning","","yes","3","2","0",""
"nox-pro-titanium","cat-padel-balls","1","0","ballType|use|speed|pressurization|packSize|ballsPerCan|freshnessStatus|generation|feltMaterial|coreMaterial|diameter|weight|bounceSpec|officialApproval|durability|cansPerBox|intendedConditions|manufacturerPositioning","","yes","3","2","0",""
"osaka-pro-tour","cat-padel-balls","1","0","ballType|use|speed|pressurization|packSize|ballsPerCan|freshnessStatus|generation|feltMaterial|coreMaterial|diameter|weight|bounceSpec|officialApproval|durability|cansPerBox|intendedConditions|manufacturerPositioning","","yes","3","2","0",""
"osaka-vision","cat-padel-balls","1","0","ballType|use|speed|pressurization|packSize|ballsPerCan|freshnessStatus|generation|feltMaterial|coreMaterial|diameter|weight|bounceSpec|officialApproval|durability|cansPerBox|intendedConditions|manufacturerPositioning","","yes","3","2","0",""
"oxdog-boost","cat-padel-balls","1","0","ballType|use|speed|pressurization|packSize|ballsPerCan|freshnessStatus|generation|feltMaterial|coreMaterial|diameter|weight|bounceSpec|officialApproval|durability|cansPerBox|intendedConditions|manufacturerPositioning","","yes","3","2","1",""
"rs-champions-choice","cat-padel-balls","1","0","ballType|use|speed|pressurization|packSize|ballsPerCan|freshnessStatus|generation|feltMaterial|coreMaterial|diameter|weight|bounceSpec|officialApproval|durability|cansPerBox|intendedConditions|manufacturerPositioning","","yes","3","2","0",""
"rs-nova-x","cat-padel-balls","1","0","ballType|use|speed|pressurization|packSize|ballsPerCan|freshnessStatus|generation|feltMaterial|coreMaterial|diameter|weight|bounceSpec|officialApproval|durability|cansPerBox|intendedConditions|manufacturerPositioning","","yes","3","2","0",""
"siux-neo","cat-padel-balls","1","0","ballType|use|speed|pressurization|packSize|ballsPerCan|freshnessStatus|generation|feltMaterial|coreMaterial|diameter|weight|bounceSpec|officialApproval|durability|cansPerBox|intendedConditions|manufacturerPositioning","","yes","3","2","0",""
"siux-neo-speed-neo-s","cat-padel-balls","1","0","ballType|use|speed|pressurization|packSize|ballsPerCan|freshnessStatus|generation|feltMaterial|coreMaterial|diameter|weight|bounceSpec|officialApproval|durability|cansPerBox|intendedConditions|manufacturerPositioning","","yes","3","2","0",""
"tecnifibre-padel-tour","cat-padel-balls","1","0","ballType|use|speed|pressurization|packSize|ballsPerCan|freshnessStatus|generation|feltMaterial|coreMaterial|diameter|weight|bounceSpec|officialApproval|durability|cansPerBox|intendedConditions|manufacturerPositioning","","yes","3","2","0",""
"tretorn-serie-padel-control","cat-padel-balls","1","0","ballType|use|speed|pressurization|packSize|ballsPerCan|freshnessStatus|generation|feltMaterial|coreMaterial|diameter|weight|bounceSpec|officialApproval|durability|cansPerBox|intendedConditions|manufacturerPositioning","","yes","3","2","0",""
"tretorn-serie-padel-tour","cat-padel-balls","1","0","ballType|use|speed|pressurization|packSize|ballsPerCan|freshnessStatus|generation|feltMaterial|coreMaterial|diameter|weight|bounceSpec|officialApproval|durability|cansPerBox|intendedConditions|manufacturerPositioning","","yes","3","2","0",""
"varlion-summum-pro-s","cat-padel-balls","1","0","ballType|use|speed|pressurization|packSize|ballsPerCan|freshnessStatus|feltMaterial|coreMaterial|diameter|weight|bounceSpec|officialApproval|durability|cansPerBox|intendedConditions|manufacturerPositioning|generation","","yes","3","2","0",""
"varlion-summum-pro-w","cat-padel-balls","1","0","ballType|use|speed|pressurization|packSize|ballsPerCan|freshnessStatus|feltMaterial|coreMaterial|diameter|weight|bounceSpec|officialApproval|durability|cansPerBox|intendedConditions|manufacturerPositioning|generation","","yes","3","2","0",""
"volt-premium","cat-padel-balls","1","0","ballType|use|speed|pressurization|packSize|ballsPerCan|freshnessStatus|generation|feltMaterial|coreMaterial|diameter|weight|bounceSpec|officialApproval|durability|cansPerBox|intendedConditions|manufacturerPositioning","","yes","3","2","0",""
"wilson-premier-padel","cat-padel-balls","1","0","ballType|use|speed|pressurization|packSize|ballsPerCan|freshnessStatus|generation|feltMaterial|coreMaterial|diameter|weight|bounceSpec|officialApproval|durability|cansPerBox|intendedConditions|manufacturerPositioning","","yes","3","2","0",""
"wilson-rush-100","cat-padel-balls","1","0","ballType|use|speed|pressurization|packSize|ballsPerCan|freshnessStatus|generation|feltMaterial|coreMaterial|diameter|weight|bounceSpec|officialApproval|durability|cansPerBox|intendedConditions|manufacturerPositioning","","yes","3","2","0",""
"babolat-vs-original","cat-padel-grips","1","0","gripType|generation|thickness|tack|absorption|perforated|material|length|width|weight|texture|feel|packQuantity|colors|installationMethod|compatibility|handleThicknessEffect|claimedBenefits","","yes","3","2","0",""
"black-crown-black-crown-perforated","cat-padel-grips","1","0","gripType|generation|perforated|thickness|tack|absorption|material|length|width|weight|texture|feel|packQuantity|colors|installationMethod|compatibility|handleThicknessEffect|claimedBenefits","","yes","3","2","0",""
"bullpadel-comfort-overgrip","cat-padel-grips","1","0","gripType|thickness|tack|absorption|perforated|material|length|width|weight|texture|feel|packQuantity|colors|installationMethod|compatibility|handleThicknessEffect|claimedBenefits","","yes","3","2","0",""
"drop-shot-club","cat-padel-grips","1","0","gripType|generation|thickness|tack|absorption|perforated|material|length|width|weight|texture|feel|packQuantity|colors|installationMethod|compatibility|handleThicknessEffect|claimedBenefits","","yes","3","2","0",""
"drop-shot-super-tacky","cat-padel-grips","1","0","gripType|generation|tack|thickness|absorption|perforated|material|length|width|weight|texture|feel|packQuantity|colors|installationMethod|compatibility|handleThicknessEffect|claimedBenefits","","yes","3","2","0",""
"head-xtreme-soft-xtremesoft","cat-padel-grips","1","0","gripType|generation|thickness|tack|absorption|perforated|material|length|width|weight|texture|feel|packQuantity|colors|installationMethod|compatibility|handleThicknessEffect|claimedBenefits","","yes","3","2","1",""
"hesacore-pro-carbon","cat-padel-grips","1","0","gripType|thickness|tack|absorption|perforated|material|length|width|weight|texture|feel|packQuantity|colors|installationMethod|compatibility|handleThicknessEffect|claimedBenefits","","yes","3","2","0",""
"hesacore-tour-original","cat-padel-grips","1","0","gripType|generation|thickness|tack|absorption|perforated|material|length|width|weight|texture|feel|packQuantity|colors|installationMethod|compatibility|handleThicknessEffect|claimedBenefits","","yes","3","2","1",""
"siux-elite-overgrip","cat-padel-grips","1","0","gripType|thickness|tack|absorption|perforated|material|length|width|weight|texture|feel|packQuantity|colors|installationMethod|compatibility|handleThicknessEffect|claimedBenefits","","yes","3","2","0",""
"starvie-premier-soft","cat-padel-grips","1","0","gripType|thickness|tack|absorption|perforated|material|length|width|weight|texture|feel|packQuantity|colors|installationMethod|compatibility|handleThicknessEffect|claimedBenefits","","yes","3","2","0",""
"tecnifibre-players-pro-feel","cat-padel-grips","1","0","gripType|generation|thickness|tack|absorption|perforated|material|length|width|weight|texture|feel|packQuantity|colors|installationMethod|compatibility|handleThicknessEffect|claimedBenefits","","yes","3","2","0",""
"wilson-wilson-replacement-grip","cat-padel-grips","1","0","gripType|generation|thickness|tack|absorption|perforated|material|length|width|weight|texture|feel|packQuantity|colors|installationMethod|compatibility|handleThicknessEffect|claimedBenefits","","yes","3","2","0",""
"wilson-profile-padel","cat-padel-grips","1","0","gripType|generation|thickness|tack|absorption|perforated|material|length|width|weight|texture|feel|packQuantity|colors|installationMethod|compatibility|handleThicknessEffect|claimedBenefits","","yes","3","2","0",""
"yonex-super-grap","cat-padel-grips","1","0","gripType|generation|thickness|tack|absorption|perforated|material|length|width|weight|texture|feel|packQuantity|colors|installationMethod|compatibility|handleThicknessEffect|claimedBenefits","","yes","3","2","0",""
"adidas-accessory-pouch-2026","cat-padel-accessories","1","0","type|generation|compatibility|weightGrams|materials","","yes","2","2","0",""
"adidas-shoe-bag-ale-gal-n","cat-padel-accessories","1","0","type|generation|compatibility|weightGrams|materials","","yes","2","2","0",""
