productId,slug,name,categoryId,brandId,reviewCount,bestGuideCount,buyingGuideCount,comparisonCount,alternativeCount,gearSetupCount,compatibleAccessoryCount,relationshipKinds,relationshipCount,coverageBand
prod-black-crown-black-crown-wristband,black-crown-black-crown-wristband,Black Crown Wristband,cat-padel-accessories,brand-black-crown,0,0,0,0,0,0,0,,0,zero
prod-bounce-bounce-padel-x4,bounce-bounce-padel-x4,Bounce Padel X4,cat-padel-accessories,brand-bounce-tube,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-bpmu252-bpmu253,bullpadel-bpmu252-bpmu253,BPMU252 / BPMU253,cat-padel-accessories,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-pascal-box-switch-3b,bullpadel-pascal-box-switch-3b,Pascal Box Switch 3B,cat-padel-accessories,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-custom-weight-grip,bullpadel-custom-weight-grip,Custom Weight Grip,cat-padel-accessories,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-frame-protector-uni,bullpadel-frame-protector-uni,Frame Protector Uni,cat-padel-accessories,brand-bullpadel,0,1,0,0,0,0,0,best-guide,1,thin
prod-bullpadel-bullpadel-headband,bullpadel-bullpadel-headband,Bullpadel Headband,cat-padel-accessories,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-metalshield,bullpadel-metalshield,Metalshield,cat-padel-accessories,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-pascal-box-4b,bullpadel-pascal-box-4b,Pascal Box 4B,cat-padel-accessories,brand-bullpadel,0,1,0,0,0,0,0,best-guide,1,thin
prod-bullpadel-pascal-box-pro,bullpadel-pascal-box-pro,Pascal Box PRO,cat-padel-accessories,brand-bullpadel,0,1,0,0,0,0,0,best-guide,1,thin
prod-bullpadel-pascal-box-switch,bullpadel-pascal-box-switch,Pascal Box SWITCH,cat-padel-accessories,brand-bullpadel,0,1,0,0,0,0,0,best-guide,1,thin
prod-bullpadel-custom-weight-protector,bullpadel-custom-weight-protector,Custom Weight Protector,cat-padel-accessories,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-enebe-enebe-protector-line,enebe-enebe-protector-line,Enebe Protector line,cat-padel-accessories,brand-enebe,0,0,0,0,0,0,0,,0,zero
prod-head-antishock-skin,head-antishock-skin,Antishock Skin,cat-padel-accessories,brand-head-padel,0,0,0,0,0,0,0,,0,zero
prod-head-head-ball-cart,head-head-ball-cart,HEAD Ball Cart,cat-padel-accessories,brand-head-padel,0,0,0,0,0,0,0,,0,zero
prod-head-pick-up-tube,head-pick-up-tube,Pick Up Tube,cat-padel-accessories,brand-head-padel,0,0,0,0,0,0,0,,0,zero
prod-head-court-basket-70,head-court-basket-70,Court Basket 70,cat-padel-accessories,brand-head-padel,0,0,0,0,0,0,0,,0,zero
prod-head-ball-basket,head-ball-basket,Ball Basket,cat-padel-accessories,brand-head-padel,0,0,0,0,0,0,0,,0,zero
prod-head-protector-tape,head-protector-tape,Protector Tape,cat-padel-accessories,brand-head-padel,0,0,0,0,0,0,0,,0,zero
prod-head-headband,head-headband,Headband,cat-padel-accessories,brand-head-padel,0,0,0,0,0,0,0,,0,zero
prod-head-x100,head-x100,X100,cat-padel-accessories,brand-head-padel,0,0,0,0,0,0,0,,0,zero
prod-head-head-logo-wristband,head-head-logo-wristband,HEAD Logo Wristband,cat-padel-accessories,brand-head-padel,0,0,0,0,0,0,0,,0,zero
prod-head-coaching-kit,head-coaching-kit,Coaching Kit,cat-padel-accessories,brand-head-padel,0,0,0,0,0,0,0,,0,zero
prod-head-dome-cones,head-dome-cones,Dome Cones,cat-padel-accessories,brand-head-padel,0,0,0,0,0,0,0,,0,zero
prod-head-performance-headband,head-performance-headband,Performance HEADband,cat-padel-accessories,brand-head-padel,0,0,0,0,0,0,0,,0,zero
prod-head-head-targets,head-head-targets,HEAD Targets,cat-padel-accessories,brand-head-padel,0,0,0,0,0,0,0,,0,zero
prod-head-x3-pump,head-x3-pump,X3 Pump,cat-padel-accessories,brand-head-padel,0,0,0,0,0,0,0,,0,zero
prod-head-x4-pump,head-x4-pump,X4 Pump,cat-padel-accessories,brand-head-padel,0,0,0,0,0,0,0,,0,zero
prod-nox-nox-pickup-tube,nox-nox-pickup-tube,Nox Pickup Tube,cat-padel-accessories,brand-nox,0,0,0,0,0,0,0,,0,zero
prod-nox-nox-color-pack,nox-nox-color-pack,Nox Color Pack,cat-padel-accessories,brand-nox,0,0,0,0,0,0,0,,0,zero
prod-nox-texture-protector,nox-texture-protector,Texture Protector,cat-padel-accessories,brand-nox,0,0,0,0,0,0,0,,0,zero
prod-nox-transparent-protection-tape,nox-transparent-protection-tape,Transparent / Protection Tape,cat-padel-accessories,brand-nox,0,0,0,0,0,0,0,,0,zero
prod-nox-weight-balancer-2-4g,nox-weight-balancer-2-4g,Weight Balancer 2-4g,cat-padel-accessories,brand-nox,0,0,0,0,0,0,0,,0,zero
prod-pascal-box-compressor,pascal-box-compressor,Compressor,cat-padel-accessories,brand-pascal-box,0,0,0,0,0,0,0,,0,zero
prod-pascal-box-compressor-pro,pascal-box-compressor-pro,Compressor Pro,cat-padel-accessories,brand-pascal-box,0,0,0,0,0,0,0,,0,zero
prod-shockout-gravity,shockout-gravity,Gravity+,cat-padel-accessories,brand-shockout,0,0,0,0,0,0,0,,0,zero
prod-shockout-shockout-protector,shockout-shockout-protector,ShockOut Protector,cat-padel-accessories,brand-shockout,0,0,0,0,0,0,0,,0,zero
prod-shockout-padel-balls-design,shockout-padel-balls-design,Padel Balls design,cat-padel-accessories,brand-shockout,0,0,0,0,0,0,0,,0,zero
prod-siux-siux-logo-transparent,siux-siux-logo-transparent,Siux Logo Transparent,cat-padel-accessories,brand-siux,0,0,0,0,0,0,0,,0,zero
prod-softee-softee-basket,softee-softee-basket,Softee Basket,cat-padel-accessories,brand-softee,0,0,0,0,0,0,0,,0,zero
prod-softee-cube-pro,softee-cube-pro,Cube Pro,cat-padel-accessories,brand-softee,0,0,0,0,0,0,0,,0,zero
prod-softee-max-tube,softee-max-tube,Max Tube,cat-padel-accessories,brand-softee,0,0,0,0,0,0,0,,0,zero
prod-softee-press-pro-x3,softee-press-pro-x3,Press Pro X3,cat-padel-accessories,brand-softee,0,0,0,0,0,0,0,,0,zero
prod-softee-softee-protector,softee-softee-protector,Softee Protector,cat-padel-accessories,brand-softee,0,0,0,0,0,0,0,,0,zero
prod-starvie-transparent-protector-2026,starvie-transparent-protector-2026,Transparent Protector 2026,cat-padel-accessories,brand-starvie,0,0,0,0,0,0,0,,0,zero
prod-tuboplus-tuboplus-29psi-x3,tuboplus-tuboplus-29psi-x3,TuboPlus 29PSI X3,cat-padel-accessories,brand-tuboplus,0,0,0,0,0,0,0,,0,zero
prod-tuboplus-29psi-x3e,tuboplus-29psi-x3e,29PSI X3e,cat-padel-accessories,brand-tuboplus,0,0,0,0,0,0,0,,0,zero
prod-tuboplus-29psi-x4e,tuboplus-29psi-x4e,29PSI X4e,cat-padel-accessories,brand-tuboplus,0,0,0,0,0,0,0,,0,zero
prod-tuboplus-boost,tuboplus-boost,BOOST,cat-padel-accessories,brand-tuboplus,0,0,0,0,0,0,0,,0,zero
prod-tuboplus-r3play,tuboplus-r3play,R3PLAY,cat-padel-accessories,brand-tuboplus,0,0,0,0,0,0,0,,0,zero
prod-tuboplus-r3set,tuboplus-r3set,R3SET,cat-padel-accessories,brand-tuboplus,0,0,0,0,0,0,0,,0,zero
prod-tuboplus-repl4y,tuboplus-repl4y,REPL4Y,cat-padel-accessories,brand-tuboplus,0,0,0,0,0,0,0,,0,zero
prod-tuboplus-tuboplus-x4,tuboplus-tuboplus-x4,TuboPlus X4,cat-padel-accessories,brand-tuboplus,0,0,0,0,0,0,0,,0,zero
prod-tuboplus-tubox3,tuboplus-tubox3,TuboX3,cat-padel-accessories,brand-tuboplus,0,0,0,0,0,0,0,,0,zero
prod-vibora-vibor-a-transparent,vibora-vibor-a-transparent,Vibor-A Transparent,cat-padel-accessories,brand-vibora,0,0,0,0,0,0,0,,0,zero
prod-wilson-wilson-weight-tape,wilson-wilson-weight-tape,Wilson Weight Tape,cat-padel-accessories,brand-wilson-padel,0,0,0,0,0,0,0,,0,zero
prod-wilson-wilson-protector,wilson-wilson-protector,Wilson Protector,cat-padel-accessories,brand-wilson-padel,0,0,0,0,0,0,0,,0,zero
prod-adidas-control-2026,adidas-control-2026,Control 2026,cat-padel-bags,brand-adidas-padel,0,0,0,0,0,0,0,,0,zero
prod-adidas-metalbone-bag,adidas-metalbone-bag,Metalbone Bag,cat-padel-bags,brand-adidas-padel,0,0,0,0,0,0,0,,0,zero
prod-adidas-multigame-backpack-2026,adidas-multigame-backpack-2026,Multigame Backpack 2026,cat-padel-bags,brand-adidas-padel,0,0,0,0,0,0,0,,0,zero
prod-adidas-multigame-2026,adidas-multigame-2026,Multigame 2026,cat-padel-bags,brand-adidas-padel,0,0,0,0,0,0,0,,0,zero
prod-adidas-protour-backpack-2026,adidas-protour-backpack-2026,ProTour Backpack 2026,cat-padel-bags,brand-adidas-padel,0,0,0,0,0,0,0,,0,zero
prod-adidas-tour,adidas-tour,Tour,cat-padel-bags,brand-adidas-padel,0,0,0,0,0,0,0,,0,zero
prod-adidas-weekend,adidas-weekend,Weekend,cat-padel-bags,brand-adidas-padel,0,0,0,0,0,0,0,,0,zero
prod-babolat-backpack-kids,babolat-backpack-kids,Backpack Kids,cat-padel-bags,brand-babolat-padel,0,0,0,0,0,0,0,,0,zero
prod-babolat-court-backpack-lite,babolat-court-backpack-lite,Court Backpack Lite,cat-padel-bags,brand-babolat-padel,0,0,0,0,0,0,0,,0,zero
prod-babolat-rh-perf,babolat-rh-perf,RH Perf,cat-padel-bags,brand-babolat-padel,0,0,0,0,0,0,0,,0,zero
prod-black-crown-spartan,black-crown-spartan,Spartan,cat-padel-bags,brand-black-crown,0,1,0,0,0,0,0,best-guide,1,thin
prod-black-crown-thunder,black-crown-thunder,Thunder,cat-padel-bags,brand-black-crown,0,0,0,0,0,0,0,,0,zero
prod-black-crown-ultimate-pro-2-0,black-crown-ultimate-pro-2-0,Ultimate Pro 2.0,cat-padel-bags,brand-black-crown,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-advance-bpp26014,bullpadel-advance-bpp26014,Advance BPP26014,cat-padel-bags,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-casual-bpp26016,bullpadel-casual-bpp26016,Casual BPP26016,cat-padel-bags,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-elite-bpp26019,bullpadel-elite-bpp26019,Elite BPP26019,cat-padel-bags,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-hack-bpm26002,bullpadel-hack-bpm26002,Hack BPM26002,cat-padel-bags,brand-bullpadel,0,1,0,0,0,0,0,best-guide,1,thin
prod-bullpadel-icon-bpp26023,bullpadel-icon-bpp26023,Icon BPP26023,cat-padel-bags,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-ionic-bpp26005,bullpadel-ionic-bpp26005,Ionic BPP26005,cat-padel-bags,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-neuron-bpm26020,bullpadel-neuron-bpm26020,Neuron BPM26020,cat-padel-bags,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-neuron-bpp26020,bullpadel-neuron-bpp26020,Neuron BPP26020,cat-padel-bags,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-pearl-bpm27017,bullpadel-pearl-bpm27017,Pearl BPM27017,cat-padel-bags,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-pearl-bpp26021,bullpadel-pearl-bpp26021,Pearl BPP26021,cat-padel-bags,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-tour-bpp26015,bullpadel-tour-bpp26015,Tour BPP26015,cat-padel-bags,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-trolley-bpp26011,bullpadel-trolley-bpp26011,Trolley BPP26011,cat-padel-bags,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-vertex-bpp26001,bullpadel-vertex-bpp26001,Vertex BPP26001,cat-padel-bags,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-vertex-geo-premier-bpm26008,bullpadel-vertex-geo-premier-bpm26008,Vertex Geo Premier BPM26008,cat-padel-bags,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-wonder-bpp26024,bullpadel-wonder-bpp26024,Wonder BPP26024,cat-padel-bags,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-xplo-bpp26022,bullpadel-xplo-bpp26022,Xplo BPP26022,cat-padel-bags,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-flow-bpp26006,bullpadel-flow-bpp26006,Flow BPP26006,cat-padel-bags,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-bpm26002-hack,bullpadel-bpm26002-hack,BPM26002 Hack,cat-padel-bags,brand-bullpadel,0,2,0,0,0,0,0,best-guide,1,thin
prod-bullpadel-hack-bpp26012,bullpadel-hack-bpp26012,Hack BPP26012,cat-padel-bags,brand-bullpadel,0,1,0,0,0,0,0,best-guide,1,thin
prod-bullpadel-bpp26005-ionic,bullpadel-bpp26005-ionic,BPP26005 Ionic,cat-padel-bags,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-bpm26007-bpm26008-vertex,bullpadel-bpm26007-bpm26008-vertex,BPM26007 / BPM26008 Vertex,cat-padel-bags,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-bpp26001-vertex,bullpadel-bpp26001-vertex,BPP26001 Vertex,cat-padel-bags,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-bpm26022-xplo,bullpadel-bpm26022-xplo,BPM26022 XPLO,cat-padel-bags,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-bpp26022-xplo,bullpadel-bpp26022-xplo,BPP26022 XPLO,cat-padel-bags,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-drop-shot-axion-backpack,drop-shot-axion-backpack,Axion Backpack,cat-padel-bags,brand-drop-shot,0,0,0,0,0,0,0,,0,zero
prod-drop-shot-axion,drop-shot-axion,Axion,cat-padel-bags,brand-drop-shot,0,0,0,0,0,0,0,,0,zero
prod-drop-shot-blitz,drop-shot-blitz,Blitz,cat-padel-bags,brand-drop-shot,0,0,0,0,0,0,0,,0,zero
prod-drop-shot-fenix,drop-shot-fenix,Fenix,cat-padel-bags,brand-drop-shot,0,0,0,0,0,0,0,,0,zero
prod-drop-shot-lcp,drop-shot-lcp,LCP,cat-padel-bags,brand-drop-shot,0,0,0,0,0,0,0,,0,zero
prod-head-coello-pro-x-backpack,head-coello-pro-x-backpack,Coello Pro X Backpack,cat-padel-bags,brand-head-padel,0,0,0,0,0,0,0,,0,zero
prod-head-coello-pro-x-duffle-l,head-coello-pro-x-duffle-l,Coello Pro X Duffle L,cat-padel-bags,brand-head-padel,0,0,0,0,0,0,0,,0,zero
prod-head-coello-tour-backpack,head-coello-tour-backpack,Coello Tour Backpack,cat-padel-bags,brand-head-padel,0,0,0,0,0,0,0,,0,zero
prod-head-coello-tour-bag,head-coello-tour-bag,Coello Tour Bag,cat-padel-bags,brand-head-padel,0,0,0,0,0,0,0,,0,zero
prod-head-elite-supercombi,head-elite-supercombi,Elite Supercombi,cat-padel-bags,brand-head-padel,0,0,0,0,0,0,0,,0,zero
prod-head-tour-backpack-25l,head-tour-backpack-25l,Tour Backpack 25L,cat-padel-bags,brand-head-padel,0,4,0,0,0,0,0,best-guide,1,thin
prod-head-tour-team-cb-2026,head-tour-team-cb-2026,Tour Team CB 2026,cat-padel-bags,brand-head-padel,0,0,0,0,0,0,0,,0,zero
prod-head-pro-x-bag-l,head-pro-x-bag-l,Pro X Bag L,cat-padel-bags,brand-head-padel,0,0,0,0,0,0,0,,0,zero
prod-head-pro-x-duffle-l,head-pro-x-duffle-l,Pro X Duffle L,cat-padel-bags,brand-head-padel,0,0,0,0,0,0,0,,0,zero
prod-head-tour-padel-bag-l,head-tour-padel-bag-l,Tour Padel Bag L,cat-padel-bags,brand-head-padel,0,0,0,0,0,0,0,,0,zero
prod-head-tour-team-elite,head-tour-team-elite,Tour Team Elite,cat-padel-bags,brand-head-padel,0,0,0,0,0,0,0,,0,zero
prod-joma-pro,joma-pro,Pro,cat-padel-bags,brand-joma,0,0,0,0,0,0,0,,0,zero
prod-kuikma-pl-900-elite,kuikma-pl-900-elite,PL 900 Elite,cat-padel-bags,brand-kuikma,0,0,0,0,0,0,0,,0,zero
prod-kuikma-backpack,kuikma-backpack,Backpack,cat-padel-bags,brand-kuikma,0,0,0,0,0,0,0,,0,zero
prod-kuikma-pbp-elite,kuikma-pbp-elite,PBP Elite,cat-padel-bags,brand-kuikma,0,0,0,0,0,0,0,,0,zero
prod-lok-aventure-gen-2,lok-aventure-gen-2,Aventure Gen 2,cat-padel-bags,brand-lok,0,0,0,0,0,0,0,,0,zero
prod-lok-maxx-gen-2,lok-maxx-gen-2-paletero,Maxx Gen 2 Paletero,cat-padel-bags,brand-lok,0,0,0,0,0,0,0,,0,zero
prod-nox-at10-competition-trolley,nox-at10-competition-trolley,AT10 Competition Trolley,cat-padel-bags,brand-nox,0,3,0,0,0,0,0,best-guide,1,thin
prod-nox-at10-team-backpack,nox-at10-team-backpack,AT10 Team Backpack,cat-padel-bags,brand-nox,0,0,0,0,0,0,0,,0,zero
prod-nox-at10-team,nox-at10-team,AT10 Team,cat-padel-bags,brand-nox,0,0,0,0,0,0,0,,0,zero
prod-nox-luxury-master-backpack,nox-luxury-master-backpack,Luxury Master Backpack,cat-padel-bags,brand-nox,0,0,0,0,0,0,0,,0,zero
prod-nox-luxury-master-series,nox-luxury-master-series,Luxury Master Series,cat-padel-bags,brand-nox,0,0,0,0,0,0,0,,0,zero
prod-nox-luxury-open-backpack,nox-luxury-open-backpack,Luxury Open Backpack,cat-padel-bags,brand-nox,0,0,0,0,0,0,0,,0,zero
prod-nox-luxury-open-series,nox-luxury-open-series,Luxury Open Series,cat-padel-bags,brand-nox,0,0,0,0,0,0,0,,0,zero
prod-nox-ml10-competition-xl-compact,nox-ml10-competition-xl-compact,ML10 Competition XL Compact,cat-padel-bags,brand-nox,0,0,0,0,0,0,0,,0,zero
prod-nox-ml10-team-backpack,nox-ml10-team-backpack,ML10 Team Backpack,cat-padel-bags,brand-nox,0,0,0,0,0,0,0,,0,zero
prod-nox-ml10-team,nox-ml10-team,ML10 Team,cat-padel-bags,brand-nox,0,0,0,0,0,0,0,,0,zero
prod-nox-at10-competition-xl-compact,nox-at10-competition-xl-compact,AT10 Competition XL Compact,cat-padel-bags,brand-nox,0,0,0,0,0,0,0,,0,zero
prod-nox-pro-series-backpack,nox-pro-series-backpack,Pro Series Backpack,cat-padel-bags,brand-nox,0,0,0,0,0,0,0,,0,zero
prod-nox-pro-series,nox-pro-series,Pro Series,cat-padel-bags,brand-nox,0,0,0,0,0,0,0,,0,zero
prod-nox-street-series,nox-street-series,Street Series,cat-padel-bags,brand-nox,0,0,0,0,0,0,0,,0,zero
prod-oxdog-cube,oxdog-cube,Cube,cat-padel-bags,brand-oxdog,0,0,0,0,0,0,0,,0,zero
prod-oxdog-hyper-pro-thermo,oxdog-hyper-pro-thermo,Hyper Pro Thermo,cat-padel-bags,brand-oxdog,0,0,0,0,0,0,0,,0,zero
prod-oxdog-hyper-tour-thermo-backpack,oxdog-hyper-tour-thermo-backpack,Hyper Tour Thermo Backpack,cat-padel-bags,brand-oxdog,0,0,0,0,0,0,0,,0,zero
prod-oxdog-x-padel-pro-thermo,oxdog-x-padel-pro-thermo,X Padel Pro Thermo,cat-padel-bags,brand-oxdog,0,0,0,0,0,0,0,,0,zero
prod-royal-padel-force,royal-padel-force,Force,cat-padel-bags,brand-royal-padel,0,0,0,0,0,0,0,,0,zero
prod-siux-nomad,siux-nomad,Nomad,cat-padel-bags,brand-siux,0,0,0,0,0,0,0,,0,zero
prod-siux-electra-stupa-2026,siux-electra-stupa-2026,Electra Stupa 2026,cat-padel-bags,brand-siux,0,0,0,0,0,0,0,,0,zero
prod-siux-tour,siux-tour,Tour,cat-padel-bags,brand-siux,0,0,0,0,0,0,0,,0,zero
prod-siux-trail,siux-trail,Trail,cat-padel-bags,brand-siux,0,0,0,0,0,0,0,,0,zero
prod-starvie-hard-eva,starvie-hard-eva,Hard Eva,cat-padel-bags,brand-starvie,0,0,0,0,0,0,0,,0,zero
prod-starvie-hard-eva-backpack,starvie-hard-eva-backpack,Hard Eva Backpack,cat-padel-bags,brand-starvie,0,0,0,0,0,0,0,,0,zero
prod-starvie-pro-master,starvie-pro-master,Pro Master,cat-padel-bags,brand-starvie,0,0,0,0,0,0,0,,0,zero
prod-starvie-tactic-pro,starvie-tactic-pro,Tactic Pro,cat-padel-bags,brand-starvie,0,0,0,0,0,0,0,,0,zero
prod-tecnifibre-tour-endurance-bag,tecnifibre-tour-endurance-bag,Tour Endurance Bag,cat-padel-bags,brand-tecnifibre-padel,0,0,0,0,0,0,0,,0,zero
prod-tecnifibre-tour-endurance-ultra,tecnifibre-tour-endurance-ultra,Tour Endurance Ultra,cat-padel-bags,brand-tecnifibre-padel,0,0,0,0,0,0,0,,0,zero
prod-varlion-ambassador,varlion-ambassador,Ambassador,cat-padel-bags,brand-varlion,0,0,0,0,0,0,0,,0,zero
prod-varlion-summum-backpack,varlion-summum-backpack,Summum Backpack,cat-padel-bags,brand-varlion,0,0,0,0,0,0,0,,0,zero
prod-varlion-summum-pro,varlion-summum-pro,Summum Pro,cat-padel-bags,brand-varlion,0,0,0,0,0,0,0,,0,zero
prod-wilson-bela-super-tour-backpack,wilson-bela-super-tour-backpack,Bela Super Tour Backpack,cat-padel-bags,brand-wilson-padel,0,0,0,0,0,0,0,,0,zero
prod-wilson-bela-backpack,wilson-bela-backpack,Bela Backpack,cat-padel-bags,brand-wilson-padel,0,2,0,0,0,0,0,best-guide,1,thin
prod-wilson-super-tour-2026,wilson-super-tour-2026,Super Tour 2026,cat-padel-bags,brand-wilson-padel,0,0,0,0,0,0,0,,0,zero
prod-adidas-pro-bounce,adidas-pro-bounce,Pro Bounce,cat-padel-balls,brand-adidas-padel,0,0,0,0,0,0,0,,0,zero
prod-adidas-serie-tour,adidas-serie-tour,Serie+ Tour,cat-padel-balls,brand-adidas-padel,0,1,0,0,0,0,0,best-guide,1,thin
prod-babolat-ace,babolat-ace,Ace,cat-padel-balls,brand-babolat-padel,0,1,0,0,0,0,0,best-guide,1,thin
prod-babolat-court,babolat-court,Court,cat-padel-balls,brand-babolat-padel,0,0,0,0,0,0,0,,0,zero
prod-babolat-short,babolat-short,Short,cat-padel-balls,brand-babolat-padel,0,0,0,0,0,0,0,,0,zero
prod-black-crown-one,black-crown-one,One,cat-padel-balls,brand-black-crown,0,0,0,0,0,0,0,,0,zero
prod-black-crown-pro,black-crown-pro,Pro,cat-padel-balls,brand-black-crown,0,1,0,0,0,0,0,best-guide,1,thin
prod-bullpadel-fip-next,bullpadel-fip-next,FIP Next,cat-padel-balls,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-fip-next-pro,bullpadel-fip-next-pro,FIP Next Pro,cat-padel-balls,brand-bullpadel,0,0,0,0,0,0,0,,0,zero
prod-bullpadel-next,bullpadel-next,Next,cat-padel-balls,brand-bullpadel,0,1,0,0,0,0,0,best-guide,1,thin
prod-bullpadel-next-pro,bullpadel-next-pro,Next Pro,cat-padel-balls,brand-bullpadel,0,1,0,0,0,0,0,best-guide,1,thin
prod-drop-shot-speed-tech,drop-shot-speed-tech,Speed Tech,cat-padel-balls,brand-drop-shot,0,0,0,0,0,0,0,,0,zero
prod-drop-shot-tournament-speed-pro,drop-shot-tournament-speed-pro,Tournament Speed Pro,cat-padel-balls,brand-drop-shot,0,0,0,0,0,0,0,,0,zero
prod-drop-shot-tournament-tech,drop-shot-tournament-tech,Tournament Tech,cat-padel-balls,brand-drop-shot,0,1,0,0,0,0,0,best-guide,1,thin
prod-drop-shot-training-tech,drop-shot-training-tech,Training Tech,cat-padel-balls,brand-drop-shot,0,0,0,0,0,0,0,,0,zero
prod-dunlop-eco,dunlop-eco,Eco,cat-padel-balls,brand-dunlop-padel,0,0,0,0,0,0,0,,0,zero
prod-dunlop-pro,dunlop-pro,Pro,cat-padel-balls,brand-dunlop-padel,0,0,0,0,0,0,0,,0,zero
prod-dunlop-team,dunlop-team,Team,cat-padel-balls,brand-dunlop-padel,0,2,0,0,0,0,0,best-guide,1,thin
prod-fila-premium,fila-premium,Premium,cat-padel-balls,brand-fila-padel,0,0,0,0,0,0,0,,0,zero
prod-fila-premium-pro,fila-premium-pro,Premium Pro,cat-padel-balls,brand-fila-padel,0,0,0,0,0,0,0,,0,zero
prod-nox-nerbo,nox-nerbo,Nerbo,cat-padel-balls,brand-nox,0,0,0,0,0,0,0,,0,zero
prod-nox-nerbo-speed,nox-nerbo-speed,Nerbo+ Speed,cat-padel-balls,brand-nox,0,0,0,0,0,0,0,,0,zero
prod-nox-pro-titanium,nox-pro-titanium,Pro Titanium,cat-padel-balls,brand-nox,0,2,0,0,0,0,0,best-guide,1,thin
prod-osaka-pro-tour,osaka-pro-tour,Pro Tour,cat-padel-balls,brand-osaka-padel,0,0,0,0,0,0,0,,0,zero
prod-osaka-vision,osaka-vision,Vision,cat-padel-balls,brand-osaka-padel,0,0,0,0,0,0,0,,0,zero
prod-oxdog-boost,oxdog-boost,Boost,cat-padel-balls,brand-oxdog,0,0,0,0,0,0,0,,0,zero
prod-pallap-competition-01,pallap-competition-01,Competition 01,cat-padel-balls,brand-pallap,0,0,0,0,0,0,0,,0,zero
prod-rs-champions-choice,rs-champions-choice,Champions Choice,cat-padel-balls,brand-rs-padel,0,0,0,0,0,0,0,,0,zero
prod-rs-nova-x,rs-nova-x,Nova X,cat-padel-balls,brand-rs-padel,0,0,0,0,0,0,0,,0,zero
prod-siux-neo,siux-neo,Neo,cat-padel-balls,brand-siux,0,1,0,0,0,0,0,best-guide,1,thin
prod-siux-neo-speed,siux-neo-speed,Neo Speed,cat-padel-balls,brand-siux,0,1,0,0,0,0,0,best-guide,1,thin
prod-siux-neo-speed-neo-s,siux-neo-speed-neo-s,Neo Speed (Neo S),cat-padel-balls,brand-siux,0,0,0,0,0,0,0,,0,zero
prod-slazenger-challenge-no-1,slazenger-challenge-no-1,Challenge No.1,cat-padel-balls,brand-slazenger-padel,0,1,0,0,0,0,0,best-guide,1,thin
prod-tecnifibre-padel-tour,tecnifibre-padel-tour,Padel Tour,cat-padel-balls,brand-tecnifibre-padel,0,1,0,0,0,0,0,best-guide,1,thin
prod-tecnifibre-x-one,tecnifibre-x-one,X-One,cat-padel-balls,brand-tecnifibre-padel,0,0,0,0,0,0,0,,0,zero
prod-tretorn-serie-padel-control,tretorn-serie-padel-control,Serie+ Padel Control,cat-padel-balls,brand-tretorn-padel,0,0,0,0,0,0,0,,0,zero
prod-tretorn-serie-padel-tour,tretorn-serie-padel-tour,Serie+ Padel Tour,cat-padel-balls,brand-tretorn-padel,0,1,0,0,0,0,0,best-guide,1,thin
prod-varlion-summum-pro-s,varlion-summum-pro-s,Summum Pro S,cat-padel-balls,brand-varlion,0,1,0,0,0,0,0,best-guide,1,thin
prod-varlion-summum-pro-w,varlion-summum-pro-w,Summum Pro W,cat-padel-balls,brand-varlion,0,2,0,0,0,0,0,best-guide,1,thin
