"surface","slug","asset","role","used_in","duplicate_within_surface"
"pdp","drop-shot-training-tech","/images/padel/balls/drop-shot-training-tech-hero.jpg","hero","gallery","no"
"pdp","dunlop-eco","/images/padel/balls/dunlop-eco-hero.jpg","hero","gallery","no"
"pdp","dunlop-pro","/images/padel/balls/dunlop-pro-hero.jpg","hero","gallery","no"
"pdp","fila-premium-pro","/images/padel/balls/fila-premium-pro-hero.jpg","hero","gallery","no"
"pdp","nox-nerbo","/images/padel/balls/nox-nerbo-hero.jpg","hero","gallery","no"
"pdp","nox-nerbo-speed","/images/padel/balls/nox-nerbo-speed-hero.jpg","hero","gallery","no"
"pdp","nox-pro-titanium","/images/padel/balls/nox-pro-titanium-hero.jpg","hero","gallery","no"
"pdp","osaka-pro-tour","/images/padel/balls/osaka-pro-tour-hero.jpg","hero","gallery","no"
"pdp","osaka-vision","/images/padel/balls/osaka-vision-hero.jpg","hero","gallery","no"
"pdp","oxdog-boost","/images/padel/balls/oxdog-boost-hero.jpg","hero","gallery","no"
"pdp","rs-champions-choice","/images/padel/balls/rs-champions-choice-hero.jpg","hero","gallery","no"
"pdp","rs-nova-x","/images/padel/balls/rs-nova-x-hero.jpg","hero","gallery","no"
"pdp","siux-neo","/images/padel/balls/siux-neo-hero.jpg","hero","gallery","no"
"pdp","siux-neo-speed-neo-s","/images/padel/balls/siux-neo-speed-neo-s-hero.jpg","hero","gallery","no"
"pdp","tecnifibre-padel-tour","/images/padel/balls/tecnifibre-padel-tour-hero.jpg","hero","gallery","no"
"pdp","tretorn-serie-padel-control","/images/padel/balls/tretorn-serie-padel-control-hero.jpg","hero","gallery","no"
"pdp","tretorn-serie-padel-tour","/images/padel/balls/tretorn-serie-padel-tour-hero.jpg","hero","gallery","no"
"pdp","varlion-summum-pro-s","/images/padel/balls/varlion-summum-pro-s-hero.jpg","hero","gallery","no"
"pdp","varlion-summum-pro-w","/images/padel/balls/varlion-summum-pro-w-hero.jpg","hero","gallery","no"
"pdp","volt-premium","/images/padel/balls/volt-premium-hero.jpg","hero","gallery","no"
"pdp","wilson-premier-padel","/images/padel/balls/wilson-premier-padel-hero.jpg","hero","gallery","no"
"pdp","wilson-rush-100","/images/padel/balls/wilson-rush-100-hero.jpg","hero","gallery","no"
"pdp","babolat-vs-original","/images/padel/grips/babolat-vs-original-hero.jpg","hero","gallery","no"
"pdp","black-crown-black-crown-perforated","/images/padel/grips/black-crown-black-crown-perforated-hero.jpg","hero","gallery","no"
"pdp","bullpadel-comfort-overgrip","/images/padel/grips/bullpadel-comfort-overgrip-hero.jpg","hero","gallery","no"
"pdp","drop-shot-club","/images/padel/grips/drop-shot-club-hero.jpg","hero","gallery","no"
"pdp","drop-shot-super-tacky","/images/padel/grips/drop-shot-super-tacky-hero.jpg","hero","gallery","no"
"pdp","head-xtreme-soft-xtremesoft","/images/padel/grips/head-xtreme-soft-xtremesoft-hero.jpg","hero","gallery","no"
"pdp","hesacore-pro-carbon","/images/padel/grips/hesacore-pro-carbon-hero.jpg","hero","gallery","no"
"pdp","hesacore-tour-original","/images/padel/grips/hesacore-tour-original-hero.jpg","hero","gallery","no"
"pdp","siux-elite-overgrip","/images/padel/grips/siux-elite-overgrip-hero.jpg","hero","gallery","no"
"pdp","starvie-premier-soft","/images/padel/grips/starvie-premier-soft-hero.jpg","hero","gallery","no"
"pdp","tecnifibre-players-pro-feel","/images/padel/grips/tecnifibre-players-pro-feel-hero.jpg","hero","gallery","no"
"pdp","wilson-wilson-replacement-grip","/images/padel/grips/wilson-wilson-replacement-grip-hero.jpg","hero","gallery","no"
"pdp","wilson-profile-padel","/images/padel/grips/wilson-profile-padel-hero.jpg","hero","gallery","no"
"pdp","yonex-super-grap","/images/padel/grips/yonex-super-grap-hero.jpg","hero","gallery","no"
"pdp","adidas-accessory-pouch-2026","/images/padel/accessories/adidas-accessory-pouch-2026-hero.jpg","hero","gallery","no"
"pdp","adidas-shoe-bag-ale-gal-n","/images/padel/accessories/adidas-shoe-bag-ale-gal-n-hero.jpg","hero","gallery","no"
"pdp","oxdog-gold-pro","/images/padel/grips/oxdog-gold-pro-hero.jpg","hero","gallery","no"
"pdp","oxdog-gold-sticky","/images/padel/grips/oxdog-gold-sticky-hero.jpg","hero","gallery","no"
"pdp","black-crown-plus","/images/padel/bags/black-crown-plus-hero.jpg","hero","gallery","no"
"pdp","lok-one-gen-2","/images/padel/bags/lok-one-gen-2-hero.jpg","hero","gallery","no"
"pdp","lok-accessory-bag-gen-2","/images/padel/bags/lok-accessory-bag-gen-2-hero.jpg","hero","gallery","no"
"pdp","volt-volt-padelbag","/images/padel/bags/volt-volt-padelbag-hero.jpg","hero","gallery","no"
"pdp","volt-volt-premium","/images/padel/grips/volt-volt-premium-hero.jpg","hero","gallery","no"
"pdp","royal-padel-royal-overgrip","/images/padel/grips/royal-padel-royal-overgrip-hero.jpg","hero","gallery","no"
"pdp","4on-totalgrip-paste","/images/padel/accessories/4on-totalgrip-paste-hero.jpg","hero","gallery","no"
"pdp","4on-swiftgrip","/images/padel/grips/4on-swiftgrip-hero.jpg","hero","gallery","no"
"pdp","4on-pro-t1","/images/padel/balls/4on-pro-t1-hero.jpg","hero","gallery","no"
"pdp","head-prime-tour","/images/padel/grips/head-prime-tour-hero.jpg","hero","gallery","no"
"pdp","bullpadel-vertex-w","/images/padel/products/bullpadel-vertex-w-hero.jpg","hero","gallery","no"
"review","bullpadel-vertex-05-2026","/images/padel/products/bullpadel-vertex-05/gallery/bullpadel-vertex-05-profile.webp","PRODUCT_ANGLE","sec-construction","no"
"review","bullpadel-vertex-05-2026","/images/padel/products/bullpadel-vertex-05/gallery/bullpadel-vertex-05-angle.webp","PRODUCT_ANGLE","sec-shape","no"
"review","bullpadel-vertex-05-2026","/images/padel/products/bullpadel-vertex-05/gallery/bullpadel-vertex-05-head.webp","PRODUCT_ANGLE","sec-power","no"
"review","bullpadel-vertex-05-2026","/images/padel/products/bullpadel-vertex-05/gallery/bullpadel-vertex-05-texture.webp","PRODUCT_ANGLE","sec-spin","no"
"review","bullpadel-hack-04-2026","/images/padel/products/bullpadel-hack-04/gallery/bullpadel-hack-04-profile.webp","PRODUCT_ANGLE","sec-construction","no"
"review","bullpadel-hack-04-2026","/images/padel/products/bullpadel-hack-04/gallery/bullpadel-hack-04-angle.webp","PRODUCT_ANGLE","sec-shape","no"
"review","bullpadel-hack-04-2026","/images/padel/products/bullpadel-hack-04/gallery/bullpadel-hack-04-head.webp","PRODUCT_ANGLE","sec-power","no"
"review","bullpadel-hack-04-2026","/images/padel/products/bullpadel-hack-04/gallery/bullpadel-hack-04-texture.webp","PRODUCT_ANGLE","sec-spin","no"
"review","bullpadel-vertex-05-hybrid-2026","/images/padel/products/bullpadel-vertex-05-hybrid/gallery/bullpadel-vertex-05-hybrid-profile.webp","PRODUCT_ANGLE","sec-construction","no"
"review","bullpadel-vertex-05-hybrid-2026","/images/padel/products/bullpadel-vertex-05-hybrid/gallery/bullpadel-vertex-05-hybrid-angle.webp","PRODUCT_ANGLE","sec-shape","no"
"review","bullpadel-vertex-05-hybrid-2026","/images/padel/products/bullpadel-vertex-05-hybrid/gallery/bullpadel-vertex-05-hybrid-head.webp","PRODUCT_ANGLE","sec-power","no"
"review","bullpadel-vertex-05-hybrid-2026","/images/padel/products/bullpadel-vertex-05-hybrid/gallery/bullpadel-vertex-05-hybrid-texture.webp","PRODUCT_ANGLE","sec-spin","no"
"review","nox-at10-genius-12k-alum-xtrem-2026","/images/padel/products/nox-at10-12k/gallery/nox-at10-12k-profile.webp","PRODUCT_ANGLE","sec-construction","no"
"review","nox-at10-genius-12k-alum-xtrem-2026","/images/padel/products/nox-at10-12k/gallery/nox-at10-12k-angle.webp","PRODUCT_ANGLE","sec-shape","no"
"review","nox-at10-genius-12k-alum-xtrem-2026","/images/padel/products/nox-at10-12k/gallery/nox-at10-12k-head.webp","PRODUCT_ANGLE","sec-power","no"
"review","nox-at10-genius-12k-alum-xtrem-2026","/images/padel/products/nox-at10-12k/gallery/nox-at10-12k-texture.webp","PRODUCT_ANGLE","sec-spin","no"
"review","head-coello-pro-2026","/images/padel/products/head-coello-pro/gallery/head-coello-pro-profile.webp","PRODUCT_ANGLE","sec-construction","no"
"review","head-coello-pro-2026","/images/padel/products/head-coello-pro/gallery/head-coello-pro-angle.webp","PRODUCT_ANGLE","sec-shape","no"
"review","head-coello-pro-2026","/images/padel/products/head-coello-pro/gallery/head-coello-pro-head.webp","PRODUCT_ANGLE","sec-power","no"
"review","head-coello-pro-2026","/images/padel/products/head-coello-pro/gallery/head-coello-pro-texture.webp","PRODUCT_ANGLE","sec-spin","no"
"review","babolat-technical-viper-3-0","/images/padel/products/babolat-technical-viper/gallery/babolat-technical-viper-profile.webp","PRODUCT_ANGLE","sec-construction","no"
"review","babolat-technical-viper-3-0","/images/padel/products/babolat-technical-viper/gallery/babolat-technical-viper-angle.webp","PRODUCT_ANGLE","sec-shape","no"
"review","babolat-technical-viper-3-0","/images/padel/products/babolat-technical-viper/gallery/babolat-technical-viper-head.webp","PRODUCT_ANGLE","sec-power","no"
