productId,url,status,indexable,expectedBrand,expectedCategory,heroSrc,mediaIdentity,semanticResult,alternativesHero
"prod-drop-shot-blitz","/products/drop-shot-blitz","published","yes","drop-shot","bags","/images/padel/bags/drop-shot-blitz-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-head-coello-pro-x-backpack","/products/head-coello-pro-x-backpack","published","yes","head","bags","/images/padel/bags/head-coello-pro-x-backpack-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-head-coello-pro-x-duffle-l","/products/head-coello-pro-x-duffle-l","published","yes","head","bags","/images/padel/bags/head-coello-pro-x-duffle-l-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-head-coello-tour-backpack","/products/head-coello-tour-backpack","published","yes","head","bags","/images/padel/bags/head-coello-tour-backpack-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-head-coello-tour-bag","/products/head-coello-tour-bag","published","yes","head","bags","/images/padel/bags/head-coello-tour-bag-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-head-tour-backpack-25l","/products/head-tour-backpack-25l","published","yes","head","bags","/images/padel/bags/head-tour-backpack-25l-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-head-pro-x-bag-l","/products/head-pro-x-bag-l","published","yes","head","bags","/images/padel/bags/head-pro-x-bag-l-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-kuikma-pl-900-elite","/products/kuikma-pl-900-elite","published","yes","kuikma","bags","/images/padel/bags/kuikma-pl-900-elite-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-lok-aventure-gen-2","/products/lok-aventure-gen-2","published","yes","lok","bags","/images/padel/bags/lok-aventure-gen-2-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-lok-maxx-gen-2","/products/lok-maxx-gen-2-paletero","published","yes","lok","bags","/images/padel/bags/lok-maxx-gen-2-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-nox-at10-competition-trolley","/products/nox-at10-competition-trolley","published","yes","nox","bags","/images/padel/bags/nox-at10-competition-trolley-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-nox-at10-team","/products/nox-at10-team","published","yes","nox","bags","/images/padel/bags/nox-at10-team-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-nox-luxury-master-backpack","/products/nox-luxury-master-backpack","published","yes","nox","bags","/images/padel/bags/nox-luxury-master-backpack-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-nox-luxury-master-series","/products/nox-luxury-master-series","published","yes","nox","bags","/images/padel/bags/nox-luxury-master-series-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-nox-luxury-open-backpack","/products/nox-luxury-open-backpack","published","yes","nox","bags","/images/padel/bags/nox-luxury-open-backpack-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-nox-luxury-open-series","/products/nox-luxury-open-series","published","yes","nox","bags","/images/padel/bags/nox-luxury-open-series-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-nox-pro-series-backpack","/products/nox-pro-series-backpack","published","yes","nox","bags","/images/padel/bags/nox-pro-series-backpack-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-oxdog-hyper-tour-thermo-backpack","/products/oxdog-hyper-tour-thermo-backpack","published","yes","oxdog","bags","/images/padel/bags/oxdog-hyper-tour-thermo-backpack-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-royal-padel-force","/products/royal-padel-force","published","yes","royal-padel","bags","/images/padel/bags/royal-padel-force-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-siux-nomad","/products/siux-nomad","published","yes","siux","bags","/images/padel/bags/siux-nomad-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-siux-electra-stupa-2026","/products/siux-electra-stupa-2026","published","yes","siux","bags","/images/padel/bags/siux-electra-stupa-2026-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-siux-tour","/products/siux-tour","published","yes","siux","bags","/images/padel/bags/siux-tour-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-siux-trail","/products/siux-trail","published","yes","siux","bags","/images/padel/bags/siux-trail-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-starvie-hard-eva","/products/starvie-hard-eva","published","yes","starvie","bags","/images/padel/bags/starvie-hard-eva-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-starvie-hard-eva-backpack","/products/starvie-hard-eva-backpack","published","yes","starvie","bags","/images/padel/bags/starvie-hard-eva-backpack-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-starvie-pro-master","/products/starvie-pro-master","published","yes","starvie","bags","/images/padel/bags/starvie-pro-master-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-starvie-tactic-pro","/products/starvie-tactic-pro","published","yes","starvie","bags","/images/padel/bags/starvie-tactic-pro-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-tecnifibre-tour-endurance-bag","/products/tecnifibre-tour-endurance-bag","published","yes","tecnifibre-padel","bags","/images/padel/bags/tecnifibre-tour-endurance-bag-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-varlion-summum-pro","/products/varlion-summum-pro","published","yes","varlion","bags","/images/padel/bags/varlion-summum-pro-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-wilson-bela-super-tour-backpack","/products/wilson-bela-super-tour-backpack","published","yes","wilson","bags","/images/padel/bags/wilson-bela-super-tour-backpack-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-wilson-super-tour-2026","/products/wilson-super-tour-2026","published","yes","wilson","bags","/images/padel/bags/wilson-super-tour-2026-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-babolat-court","/products/babolat-court","published","yes","babolat","balls","/images/padel/balls/babolat-court-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-black-crown-one","/products/black-crown-one","published","yes","black-crown","balls","/images/padel/balls/black-crown-one-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-black-crown-pro","/products/black-crown-pro","published","yes","black-crown","balls","/images/padel/balls/black-crown-pro-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-bullpadel-fip-next-pro","/products/bullpadel-fip-next-pro","published","yes","bullpadel","balls","/images/padel/balls/bullpadel-fip-next-pro-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-bullpadel-next","/products/bullpadel-next","published","yes","bullpadel","balls","/images/padel/balls/bullpadel-next-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-drop-shot-speed-tech","/products/drop-shot-speed-tech","published","yes","drop-shot","balls","/images/padel/balls/drop-shot-speed-tech-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-drop-shot-tournament-tech","/products/drop-shot-tournament-tech","published","yes","drop-shot","balls","/images/padel/balls/drop-shot-tournament-tech-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-drop-shot-training-tech","/products/drop-shot-training-tech","published","yes","drop-shot","balls","/images/padel/balls/drop-shot-training-tech-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-dunlop-eco","/products/dunlop-eco","published","yes","dunlop-padel","balls","/images/padel/balls/dunlop-eco-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-dunlop-pro","/products/dunlop-pro","published","yes","dunlop-padel","balls","/images/padel/balls/dunlop-pro-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-fila-premium-pro","/products/fila-premium-pro","published","yes","fila-padel","balls","/images/padel/balls/fila-premium-pro-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-nox-nerbo","/products/nox-nerbo","published","yes","nox","balls","/images/padel/balls/nox-nerbo-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-nox-nerbo-speed","/products/nox-nerbo-speed","published","yes","nox","balls","/images/padel/balls/nox-nerbo-speed-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-nox-pro-titanium","/products/nox-pro-titanium","published","yes","nox","balls","/images/padel/balls/nox-pro-titanium-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-osaka-pro-tour","/products/osaka-pro-tour","published","yes","osaka-padel","balls","/images/padel/balls/osaka-pro-tour-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-osaka-vision","/products/osaka-vision","published","yes","osaka-padel","balls","/images/padel/balls/osaka-vision-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-oxdog-boost","/products/oxdog-boost","published","yes","oxdog","balls","/images/padel/balls/oxdog-boost-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-rs-champions-choice","/products/rs-champions-choice","published","yes","rs-padel","balls","/images/padel/balls/rs-champions-choice-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-rs-nova-x","/products/rs-nova-x","published","yes","rs-padel","balls","/images/padel/balls/rs-nova-x-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-siux-neo","/products/siux-neo","published","yes","siux","balls","/images/padel/balls/siux-neo-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-siux-neo-speed-neo-s","/products/siux-neo-speed-neo-s","published","yes","siux","balls","/images/padel/balls/siux-neo-speed-neo-s-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-tecnifibre-padel-tour","/products/tecnifibre-padel-tour","published","yes","tecnifibre-padel","balls","/images/padel/balls/tecnifibre-padel-tour-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-tretorn-serie-padel-control","/products/tretorn-serie-padel-control","published","yes","tretorn-padel","balls","/images/padel/balls/tretorn-serie-padel-control-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-tretorn-serie-padel-tour","/products/tretorn-serie-padel-tour","published","yes","tretorn-padel","balls","/images/padel/balls/tretorn-serie-padel-tour-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-varlion-summum-pro-s","/products/varlion-summum-pro-s","published","yes","varlion","balls","/images/padel/balls/varlion-summum-pro-s-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-varlion-summum-pro-w","/products/varlion-summum-pro-w","published","yes","varlion","balls","/images/padel/balls/varlion-summum-pro-w-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-volt-premium","/products/volt-premium","published","yes","volt-padel","balls","/images/padel/balls/volt-premium-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-wilson-premier-padel","/products/wilson-premier-padel","published","yes","wilson","balls","/images/padel/balls/wilson-premier-padel-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-wilson-rush-100","/products/wilson-rush-100","published","yes","wilson","balls","/images/padel/balls/wilson-rush-100-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-babolat-vs-original","/products/babolat-vs-original","published","yes","babolat","grips","/images/padel/grips/babolat-vs-original-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-black-crown-black-crown-perforated","/products/black-crown-black-crown-perforated","published","yes","black-crown","grips","/images/padel/grips/black-crown-black-crown-perforated-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-bullpadel-comfort-overgrip","/products/bullpadel-comfort-overgrip","published","yes","bullpadel","grips","/images/padel/grips/bullpadel-comfort-overgrip-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-drop-shot-club","/products/drop-shot-club","published","yes","drop-shot","grips","/images/padel/grips/drop-shot-club-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-drop-shot-super-tacky","/products/drop-shot-super-tacky","published","yes","drop-shot","grips","/images/padel/grips/drop-shot-super-tacky-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-head-xtreme-soft-xtremesoft","/products/head-xtreme-soft-xtremesoft","published","yes","head","grips","/images/padel/grips/head-xtreme-soft-xtremesoft-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-hesacore-pro-carbon","/products/hesacore-pro-carbon","published","yes","hesacore","grips","/images/padel/grips/hesacore-pro-carbon-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-hesacore-tour-original","/products/hesacore-tour-original","published","yes","hesacore","grips","/images/padel/grips/hesacore-tour-original-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-siux-elite-overgrip","/products/siux-elite-overgrip","published","yes","siux","grips","/images/padel/grips/siux-elite-overgrip-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-starvie-premier-soft","/products/starvie-premier-soft","published","yes","starvie","grips","/images/padel/grips/starvie-premier-soft-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-tecnifibre-players-pro-feel","/products/tecnifibre-players-pro-feel","published","yes","tecnifibre-padel","grips","/images/padel/grips/tecnifibre-players-pro-feel-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-wilson-wilson-replacement-grip","/products/wilson-wilson-replacement-grip","published","yes","wilson","grips","/images/padel/grips/wilson-wilson-replacement-grip-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-wilson-profile-padel","/products/wilson-profile-padel","published","yes","wilson","grips","/images/padel/grips/wilson-profile-padel-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-yonex-super-grap","/products/yonex-super-grap","published","yes","yonex-padel","grips","/images/padel/grips/yonex-super-grap-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-adidas-accessory-pouch-2026","/products/adidas-accessory-pouch-2026","published","yes","adidas-padel","accessories","/images/padel/accessories/adidas-accessory-pouch-2026-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-adidas-shoe-bag-ale-gal-n","/products/adidas-shoe-bag-ale-gal-n","published","yes","adidas-padel","accessories","/images/padel/accessories/adidas-shoe-bag-ale-gal-n-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-oxdog-gold-pro","/products/oxdog-gold-pro","published","yes","oxdog","grips","/images/padel/grips/oxdog-gold-pro-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-oxdog-gold-sticky","/products/oxdog-gold-sticky","published","yes","oxdog","grips","/images/padel/grips/oxdog-gold-sticky-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-black-crown-plus","/products/black-crown-plus","published","yes","black-crown","bags","/images/padel/bags/black-crown-plus-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-lok-one-gen-2","/products/lok-one-gen-2","published","yes","lok","bags","/images/padel/bags/lok-one-gen-2-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-lok-accessory-bag-gen-2","/products/lok-accessory-bag-gen-2","published","yes","lok","bags","/images/padel/bags/lok-accessory-bag-gen-2-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-volt-volt-padelbag","/products/volt-volt-padelbag","published","yes","volt-padel","bags","/images/padel/bags/volt-volt-padelbag-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-volt-volt-premium","/products/volt-volt-premium","published","yes","volt-padel","grips","/images/padel/grips/volt-volt-premium-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-royal-padel-royal-overgrip","/products/royal-padel-royal-overgrip","published","yes","royal-padel","grips","/images/padel/grips/royal-padel-royal-overgrip-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-4on-totalgrip-paste","/products/4on-totalgrip-paste","published","yes","4on","accessories","/images/padel/accessories/4on-totalgrip-paste-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-4on-swiftgrip","/products/4on-swiftgrip","published","yes","4on","grips","/images/padel/grips/4on-swiftgrip-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-4on-pro-t1","/products/4on-pro-t1","published","yes","4on","balls","/images/padel/balls/4on-pro-t1-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-head-prime-tour","/products/head-prime-tour","published","yes","head","grips","/images/padel/grips/head-prime-tour-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
"prod-bullpadel-vertex-w","/products/bullpadel-vertex-w","published","yes","bullpadel","shoes","/images/padel/products/bullpadel-vertex-w-hero.jpg","MEDIA_VERIFIED","OK","/images/padel/hero.jpg"
