productId,slug,category,brand,status,revokedWrongMedia,priorHeroSrc,priorSourceUrl,identityReasons,researchPriority,sourcePriority
"prod-bullpadel-next-pro","bullpadel-next-pro","balls","bullpadel","draft","no","/images/padel/products/balls.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-drop-shot-tournament-speed-pro","drop-shot-tournament-speed-pro","balls","drop-shot","draft","yes","/images/padel/products/balls.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-dunlop-team","dunlop-team","balls","dunlop-padel","draft","no","/images/padel/products/balls.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-fila-premium","fila-premium","balls","fila-padel","draft","yes","/images/padel/products/balls.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-pallap-competition-01","pallap-competition-01","balls","pallap","draft","no","/images/padel/products/balls.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-siux-neo-speed","siux-neo-speed","balls","siux","draft","yes","/images/padel/products/balls.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-slazenger-challenge-no-1","slazenger-challenge-no-1","balls","slazenger-padel","draft","no","/images/padel/products/balls.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-tecnifibre-x-one","tecnifibre-x-one","balls","tecnifibre-padel","draft","yes","/images/padel/products/balls.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-adidas-perforated-ac2ba1wh","adidas-perforated-ac2ba1wh","grips","adidas-padel","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-adidas-tacky-feeling","adidas-tacky-feeling","grips","adidas-padel","draft","yes","/images/padel/products/grips.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-babolat-pro-tour","babolat-pro-tour","grips","babolat","draft","yes","/images/padel/products/grips.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-babolat-syntec-team","babolat-syntec-team","grips","babolat","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-bullpadel-gb-1705","bullpadel-gb-1705","grips","bullpadel","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-bullpadel-gb1201","bullpadel-gb1201","grips","bullpadel","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-bullpadel-gb1200-hac","bullpadel-gb1200-hac","grips","bullpadel","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-drop-shot-super-dry","drop-shot-super-dry","grips","drop-shot","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-enebe-enebe-smooth","enebe-enebe-smooth","grips","enebe","draft","yes","/images/padel/products/grips.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-head-prestige-pro","head-prestige-pro","grips","head","draft","yes","/images/padel/products/grips.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-head-hydrosorb-comfort","head-hydrosorb-comfort","grips","head","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-head-hydrosorb-family","head-hydrosorb-family","grips","head","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-head-padel-pro","head-padel-pro","grips","head","draft","yes","/images/padel/products/grips.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-head-padel-pro-perforated","head-padel-pro-perforated","grips","head","draft","yes","/images/padel/products/grips.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-hesacore-carbon","hesacore-carbon","grips","hesacore","draft","yes","/images/padel/products/grips.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-hesacore-gel","hesacore-gel","grips","hesacore","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-hesacore-tour","hesacore-tour","grips","hesacore","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-hesacore-tour-w","hesacore-tour-w","grips","hesacore","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-hesacore-pink-w","hesacore-pink-w","grips","hesacore","draft","yes","/images/padel/products/grips.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-joma-club-cushion","joma-club-cushion","grips","joma","draft","yes","/images/padel/products/grips.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-kuikma-antislip","kuikma-antislip","grips","kuikma","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-kuikma-overgrip-pro-adherence","kuikma-overgrip-pro-adherence","grips","kuikma","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-nox-custom-grip","nox-custom-grip","grips","nox","draft","yes","/images/padel/products/grips.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-nox-luxury-pro","nox-luxury-pro","grips","nox","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-nox-h-dri","nox-h-dri","grips","nox","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-shockout-shockout-overgrip","shockout-shockout-overgrip","grips","shockout","draft","yes","/images/padel/products/grips.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-shockout-100-0062-combo","shockout-100-0062-combo","grips","shockout","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-shockout-shockout","shockout-shockout","grips","shockout","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-siux-elite","siux-elite","grips","siux","draft","yes","/images/padel/products/grips.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-starvie-tacky-touch","starvie-tacky-touch","grips","starvie","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-tecnifibre-contact-pro","tecnifibre-contact-pro","grips","tecnifibre-padel","draft","yes","/images/padel/products/grips.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-tecnifibre-pro-contact","tecnifibre-pro-contact","grips","tecnifibre-padel","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-tourna-tourna-grip-ii","tourna-tourna-grip-ii","grips","tourna","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-tourna-tourna-grip-original-xl","tourna-tourna-grip-original-xl","grips","tourna","draft","yes","/images/padel/products/grips.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-tourna-grip-xl","tourna-grip-xl","grips","tourna","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-tourna-mega-tac","tourna-mega-tac","grips","tourna","draft","yes","/images/padel/products/grips.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-wilson-pro-overgrip-perforated","wilson-pro-overgrip-perforated","grips","wilson","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-kuikma-insulated-backpack-pro-40-l","kuikma-insulated-backpack-pro-40-l","bags","kuikma","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-adidas-weekend-bag-martita-ortega-2026","adidas-weekend-bag-martita-ortega-2026","bags","adidas-padel","draft","yes","/images/padel/products/bag.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-dunlop-elite-thermo","dunlop-elite-thermo","bags","dunlop-padel","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-dunlop-tour-pro","dunlop-tour-pro","grips","dunlop-padel","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-dunlop-tour-dry","dunlop-tour-dry","grips","dunlop-padel","draft","yes","/images/padel/products/grips.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-dunlop-protection-tape","dunlop-protection-tape","accessories","dunlop-padel","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-joma-vero-virseda-2026","joma-vero-virseda-2026","bags","joma","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-babolat-rh-perf-padel","babolat-rh-perf-padel","bags","babolat","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-bullpadel-gb-1201-perforated","bullpadel-gb-1201-perforated","grips","bullpadel","draft","yes","/images/padel/products/grips.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-bullpadel-gb-1202-fixogrip-pro","bullpadel-gb-1202-fixogrip-pro","grips","bullpadel","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-bullpadel-gb-1705-sensogrip-pro","bullpadel-gb-1705-sensogrip-pro","grips","bullpadel","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-nox-pro-overgrip-perforated","nox-pro-overgrip-perforated","grips","nox","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-wilson-profile-padel-overgrip","wilson-profile-padel-overgrip","grips","wilson","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-oxdog-no1","oxdog-no1","accessories","oxdog","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-sane-nitro","sane-nitro","balls","sane","draft","no","/images/padel/products/balls.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-sane-core","sane-core","balls","sane","draft","yes","/images/padel/products/balls.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-sane-spin-premium","sane-spin-premium","balls","sane","draft","no","/images/padel/products/balls.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-sane-feel","sane-feel","grips","sane","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-sane-pro-elegance","sane-pro-elegance","bags","sane","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-sane-pro-sport","sane-pro-sport","bags","sane","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-sane-everyday","sane-everyday","bags","sane","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-osaka-sports-padel-bag","osaka-sports-padel-bag","bags","osaka-padel","draft","yes","/images/padel/products/bag.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-osaka-sports-backpack","osaka-sports-backpack","bags","osaka-padel","draft","yes","/images/padel/products/bag.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-osaka-pro-tour-duffel","osaka-pro-tour-duffel","bags","osaka-padel","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-osaka-osaka-overgrip","osaka-osaka-overgrip","grips","osaka-padel","draft","yes","/images/padel/products/grips.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-rs-pro-padel-bag","rs-pro-padel-bag","bags","rs-padel","draft","no","/images/padel/products/bag.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-rs-pro-tour-overgrip","rs-pro-tour-overgrip","grips","rs-padel","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-bounce-filtertech-padel","bounce-filtertech-padel","accessories","bounce-tube","draft","yes","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-4on-totaldry","4on-totaldry","accessories","4on","draft","no","/images/catalog/fallbacks/accessory.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-4on-premium-comfort","4on-premium-comfort","grips","4on","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-4on-pro-t1","4on-pro-t1","balls","4on","draft","yes","/images/padel/products/balls.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-shockout-dual-pro","shockout-dual-pro","grips","shockout","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-shockout-shockout-perforated","shockout-shockout-perforated","grips","shockout","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-tourna-tourna-tac-xl","tourna-tourna-tac-xl","grips","tourna","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-tourna-tourna-tuff","tourna-tourna-tuff","grips","tourna","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-sane-core-overgrip","sane-core-overgrip","grips","sane","draft","no","/images/padel/products/grips.svg","","not_authentic_photograph","P1_REGISTER_EXACT","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-noene-anti-shock-grip-padel","noene-anti-shock-grip-padel","grips","noene","draft","yes","/images/padel/products/grips.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
"prod-noene-undergrip-anti-shock","noene-undergrip-anti-shock","grips","noene","draft","yes","/images/padel/products/grips.svg","","not_authentic_photograph","P0_EXACT_MANUFACTURER","1_official_manufacturer|2_official_distributor|3_specialist_retailer|4_major_retailer"
