heroSrc,productIds,slugs,reuseClass,notes
/images/padel/grips/hesacore-pro-carbon-hero.jpg,prod-hesacore-pro-carbon,hesacore-pro-carbon,UNIQUE,
/images/padel/grips/hesacore-tour-original-hero.jpg,prod-hesacore-tour-original,hesacore-tour-original,UNIQUE,
/images/padel/grips/siux-elite-overgrip-hero.jpg,prod-siux-elite-overgrip,siux-elite-overgrip,UNIQUE,
/images/padel/grips/starvie-premier-soft-hero.jpg,prod-starvie-premier-soft,starvie-premier-soft,UNIQUE,
/images/padel/grips/tecnifibre-players-pro-feel-hero.jpg,prod-tecnifibre-players-pro-feel,tecnifibre-players-pro-feel,UNIQUE,
/images/padel/grips/wilson-wilson-replacement-grip-hero.jpg,prod-wilson-wilson-replacement-grip,wilson-wilson-replacement-grip,UNIQUE,
/images/padel/grips/wilson-profile-padel-hero.jpg,prod-wilson-profile-padel,wilson-profile-padel,UNIQUE,
/images/padel/grips/yonex-super-grap-hero.jpg,prod-yonex-super-grap,yonex-super-grap,UNIQUE,
/images/padel/accessories/adidas-accessory-pouch-2026-hero.jpg,prod-adidas-accessory-pouch-2026,adidas-accessory-pouch-2026,UNIQUE,
/images/padel/accessories/adidas-shoe-bag-ale-gal-n-hero.jpg,prod-adidas-shoe-bag-ale-gal-n,adidas-shoe-bag-ale-gal-n,UNIQUE,
/images/padel/grips/oxdog-gold-pro-hero.jpg,prod-oxdog-gold-pro,oxdog-gold-pro,UNIQUE,
/images/padel/grips/oxdog-gold-sticky-hero.jpg,prod-oxdog-gold-sticky,oxdog-gold-sticky,UNIQUE,
/images/padel/bags/black-crown-plus-hero.jpg,prod-black-crown-plus,black-crown-plus,UNIQUE,
/images/padel/bags/lok-one-gen-2-hero.jpg,prod-lok-one-gen-2,lok-one-gen-2,UNIQUE,
/images/padel/bags/lok-accessory-bag-gen-2-hero.jpg,prod-lok-accessory-bag-gen-2,lok-accessory-bag-gen-2,UNIQUE,
/images/padel/bags/volt-volt-padelbag-hero.jpg,prod-volt-volt-padelbag,volt-volt-padelbag,UNIQUE,
/images/padel/grips/volt-volt-premium-hero.jpg,prod-volt-volt-premium,volt-volt-premium,UNIQUE,
/images/padel/grips/royal-padel-royal-overgrip-hero.jpg,prod-royal-padel-royal-overgrip,royal-padel-royal-overgrip,UNIQUE,
/images/padel/accessories/4on-totalgrip-paste-hero.jpg,prod-4on-totalgrip-paste,4on-totalgrip-paste,UNIQUE,
/images/padel/grips/4on-swiftgrip-hero.jpg,prod-4on-swiftgrip,4on-swiftgrip,UNIQUE,
/images/padel/balls/4on-pro-t1-hero.jpg,prod-4on-pro-t1,4on-pro-t1,UNIQUE,
/images/padel/grips/head-prime-tour-hero.jpg,prod-head-prime-tour,head-prime-tour,UNIQUE,
/images/padel/products/bullpadel-vertex-w-hero.jpg,prod-bullpadel-vertex-w,bullpadel-vertex-w,UNIQUE,
