productId,categoryId,brandId,name,lifecycleStatus,publicationStatus,completeness,requiredFilled,requiredTerminal,importantFilled,importantTerminal,optionalFilled,verifiedFieldCount,notPublishedCount,unknownCount,sourceCoveragePct,identityNotes
prod-bullpadel-pascal-box-pro,cat-padel-accessories,brand-bullpadel,Pascal Box PRO,current,draft,VERIFIED_COMPLETE,2,1,1,3,1,4,6,0,90,
prod-bullpadel-pascal-box-switch,cat-padel-accessories,brand-bullpadel,Pascal Box SWITCH,current,draft,VERIFIED_COMPLETE,2,1,1,3,1,4,6,0,90,
prod-bullpadel-custom-weight-protector,cat-padel-accessories,brand-bullpadel,Custom Weight Protector,current,draft,VERIFIED_COMPLETE,1,0,1,1,1,3,2,0,80,
prod-enebe-enebe-protector-line,cat-padel-accessories,brand-enebe,Enebe Protector line,current,published,VERIFIED_COMPLETE,1,0,1,3,1,3,3,0,83,
prod-head-antishock-skin,cat-padel-accessories,brand-head-padel,Antishock Skin,current,published,VERIFIED_COMPLETE,1,0,1,3,1,3,3,0,83,
prod-head-head-ball-cart,cat-padel-accessories,brand-head-padel,HEAD Ball Cart,current,draft,VERIFIED_COMPLETE,1,0,1,1,1,3,3,0,83,
prod-head-pick-up-tube,cat-padel-accessories,brand-head-padel,Pick Up Tube,current,published,VERIFIED_COMPLETE,1,0,1,0,1,3,2,0,80,
prod-head-court-basket-70,cat-padel-accessories,brand-head-padel,Court Basket 70,current,draft,VERIFIED_COMPLETE,1,0,1,1,1,3,3,0,83,
prod-head-ball-basket,cat-padel-accessories,brand-head-padel,Ball Basket,current,draft,VERIFIED_COMPLETE,1,0,1,1,0,2,4,0,83,
prod-head-protector-tape,cat-padel-accessories,brand-head-padel,Protector Tape,current,draft,VERIFIED_COMPLETE,1,0,1,0,0,2,4,0,83,
prod-head-headband,cat-padel-accessories,brand-head-padel,Headband,current,draft,VERIFIED_COMPLETE,1,0,1,0,0,2,3,0,80,
prod-head-x100,cat-padel-accessories,brand-head-padel,X100,current,draft,VERIFIED_COMPLETE,2,1,1,3,0,3,7,0,90,
prod-head-head-logo-wristband,cat-padel-accessories,brand-head-padel,HEAD Logo Wristband,current,draft,VERIFIED_COMPLETE,1,0,1,0,1,3,2,0,80,
prod-head-coaching-kit,cat-padel-accessories,brand-head-padel,Coaching Kit,current,published,VERIFIED_COMPLETE,1,0,1,0,1,3,2,0,80,
prod-head-dome-cones,cat-padel-accessories,brand-head-padel,Dome Cones,current,published,VERIFIED_COMPLETE,1,0,1,0,1,3,2,0,80,
prod-head-performance-headband,cat-padel-accessories,brand-head-padel,Performance HEADband,current,draft,VERIFIED_COMPLETE,1,0,1,0,1,3,2,0,80,
prod-head-head-targets,cat-padel-accessories,brand-head-padel,HEAD Targets,current,draft,VERIFIED_COMPLETE,1,0,1,0,1,3,2,0,80,
prod-head-x3-pump,cat-padel-accessories,brand-head-padel,X3 Pump,current,published,VERIFIED_COMPLETE,3,0,1,3,1,5,5,0,90,
prod-head-x4-pump,cat-padel-accessories,brand-head-padel,X4 Pump,current,draft,VERIFIED_COMPLETE,3,0,1,3,1,5,5,0,90,
prod-nox-nox-pickup-tube,cat-padel-accessories,brand-nox,Nox Pickup Tube,current,draft,VERIFIED_COMPLETE,1,0,1,0,1,3,2,0,80,
prod-nox-nox-color-pack,cat-padel-accessories,brand-nox,Nox Color Pack,current,published,VERIFIED_COMPLETE,1,0,1,3,1,3,3,0,83,
prod-nox-texture-protector,cat-padel-accessories,brand-nox,Texture Protector,current,draft,VERIFIED_COMPLETE,1,0,1,3,0,2,4,0,83,
prod-nox-transparent-protection-tape,cat-padel-accessories,brand-nox,Transparent / Protection Tape,current,draft,VERIFIED_COMPLETE,1,0,1,3,1,3,3,0,83,
prod-nox-weight-balancer-2-4g,cat-padel-accessories,brand-nox,Weight Balancer 2-4g,current,published,VERIFIED_COMPLETE,1,0,1,1,1,3,2,0,80,
prod-pascal-box-compressor,cat-padel-accessories,brand-pascal-box,Compressor,current,published,VERIFIED_COMPLETE,2,1,1,3,0,3,7,0,90,
prod-pascal-box-compressor-pro,cat-padel-accessories,brand-pascal-box,Compressor Pro,current,draft,VERIFIED_COMPLETE,2,1,1,3,0,3,7,0,90,
prod-shockout-gravity,cat-padel-accessories,brand-shockout,Gravity+,current,published,VERIFIED_COMPLETE,1,0,1,1,1,3,2,0,80,
prod-shockout-shockout-protector,cat-padel-accessories,brand-shockout,ShockOut Protector,current,draft,VERIFIED_COMPLETE,1,0,1,3,1,3,3,0,83,
prod-shockout-padel-balls-design,cat-padel-accessories,brand-shockout,Padel Balls design,current,draft,VERIFIED_COMPLETE,1,0,1,3,1,3,3,0,83,
prod-siux-siux-logo-transparent,cat-padel-accessories,brand-siux,Siux Logo Transparent,current,draft,VERIFIED_COMPLETE,1,0,1,3,1,3,3,0,83,
prod-softee-softee-basket,cat-padel-accessories,brand-softee,Softee Basket,current,published,VERIFIED_COMPLETE,1,0,1,1,1,3,3,0,83,
prod-softee-cube-pro,cat-padel-accessories,brand-softee,Cube Pro,current,published,VERIFIED_COMPLETE,2,1,1,3,0,3,7,0,90,
prod-softee-max-tube,cat-padel-accessories,brand-softee,Max Tube,current,draft,VERIFIED_COMPLETE,2,1,1,3,0,3,7,0,90,
prod-softee-press-pro-x3,cat-padel-accessories,brand-softee,Press Pro X3,current,draft,VERIFIED_COMPLETE,3,0,1,3,0,4,6,0,90,
prod-softee-softee-protector,cat-padel-accessories,brand-softee,Softee Protector,current,published,VERIFIED_COMPLETE,1,0,1,3,1,3,3,0,83,
prod-starvie-transparent-protector-2026,cat-padel-accessories,brand-starvie,Transparent Protector 2026,current,published,VERIFIED_COMPLETE,1,0,1,3,0,2,4,0,83,
prod-tuboplus-tuboplus-29psi-x3,cat-padel-accessories,brand-tuboplus,TuboPlus 29PSI X3,current,draft,VERIFIED_COMPLETE,3,0,1,3,1,5,5,0,90,
prod-tuboplus-29psi-x3e,cat-padel-accessories,brand-tuboplus,29PSI X3e,current,draft,VERIFIED_COMPLETE,3,0,1,3,0,4,6,0,90,
prod-tuboplus-29psi-x4e,cat-padel-accessories,brand-tuboplus,29PSI X4e,current,draft,VERIFIED_COMPLETE,3,0,1,3,0,4,6,0,90,
prod-tuboplus-boost,cat-padel-accessories,brand-tuboplus,BOOST,current,draft,VERIFIED_COMPLETE,2,1,1,3,0,3,7,0,90,
prod-tuboplus-r3play,cat-padel-accessories,brand-tuboplus,R3PLAY,current,draft,VERIFIED_COMPLETE,2,1,1,3,0,3,7,0,90,
prod-tuboplus-r3set,cat-padel-accessories,brand-tuboplus,R3SET,current,draft,VERIFIED_COMPLETE,2,1,1,3,0,3,7,0,90,
prod-tuboplus-repl4y,cat-padel-accessories,brand-tuboplus,REPL4Y,current,draft,VERIFIED_COMPLETE,2,1,1,3,0,3,7,0,90,
prod-tuboplus-tuboplus-x4,cat-padel-accessories,brand-tuboplus,TuboPlus X4,current,draft,VERIFIED_COMPLETE,3,0,1,3,1,5,5,0,90,
prod-tuboplus-tubox3,cat-padel-accessories,brand-tuboplus,TuboX3,current,draft,VERIFIED_COMPLETE,3,0,1,3,1,5,5,0,90,
prod-vibora-vibor-a-transparent,cat-padel-accessories,brand-vibora,Vibor-A Transparent,current,published,VERIFIED_COMPLETE,1,0,1,3,1,3,3,0,83,
prod-wilson-wilson-weight-tape,cat-padel-accessories,brand-wilson-padel,Wilson Weight Tape,current,published,VERIFIED_COMPLETE,1,0,1,1,1,3,2,0,80,
prod-wilson-wilson-protector,cat-padel-accessories,brand-wilson-padel,Wilson Protector,current,draft,VERIFIED_COMPLETE,1,0,1,3,1,3,3,0,83,
prod-adidas-control-2026,cat-padel-bags,brand-adidas-padel,Control 2026,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-adidas-metalbone-bag,cat-padel-bags,brand-adidas-padel,Metalbone Bag,current,published,VERIFIED_COMPLETE,1,0,1,4,0,2,18,0,100,
prod-adidas-multigame-backpack-2026,cat-padel-bags,brand-adidas-padel,Multigame Backpack 2026,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-adidas-multigame-2026,cat-padel-bags,brand-adidas-padel,Multigame 2026,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-adidas-protour-backpack-2026,cat-padel-bags,brand-adidas-padel,ProTour Backpack 2026,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-adidas-tour,cat-padel-bags,brand-adidas-padel,Tour,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-adidas-weekend,cat-padel-bags,brand-adidas-padel,Weekend,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-babolat-backpack-kids,cat-padel-bags,brand-babolat-padel,Backpack Kids,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-babolat-court-backpack-lite,cat-padel-bags,brand-babolat-padel,Court Backpack Lite,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-babolat-rh-perf,cat-padel-bags,brand-babolat-padel,RH Perf,current,published,VERIFIED_COMPLETE,1,0,0,5,0,2,19,0,100,
prod-black-crown-spartan,cat-padel-bags,brand-black-crown,Spartan,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-black-crown-thunder,cat-padel-bags,brand-black-crown,Thunder,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-black-crown-ultimate-pro-2-0,cat-padel-bags,brand-black-crown,Ultimate Pro 2.0,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-bullpadel-advance-bpp26014,cat-padel-bags,brand-bullpadel,Advance BPP26014,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-bullpadel-casual-bpp26016,cat-padel-bags,brand-bullpadel,Casual BPP26016,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-bullpadel-elite-bpp26019,cat-padel-bags,brand-bullpadel,Elite BPP26019,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-bullpadel-hack-bpm26002,cat-padel-bags,brand-bullpadel,Hack BPM26002,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-bullpadel-icon-bpp26023,cat-padel-bags,brand-bullpadel,Icon BPP26023,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-bullpadel-ionic-bpp26005,cat-padel-bags,brand-bullpadel,Ionic BPP26005,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-bullpadel-neuron-bpm26020,cat-padel-bags,brand-bullpadel,Neuron BPM26020,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-bullpadel-neuron-bpp26020,cat-padel-bags,brand-bullpadel,Neuron BPP26020,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-bullpadel-pearl-bpm27017,cat-padel-bags,brand-bullpadel,Pearl BPM27017,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-bullpadel-pearl-bpp26021,cat-padel-bags,brand-bullpadel,Pearl BPP26021,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-bullpadel-tour-bpp26015,cat-padel-bags,brand-bullpadel,Tour BPP26015,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-bullpadel-trolley-bpp26011,cat-padel-bags,brand-bullpadel,Trolley BPP26011,current,draft,VERIFIED_COMPLETE,1,0,0,5,0,2,19,0,100,
prod-bullpadel-vertex-bpp26001,cat-padel-bags,brand-bullpadel,Vertex BPP26001,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-bullpadel-vertex-geo-premier-bpm26008,cat-padel-bags,brand-bullpadel,Vertex Geo Premier BPM26008,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-bullpadel-wonder-bpp26024,cat-padel-bags,brand-bullpadel,Wonder BPP26024,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-bullpadel-xplo-bpp26022,cat-padel-bags,brand-bullpadel,Xplo BPP26022,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-bullpadel-flow-bpp26006,cat-padel-bags,brand-bullpadel,Flow BPP26006,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-bullpadel-bpm26002-hack,cat-padel-bags,brand-bullpadel,BPM26002 Hack,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-bullpadel-hack-bpp26012,cat-padel-bags,brand-bullpadel,Hack BPP26012,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-bullpadel-bpp26005-ionic,cat-padel-bags,brand-bullpadel,BPP26005 Ionic,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-bullpadel-bpm26007-bpm26008-vertex,cat-padel-bags,brand-bullpadel,BPM26007 / BPM26008 Vertex,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-bullpadel-bpp26001-vertex,cat-padel-bags,brand-bullpadel,BPP26001 Vertex,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-bullpadel-bpm26022-xplo,cat-padel-bags,brand-bullpadel,BPM26022 XPLO,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-bullpadel-bpp26022-xplo,cat-padel-bags,brand-bullpadel,BPP26022 XPLO,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-drop-shot-axion-backpack,cat-padel-bags,brand-drop-shot,Axion Backpack,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-drop-shot-axion,cat-padel-bags,brand-drop-shot,Axion,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-drop-shot-blitz,cat-padel-bags,brand-drop-shot,Blitz,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-drop-shot-fenix,cat-padel-bags,brand-drop-shot,Fenix,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-drop-shot-lcp,cat-padel-bags,brand-drop-shot,LCP,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-head-coello-pro-x-backpack,cat-padel-bags,brand-head-padel,Coello Pro X Backpack,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-head-coello-pro-x-duffle-l,cat-padel-bags,brand-head-padel,Coello Pro X Duffle L,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-head-coello-tour-backpack,cat-padel-bags,brand-head-padel,Coello Tour Backpack,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-head-coello-tour-bag,cat-padel-bags,brand-head-padel,Coello Tour Bag,current,published,VERIFIED_COMPLETE,1,0,0,5,0,2,19,0,100,
prod-head-elite-supercombi,cat-padel-bags,brand-head-padel,Elite Supercombi,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,2,18,0,100,
prod-head-tour-backpack-25l,cat-padel-bags,brand-head-padel,Tour Backpack 25L,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-head-tour-team-cb-2026,cat-padel-bags,brand-head-padel,Tour Team CB 2026,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-head-pro-x-bag-l,cat-padel-bags,brand-head-padel,Pro X Bag L,current,published,VERIFIED_COMPLETE,1,0,0,5,0,2,19,0,100,
prod-head-pro-x-duffle-l,cat-padel-bags,brand-head-padel,Pro X Duffle L,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-head-tour-padel-bag-l,cat-padel-bags,brand-head-padel,Tour Padel Bag L,current,draft,VERIFIED_COMPLETE,1,0,0,5,0,2,19,0,100,
prod-head-tour-team-elite,cat-padel-bags,brand-head-padel,Tour Team Elite,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-joma-pro,cat-padel-bags,brand-joma,Pro,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-kuikma-pl-900-elite,cat-padel-bags,brand-kuikma,PL 900 Elite,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-kuikma-backpack,cat-padel-bags,brand-kuikma,Backpack,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,2,18,0,100,
prod-kuikma-pbp-elite,cat-padel-bags,brand-kuikma,PBP Elite,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-lok-aventure-gen-2,cat-padel-bags,brand-lok,Aventure Gen 2,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-lok-maxx-gen-2,cat-padel-bags,brand-lok,Maxx Gen 2 Paletero,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-nox-at10-competition-trolley,cat-padel-bags,brand-nox,AT10 Competition Trolley,current,published,VERIFIED_COMPLETE,1,0,0,5,0,2,19,0,100,
prod-nox-at10-team-backpack,cat-padel-bags,brand-nox,AT10 Team Backpack,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-nox-at10-team,cat-padel-bags,brand-nox,AT10 Team,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-nox-luxury-master-backpack,cat-padel-bags,brand-nox,Luxury Master Backpack,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-nox-luxury-master-series,cat-padel-bags,brand-nox,Luxury Master Series,current,published,VERIFIED_COMPLETE,1,0,0,5,0,2,19,0,100,
prod-nox-luxury-open-backpack,cat-padel-bags,brand-nox,Luxury Open Backpack,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-nox-luxury-open-series,cat-padel-bags,brand-nox,Luxury Open Series,current,published,VERIFIED_COMPLETE,1,0,0,5,0,2,19,0,100,
prod-nox-ml10-competition-xl-compact,cat-padel-bags,brand-nox,ML10 Competition XL Compact,current,draft,VERIFIED_COMPLETE,1,0,0,5,0,2,19,0,100,
prod-nox-ml10-team-backpack,cat-padel-bags,brand-nox,ML10 Team Backpack,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-nox-ml10-team,cat-padel-bags,brand-nox,ML10 Team,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-nox-at10-competition-xl-compact,cat-padel-bags,brand-nox,AT10 Competition XL Compact,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-nox-pro-series-backpack,cat-padel-bags,brand-nox,Pro Series Backpack,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-nox-pro-series,cat-padel-bags,brand-nox,Pro Series,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-nox-street-series,cat-padel-bags,brand-nox,Street Series,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-oxdog-cube,cat-padel-bags,brand-oxdog,Cube,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-oxdog-hyper-pro-thermo,cat-padel-bags,brand-oxdog,Hyper Pro Thermo,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-oxdog-hyper-tour-thermo-backpack,cat-padel-bags,brand-oxdog,Hyper Tour Thermo Backpack,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-oxdog-x-padel-pro-thermo,cat-padel-bags,brand-oxdog,X Padel Pro Thermo,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-royal-padel-force,cat-padel-bags,brand-royal-padel,Force,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-siux-nomad,cat-padel-bags,brand-siux,Nomad,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-siux-electra-stupa-2026,cat-padel-bags,brand-siux,Electra Stupa 2026,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-siux-tour,cat-padel-bags,brand-siux,Tour,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-siux-trail,cat-padel-bags,brand-siux,Trail,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-starvie-hard-eva,cat-padel-bags,brand-starvie,Hard Eva,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-starvie-hard-eva-backpack,cat-padel-bags,brand-starvie,Hard Eva Backpack,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-starvie-pro-master,cat-padel-bags,brand-starvie,Pro Master,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-starvie-tactic-pro,cat-padel-bags,brand-starvie,Tactic Pro,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-tecnifibre-tour-endurance-bag,cat-padel-bags,brand-tecnifibre-padel,Tour Endurance Bag,current,published,VERIFIED_COMPLETE,1,0,1,4,0,2,18,0,100,
prod-tecnifibre-tour-endurance-ultra,cat-padel-bags,brand-tecnifibre-padel,Tour Endurance Ultra,current,draft,VERIFIED_COMPLETE,1,0,0,5,0,2,19,0,100,
prod-varlion-ambassador,cat-padel-bags,brand-varlion,Ambassador,current,draft,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-varlion-summum-backpack,cat-padel-bags,brand-varlion,Summum Backpack,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-varlion-summum-pro,cat-padel-bags,brand-varlion,Summum Pro,current,draft,VERIFIED_COMPLETE,1,0,0,5,0,2,19,0,100,
prod-wilson-bela-super-tour-backpack,cat-padel-bags,brand-wilson-padel,Bela Super Tour Backpack,current,published,VERIFIED_COMPLETE,1,0,1,4,0,3,18,0,100,
prod-wilson-bela-backpack,cat-padel-bags,brand-wilson-padel,Bela Backpack,current,published,VERIFIED_COMPLETE,1,0,1,4,0,2,18,0,100,
prod-wilson-super-tour-2026,cat-padel-bags,brand-wilson-padel,Super Tour 2026,current,published,VERIFIED_COMPLETE,1,0,0,5,0,2,19,0,100,
prod-adidas-pro-bounce,cat-padel-balls,brand-adidas-padel,Pro Bounce,current,published,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-adidas-serie-tour,cat-padel-balls,brand-adidas-padel,Serie+ Tour,current,draft,VERIFIED_COMPLETE,5,0,2,2,0,7,11,0,100,
prod-babolat-ace,cat-padel-balls,brand-babolat-padel,Ace,current,draft,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-babolat-court,cat-padel-balls,brand-babolat-padel,Court,current,published,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-babolat-short,cat-padel-balls,brand-babolat-padel,Short,current,published,VERIFIED_COMPLETE,5,0,2,2,0,7,11,0,100,
prod-black-crown-one,cat-padel-balls,brand-black-crown,One,current,published,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-black-crown-pro,cat-padel-balls,brand-black-crown,Pro,current,published,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-bullpadel-fip-next,cat-padel-balls,brand-bullpadel,FIP Next,current,draft,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-bullpadel-fip-next-pro,cat-padel-balls,brand-bullpadel,FIP Next Pro,current,published,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-bullpadel-next,cat-padel-balls,brand-bullpadel,Next,current,published,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-bullpadel-next-pro,cat-padel-balls,brand-bullpadel,Next Pro,current,draft,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-drop-shot-speed-tech,cat-padel-balls,brand-drop-shot,Speed Tech,current,published,VERIFIED_COMPLETE,5,0,2,2,0,7,11,0,100,
prod-drop-shot-tournament-speed-pro,cat-padel-balls,brand-drop-shot,Tournament Speed Pro,current,published,VERIFIED_COMPLETE,5,0,2,2,0,7,11,0,100,
prod-drop-shot-tournament-tech,cat-padel-balls,brand-drop-shot,Tournament Tech,current,draft,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-drop-shot-training-tech,cat-padel-balls,brand-drop-shot,Training Tech,current,published,VERIFIED_COMPLETE,5,0,2,2,0,7,11,0,100,
prod-dunlop-eco,cat-padel-balls,brand-dunlop-padel,Eco,current,published,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-dunlop-pro,cat-padel-balls,brand-dunlop-padel,Pro,current,published,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-dunlop-team,cat-padel-balls,brand-dunlop-padel,Team,current,draft,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-fila-premium,cat-padel-balls,brand-fila-padel,Premium,current,published,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-fila-premium-pro,cat-padel-balls,brand-fila-padel,Premium Pro,current,published,VERIFIED_COMPLETE,5,0,2,2,0,7,11,0,100,
prod-nox-nerbo,cat-padel-balls,brand-nox,Nerbo,current,published,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-nox-nerbo-speed,cat-padel-balls,brand-nox,Nerbo+ Speed,current,published,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-nox-pro-titanium,cat-padel-balls,brand-nox,Pro Titanium,current,published,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-osaka-pro-tour,cat-padel-balls,brand-osaka-padel,Pro Tour,current,published,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-osaka-vision,cat-padel-balls,brand-osaka-padel,Vision,current,published,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-oxdog-boost,cat-padel-balls,brand-oxdog,Boost,current,published,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-pallap-competition-01,cat-padel-balls,brand-pallap,Competition 01,current,draft,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-rs-champions-choice,cat-padel-balls,brand-rs-padel,Champions Choice,current,published,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-rs-nova-x,cat-padel-balls,brand-rs-padel,Nova X,current,published,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-siux-neo,cat-padel-balls,brand-siux,Neo,current,published,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-siux-neo-speed,cat-padel-balls,brand-siux,Neo Speed,current,published,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-siux-neo-speed-neo-s,cat-padel-balls,brand-siux,Neo Speed (Neo S),current,published,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-slazenger-challenge-no-1,cat-padel-balls,brand-slazenger-padel,Challenge No.1,current,draft,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-tecnifibre-padel-tour,cat-padel-balls,brand-tecnifibre-padel,Padel Tour,current,published,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-tecnifibre-x-one,cat-padel-balls,brand-tecnifibre-padel,X-One,current,published,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
prod-tretorn-serie-padel-control,cat-padel-balls,brand-tretorn-padel,Serie+ Padel Control,current,published,VERIFIED_COMPLETE,5,0,2,2,1,8,10,0,100,
