productId,category,brandId,brand,model,generation,variant,identityKey,lifecycleStatus,publicationStatus,currentHero,currentHeroSource,status,candidateSource,candidateImage,identityConfidence,semanticChecks,hasOffer,notes
prod-bullpadel-custom-weight-protector,accessories,brand-bullpadel,bullpadel,Custom Weight Protector,current,black; 3–4 plate blisters (~3 g); Metalshield Pro compatible,padel|accessories|bullpadel|custom-weight-protector|current|black-3-4-plate-blisters-3-g-metalshield-pro-compatible,current,draft,,,MEDIA_MISSING,,https://cdn.shopify.com/s/files/1/0881/5132/7069/files/protector-bullpadel-custom-weight-4x3gr.1.jpg?v=1745740026,99,,yes,REJECTED — shared-hero_collision. No authentic registered hero; stays draft via media publish gate. Research hints: https://www.bullpadel.com | https://www.padelmq.com/en-nl/products/bullpadel-protector-custom-weight-4-stuks|https://www.extreme-tennis.eu/padel-accessories/22424-bullpadel-custom-weight-4-x-3g.html
prod-enebe-enebe-protector-line,accessories,brand-enebe,enebe,Enebe Protector line,current,colored PP ~37×3.5 cm; model graphics vary,padel|accessories|enebe|enebe-protector-line|current|colored-pp-37-3-5-cm-model-graphics-vary,current,published,/images/padel/accessories/enebe-enebe-protector-line-hero.jpg,padelmq-suggest · enebe Enebe Protector line,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-head-antishock-skin,accessories,brand-head-padel,head,Antishock Skin,current,transparent; ~6 g,padel|accessories|head|antishock-skin|current|transparent-6-g,current,published,/images/padel/accessories/head-antishock-skin-hero.jpg,padelmq-suggest · head Antishock Skin,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-head-head-ball-cart,accessories,brand-head-padel,head,HEAD Ball Cart,current,wheeled court cart,padel|accessories|head|head-ball-cart|current|wheeled-court-cart,current,draft,,,MEDIA_MISSING,,https://cdn.shopify.com/s/files/1/0881/5132/7069/files/box-24-cans-of-3-head-padel-pro-balls-PadeLMQ-1.jpg?v=1729588444,99,,no,REJECTED — shared-hero_collision. No authentic registered hero; stays draft via media publish gate. Research hints: https://www.head.com | https://www.misterpadel.com/en/padel-accessories/head/
prod-head-pick-up-tube,accessories,brand-head-padel,head,Pick Up Tube,current,orange/black pickup tube,padel|accessories|head|pick-up-tube|current|orange-black-pickup-tube,current,published,/images/padel/accessories/head-pick-up-tube-hero.jpg,padelmq-suggest · head Pick Up Tube,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-head-court-basket-70,accessories,brand-head-padel,head,Court Basket 70,current,black; ~70-ball capacity,padel|accessories|head|court-basket-70|current|black-70-ball-capacity,current,draft,,,MEDIA_MISSING,,https://cdn.shopify.com/s/files/1/0881/5132/7069/files/cesto-bolas-alacran.jpg?v=1777619570,99,,no,REJECTED — shared-hero_collision. No authentic registered hero; stays draft via media publish gate. Research hints: https://www.head.com | https://www.misterpadel.com/en/padel-accessories/head/
prod-head-ball-basket,accessories,brand-head-padel,head,Ball Basket,current,,padel|accessories|head|ball-basket|current,current,draft,,,MEDIA_MISSING,,https://cdn.shopify.com/s/files/1/0881/5132/7069/files/box-24-cans-of-3-head-padel-pro-balls-PadeLMQ-1.jpg?v=1729588444,99,,no,REJECTED — shared-hero_collision. No authentic registered hero; stays draft via media publish gate.
prod-head-protector-tape,accessories,brand-head-padel,head,Protector Tape,current,,padel|accessories|head|protector-tape|current,current,draft,,,MEDIA_MISSING,,https://cdn.shopify.com/s/files/1/0881/5132/7069/files/head-protector-transparant-padel-bescherming.1.jpg?v=1742321924,99,,no,REJECTED — shared-hero_collision. No authentic registered hero; stays draft via media publish gate.
prod-head-headband,accessories,brand-head-padel,head,Headband,current,,padel|accessories|head|headband|current,current,draft,,,MEDIA_MISSING,,https://cdn.shopify.com/s/files/1/0881/5132/7069/files/bandana-wilson-negro.jpg?v=1777621148,99,,no,REJECTED — shared-hero_collision. No authentic registered hero; stays draft via media publish gate.
prod-head-x100,accessories,brand-head-padel,head,X100,current,,padel|accessories|head|x100|current,current,draft,,,MEDIA_MISSING,,,0,,no,Researched: no_safe_distinct_image. No authentic registered hero. Product remains draft via media publish gate. Research hints: https://www.padelnuestro.com/int/padel-accessories/ball-pressurizers
prod-head-head-logo-wristband,accessories,brand-head-padel,head,HEAD Logo Wristband,current,small 2.5in / big 5in; white/navy colors,padel|accessories|head|head-logo-wristband|current|small-2-5in-big-5in-white-navy-colors,current,draft,,,MEDIA_MISSING,,https://cdn.shopify.com/s/files/1/0881/5132/7069/files/adidas-polsband-klein-wit-1.jpg?v=1724577867,99,,no,REJECTED — shared-hero_collision. No authentic registered hero; stays draft via media publish gate. Research hints: https://www.head.com | https://www.misterpadel.com/en/padel-accessories/head/
prod-head-coaching-kit,accessories,brand-head-padel,head,Coaching Kit,current,cones + poles + targets + lines kit,padel|accessories|head|coaching-kit|current|cones-poles-targets-lines-kit,current,published,/images/padel/accessories/head-coaching-kit-hero.jpg,padelmq-suggest · head Coaching Kit,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-head-dome-cones,accessories,brand-head-padel,head,Dome Cones,current,cone sets,padel|accessories|head|dome-cones|current|cone-sets,current,published,/images/padel/accessories/head-dome-cones-hero.jpg,padelmq-suggest · head Dome Cones,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-head-performance-headband,accessories,brand-head-padel,head,Performance HEADband,current,multiple colorways; tieband variants,padel|accessories|head|performance-headband|current|multiple-colorways-tieband-variants,current,draft,,,MEDIA_MISSING,,https://cdn.shopify.com/s/files/1/0881/5132/7069/files/bandana-wilson-negro.jpg?v=1777621148,99,,no,REJECTED — shared-hero_collision. No authentic registered hero; stays draft via media publish gate. Research hints: https://www.head.com | https://www.misterpadel.com/en/padel-accessories/head/|https://padelmania.com/en/padel-accesaios/13807-head-headband-285080-rd-head-726424939039.html
prod-head-head-targets,accessories,brand-head-padel,head,HEAD Targets,current,court target set (often in coaching kit),padel|accessories|head|head-targets|current|court-target-set-often-in-coaching-kit,current,draft,,,MEDIA_MISSING,,https://cdn.shopify.com/s/files/1/0881/5132/7069/files/box-24-cans-of-3-head-padel-pro-s-balls-PadeLMQ.jpg?v=1729600888,99,,no,REJECTED — shared-hero_collision. No authentic registered hero; stays draft via media publish gate. Research hints: https://www.head.com | https://www.misterpadel.com/en/padel-accessories/head/
prod-head-x3-pump,accessories,brand-head-padel,head,X3 Pump,current,manual transparent canister + pump; 3-ball (some listings say up to 4),padel|accessories|head|x3-pump|current|manual-transparent-canister-pump-3-ball-some-listings-say-up-to-4,current,published,/images/padel/accessories/head-x3-pump-hero.jpg,og:image · head X3 Pump,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-head-x4-pump,accessories,brand-head-padel,head,X4 Pump,current,4-ball; pump and non-pump variants,padel|accessories|head|x4-pump|current|4-ball-pump-and-non-pump-variants,current,draft,,,MEDIA_MISSING,,https://cdn.actu-padel.com/wp-content/uploads/2026/01/actu-padel-top-3-pressurisateurs-balles-padel-2026.jpg?strip=all&#038;sharp=1,44,,no,REJECTED — logo_or_banner_url. No authentic registered hero; stays draft via media publish gate. Research hints: https://www.head.com | https://www.zonadepadel.com/blog/2026/05/padel-pressurizers-how-they-work-if-theyre-worth-it-and-which-one-to-buy-in-2026/|https://actu-padel.com/en/top-3-padel-ball-pressurizers-for-2026-our-ranking/
prod-nox-nox-pickup-tube,accessories,brand-nox,nox,Nox Pickup Tube,current,~16-ball tube,padel|accessories|nox|nox-pickup-tube|current|16-ball-tube,current,draft,,,MEDIA_MISSING,,,0,,no,REJECTED_WRONG_PRODUCT — triage download failed visual identity check; hero revoked. Needs manufacturer PDP packshot. Research hints: https://noxsport.com | https://noxsport.com/
prod-nox-nox-color-pack,accessories,brand-nox,nox,Nox Color Pack,current,multi-color blister packs,padel|accessories|nox|nox-color-pack|current|multi-color-blister-packs,current,published,/images/padel/accessories/nox-nox-color-pack-hero.jpg,retailer-shopify-json · nox Nox Color Pack,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-nox-texture-protector,accessories,brand-nox,nox,Texture Protector,current,,padel|accessories|nox|texture-protector|current,current,draft,,,MEDIA_MISSING,,https://cdn.shopify.com/s/files/1/0881/5132/7069/files/image_e14ec456-c943-41ae-9e6e-225264593abe.png?v=1770913476,99,,no,REJECTED — shared-hero_collision. No authentic registered hero; stays draft via media publish gate.
prod-nox-transparent-protection-tape,accessories,brand-nox,nox,Transparent / Protection Tape,current,transparent + colored (blue etc),padel|accessories|nox|transparent-protection-tape|current|transparent-colored-blue-etc,current,draft,,,MEDIA_MISSING,,https://cdn.shopify.com/s/files/1/0881/5132/7069/files/image_e14ec456-c943-41ae-9e6e-225264593abe.png?v=1770913476,92,,yes,REJECTED — shared-hero_collision. No authentic registered hero; stays draft via media publish gate. Research hints: https://noxsport.com | https://www.padelmq.com/en-nl/products/nox-protection-tape-transparant-framebeschermer|https://www.racketworld.co.uk/products/nox-padel-protector-tape-blue
prod-nox-weight-balancer-2-4g,accessories,brand-nox,nox,Weight Balancer 2-4g,current,2 g + 4 g interchangeable; Weight Balance System rackets only,padel|accessories|nox|weight-balancer-2-4g|current|2-g-4-g-interchangeable-weight-balance-system-rackets-only,current,published,/images/padel/accessories/nox-weight-balancer-2-4g-hero.jpg,og:image · nox Weight Balancer 2-4g,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-pascal-box-compressor,accessories,brand-pascal-box,pascal-box,Compressor,current,,padel|accessories|pascal-box|compressor|current,current,published,/images/padel/accessories/pascal-box-compressor-hero.jpg,padelmq-suggest · pascal-box Compressor,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-pascal-box-compressor-pro,accessories,brand-pascal-box,pascal-box,Compressor Pro,current,,padel|accessories|pascal-box|compressor-pro|current,current,draft,,,MEDIA_MISSING,,https://cdn.shopify.com/s/files/1/0881/5132/7069/files/cargador-de-presion-pelotas-pascal-box-1000x1000.jpg?v=1772312313,99,,no,REJECTED — shared-hero_collision. No authentic registered hero; stays draft via media publish gate. Research hints: https://pascalbox.com/
prod-shockout-gravity,accessories,brand-shockout,shockout,Gravity+,current,3×3 g lead strips; colors (blue/black/red/transparent),padel|accessories|shockout|gravity|current|3-3-g-lead-strips-colors-blue-black-red-transparent,current,published,/images/padel/accessories/shockout-gravity-hero.jpg,og:image · shockout Gravity+,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-shockout-shockout-protector,accessories,brand-shockout,shockout,ShockOut Protector,current,transparent/colored PVC micro-grid,padel|accessories|shockout|shockout-protector|current|transparent-colored-pvc-micro-grid,current,draft,,,MEDIA_MISSING,,https://cdn.shopify.com/s/files/1/0881/5132/7069/files/protector-shockout-comic.jpg?v=1777626568,99,,no,REJECTED — shared-hero_collision. No authentic registered hero; stays draft via media publish gate. Research hints: https://www.shockout.es | https://www.time2padel.com/en/padel-accessories/25826-protection-tape-and-overgrip-shockout-100-0062-shockout-padel-765066747190.html
prod-shockout-padel-balls-design,accessories,brand-shockout,shockout,Padel Balls design,current,transparent padel-ball pattern; ~6 g,padel|accessories|shockout|padel-balls-design|current|transparent-padel-ball-pattern-6-g,current,draft,,,MEDIA_MISSING,,,0,,yes,REJECTED_WRONG_PRODUCT — triage download failed visual identity check; hero revoked. Needs manufacturer PDP packshot. Research hints: https://www.shockout.es | https://www.padelmq.com/en-eu/products/protection-tape-padel-bal
prod-siux-siux-logo-transparent,accessories,brand-siux,siux,Siux Logo Transparent,current,transparent + black logo,padel|accessories|siux|siux-logo-transparent|current|transparent-black-logo,current,draft,,,MEDIA_MISSING,,https://cdn.shopify.com/s/files/1/0881/5132/7069/files/siux-fenix-pro-black-2026-leo-augsburger-front.1.jpg?v=1771332725,99,,no,REJECTED — shared-hero_collision. No authentic registered hero; stays draft via media publish gate. Research hints: https://siuxpadel.com | https://www.time2padel.com/en/protectors/7775-protection-tape-transparent-siux-black-logo-siux-8435536711069.html
prod-softee-softee-basket,accessories,brand-softee,softee,Softee Basket,current,red training basket,padel|accessories|softee|softee-basket|current|red-training-basket,current,published,/images/padel/accessories/softee-softee-basket-hero.jpg,padelmq-suggest · softee Softee Basket,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-softee-cube-pro,accessories,brand-softee,softee,Cube Pro,current,,padel|accessories|softee|cube-pro|current,current,published,/images/padel/accessories/softee-cube-pro-hero.jpg,padelmq-suggest · softee Cube Pro,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-softee-max-tube,accessories,brand-softee,softee,Max Tube,current,,padel|accessories|softee|max-tube|current,current,draft,,,MEDIA_MISSING,,,0,,no,Researched: no_safe_distinct_image. No authentic registered hero. Product remains draft via media publish gate.
prod-softee-press-pro-x3,accessories,brand-softee,softee,Press Pro X3,current,,padel|accessories|softee|press-pro-x3|current,current,draft,,,MEDIA_MISSING,,,0,,no,Researched: no_safe_distinct_image. No authentic registered hero. Product remains draft via media publish gate. Research hints: https://www.padelnuestro.com/int/padel-accessories/ball-pressurizers
prod-softee-softee-protector,accessories,brand-softee,softee,Softee Protector,current,transparent + blue logo,padel|accessories|softee|softee-protector|current|transparent-blue-logo,current,published,/images/padel/accessories/softee-softee-protector-hero.jpg,padelmq-suggest · softee Softee Protector,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-starvie-transparent-protector-2026,accessories,brand-starvie,starvie,Transparent Protector 2026,current,,padel|accessories|starvie|transparent-protector-2026|current,current,published,/images/padel/accessories/starvie-transparent-protector-2026-hero.jpg,og:image · starvie Transparent Protector 2026,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-tuboplus-tuboplus-29psi-x3,accessories,brand-tuboplus,tuboplus,TuboPlus 29PSI X3,current,manual adjustable to 29 PSI; 3-ball,padel|accessories|tuboplus|tuboplus-29psi-x3|current|manual-adjustable-to-29-psi-3-ball,current,draft,,,MEDIA_MISSING,,,0,,no,REJECTED_WRONG_PRODUCT — triage download failed visual identity check; hero revoked. Needs manufacturer PDP packshot. Research hints: https://tubo.plus | https://tubo.plus/en/padel-ball-pressurizers/
prod-tuboplus-29psi-x3e,accessories,brand-tuboplus,tuboplus,29PSI X3e,current,,padel|accessories|tuboplus|29psi-x3e|current,current,draft,,,MEDIA_MISSING,,,0,,no,Researched: no_safe_distinct_image. No authentic registered hero. Product remains draft via media publish gate. Research hints: https://tubo.plus/en/comparador/
prod-tuboplus-29psi-x4e,accessories,brand-tuboplus,tuboplus,29PSI X4e,current,,padel|accessories|tuboplus|29psi-x4e|current,current,draft,,,MEDIA_MISSING,,,0,,no,Researched: no_safe_distinct_image. No authentic registered hero. Product remains draft via media publish gate. Research hints: https://tubo.plus/en/comparador/
prod-tuboplus-boost,accessories,brand-tuboplus,tuboplus,BOOST,current,,padel|accessories|tuboplus|boost|current,current,draft,,,MEDIA_MISSING,,https://cdn.shopify.com/s/files/1/0881/5132/7069/files/oxdog-boost-plus-padel-ball-tube.1.jpg?v=1759687251,99,,no,REJECTED — shared-hero_collision. No authentic registered hero; stays draft via media publish gate. Research hints: https://tubo.plus/en/comparador/
prod-tuboplus-r3play,accessories,brand-tuboplus,tuboplus,R3PLAY,current,,padel|accessories|tuboplus|r3play|current,current,published,/images/padel/accessories/tuboplus-r3play-hero.jpg,page-img · tuboplus R3PLAY,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-tuboplus-r3set,accessories,brand-tuboplus,tuboplus,R3SET,current,,padel|accessories|tuboplus|r3set|current,current,draft,,,MEDIA_MISSING,,,0,,no,Researched: no_safe_distinct_image. No authentic registered hero. Product remains draft via media publish gate. Research hints: https://tubo.plus/en/comparador/
prod-tuboplus-repl4y,accessories,brand-tuboplus,tuboplus,REPL4Y,current,,padel|accessories|tuboplus|repl4y|current,current,draft,,,MEDIA_MISSING,,,0,,no,REJECTED_WRONG_PRODUCT — triage download failed visual identity check; hero revoked. Needs manufacturer PDP packshot. Research hints: https://tubo.plus/en/comparador/
prod-tuboplus-tuboplus-x4,accessories,brand-tuboplus,tuboplus,TuboPlus X4,current,4-ball passive and pump variants,padel|accessories|tuboplus|tuboplus-x4|current|4-ball-passive-and-pump-variants,current,draft,,,MEDIA_MISSING,,https://tubo.plus/wp-content/uploads/2026/08/tuboplus.jpg,99,,no,Researched: shared-hero hash collision for prod-tuboplus-tuboplus-x4: same bytes as /images/padel/accessories/tuboplus-tuboplus-29psi-x3-hero.jpg. No authentic registered hero. Product remains draft via media publish gate. Research hints: https://tubo.plus | https://tubo.plus/en/padel-ball-pressurizers/
prod-tuboplus-tubox3,accessories,brand-tuboplus,tuboplus,TuboX3,current,passive screw-close ~15 PSI; 3-ball,padel|accessories|tuboplus|tubox3|current|passive-screw-close-15-psi-3-ball,current,draft,,,MEDIA_MISSING,,,0,,no,Researched: no_safe_distinct_image. No authentic registered hero. Product remains draft via media publish gate. Research hints: https://tubo.plus | https://tubo.plus/en/padel-ball-pressurizers/
prod-vibora-vibor-a-transparent,accessories,brand-vibora,vibora,Vibor-A Transparent,current,transparent,padel|accessories|vibora|vibor-a-transparent|current|transparent,current,published,/images/padel/accessories/vibora-vibor-a-transparent-hero.jpg,padelmq-suggest · vibora Vibor-A Transparent,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-wilson-wilson-weight-tape,accessories,brand-wilson-padel,wilson,Wilson Weight Tape,current,lead or tungsten strips,padel|accessories|wilson|wilson-weight-tape|current|lead-or-tungsten-strips,current,published,/images/padel/accessories/wilson-wilson-weight-tape-hero.jpg,padelmq-suggest · wilson Wilson Weight Tape,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-wilson-wilson-protector,accessories,brand-wilson-padel,wilson,Wilson Protector,current,transparent/black,padel|accessories|wilson|wilson-protector|current|transparent-black,current,draft,,,MEDIA_MISSING,,https://cache.tradeinn.com/web/web/inn.jpg,44,,no,REJECTED — logo_or_banner_url. No authentic registered hero; stays draft via media publish gate. Research hints: https://www.wilson.com | https://www.tradeinn.com/
prod-adidas-control-2026,bags,brand-adidas-padel,adidas,Control 2026,2026,,padel|bags|adidas|control-2026|2026,current,published,/images/padel/bags/adidas-control-2026-hero.jpg,og:image · adidas Control 2026,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-adidas-metalbone-bag,bags,brand-adidas-padel,adidas,Metalbone Bag,current,,padel|bags|adidas|metalbone-bag|current,current,published,/images/padel/bags/adidas-metalbone-bag-hero.jpg,padelmq-suggest · adidas Metalbone Bag,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-adidas-multigame-backpack-2026,bags,brand-adidas-padel,adidas,Multigame Backpack 2026,2026,colorways collapsed,padel|bags|adidas|multigame-backpack-2026|2026|colorways-collapsed,current,draft,,,MEDIA_MISSING,,http://www.megapadel.store/cdn/shop/collections/adidasbolso.jpg?crop=center&height=1200&v=1738783608&width=1200,9,,no,REJECTED — low_score_9_logo_or_junk. No authentic registered hero; stays draft via media publish gate. Research hints: https://www.megapadel.store/en/collections/bolsos-adidas | https://www.megapadel.store/en/collections/bolsos-adidas
prod-adidas-multigame-2026,bags,brand-adidas-padel,adidas,Multigame 2026,2026,"colorways collapsed (Black/Red, Off White, Tonal Black)",padel|bags|adidas|multigame-2026|2026|colorways-collapsed-black-red-off-white-tonal-black,current,draft,,,MEDIA_MISSING,,http://www.megapadel.store/cdn/shop/collections/adidasbolso.jpg?crop=center&height=1200&v=1738783608&width=1200,9,,no,REJECTED — low_score_9_logo_or_junk. No authentic registered hero; stays draft via media publish gate. Research hints: https://www.megapadel.store/en/collections/bolsos-adidas | https://www.megapadel.store/en/collections/bolsos-adidas
prod-adidas-protour-backpack-2026,bags,brand-adidas-padel,adidas,ProTour Backpack 2026,2026,colorways collapsed,padel|bags|adidas|protour-backpack-2026|2026|colorways-collapsed,current,published,/images/padel/bags/adidas-protour-backpack-2026-hero.jpg,og:image · adidas ProTour Backpack 2026,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-adidas-tour,bags,brand-adidas-padel,adidas,Tour,current,,padel|bags|adidas|tour|current,current,published,/images/padel/bags/adidas-tour-hero.jpg,padelmq-suggest · adidas Tour,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-adidas-weekend,bags,brand-adidas-padel,adidas,Weekend,3.4,Black,padel|bags|adidas|weekend|3-4|black,current,draft,,,MEDIA_MISSING,,http://padelshop.com/cdn/shop/files/OG_image.png?v=1784186775,9,,no,REJECTED — low_score_9_logo_or_junk. No authentic registered hero; stays draft via media publish gate. Research hints: https://padelshop.com/collections/adidas-padel-bags | https://padelshop.com/collections/adidas-padel-bags
prod-babolat-backpack-kids,bags,brand-babolat-padel,babolat,Backpack Kids,current,,padel|bags|babolat|backpack-kids|current,current,draft,,,MEDIA_MISSING,,,0,,no,REJECTED_WRONG_PRODUCT — triage download failed visual identity check; hero revoked. Needs manufacturer PDP packshot. Research hints: https://www.babolat.com/us/padel/bags.html | https://www.babolat.com/us/padel/bags.html
prod-babolat-court-backpack-lite,bags,brand-babolat-padel,babolat,Court Backpack Lite,current,,padel|bags|babolat|court-backpack-lite|current,current,draft,,,MEDIA_MISSING,,https://www.babolat.com/on/demandware.static/Sites-babolateu-Site/-/default/dwfa354e25/images/logo.svg,59,,no,REJECTED — reresearch_failed_shared-hero hash collision for prod-babolat-court-backpack-lite: same bytes as /images/padel/grips/babolat-pro-tour-hero. No authentic registered hero; stays draft via media publish gate. Research hints: https://www.babolat.com/us/padel/bags.html | https://www.babolat.com/us/padel/bags.html
prod-babolat-rh-perf,bags,brand-babolat-padel,babolat,RH Perf,2nd gen / current,Silver/Black,padel|bags|babolat|rh-perf|2nd-gen-current|silver-black,current,published,/images/padel/bags/babolat-rh-perf-hero.jpg,og:image · babolat RH Perf,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-black-crown-spartan,bags,brand-black-crown,black-crown,Spartan,current,Black/Red,padel|bags|black-crown|spartan|current|black-red,current,published,/images/padel/bags/black-crown-spartan-hero.jpg,og:image · black-crown Spartan,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,yes,Hero registered in catalog/soft-goods media registry.
prod-black-crown-thunder,bags,brand-black-crown,black-crown,Thunder,2026,Black,padel|bags|black-crown|thunder|2026|black,current,published,/images/padel/bags/black-crown-thunder-hero.jpg,og:image · black-crown Thunder,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-black-crown-ultimate-pro-2-0,bags,brand-black-crown,black-crown,Ultimate Pro 2.0,2025,colorways collapsed (Black; Navy),padel|bags|black-crown|ultimate-pro-2-0|2025|colorways-collapsed-black-navy,current,published,/images/padel/bags/black-crown-ultimate-pro-2-0-hero.jpg,og:image · black-crown Ultimate Pro 2.0,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-bullpadel-advance-bpp26014,bags,brand-bullpadel,bullpadel,Advance BPP26014,2026,,padel|bags|bullpadel|advance-bpp26014|2026,current,published,/images/padel/bags/bullpadel-advance-bpp26014-hero.jpg,padelmq-suggest · bullpadel Advance BPP26014,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-bullpadel-casual-bpp26016,bags,brand-bullpadel,bullpadel,Casual BPP26016,2026,,padel|bags|bullpadel|casual-bpp26016|2026,current,published,/images/padel/bags/bullpadel-casual-bpp26016-hero.jpg,padelmq-suggest · bullpadel Casual BPP26016,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-bullpadel-elite-bpp26019,bags,brand-bullpadel,bullpadel,Elite BPP26019,2026,,padel|bags|bullpadel|elite-bpp26019|2026,current,published,/images/padel/bags/bullpadel-elite-bpp26019-hero.jpg,padelmq-suggest · bullpadel Elite BPP26019,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-bullpadel-hack-bpm26002,bags,brand-bullpadel,bullpadel,Hack BPM26002,2026,,padel|bags|bullpadel|hack-bpm26002|2026,current,published,/images/padel/bags/bullpadel-hack-bpm26002-hero.jpg,padelmq-suggest · bullpadel Hack BPM26002,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-bullpadel-icon-bpp26023,bags,brand-bullpadel,bullpadel,Icon BPP26023,2026,,padel|bags|bullpadel|icon-bpp26023|2026,current,published,/images/padel/bags/bullpadel-icon-bpp26023-hero.jpg,padelmq-suggest · bullpadel Icon BPP26023,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-bullpadel-ionic-bpp26005,bags,brand-bullpadel,bullpadel,Ionic BPP26005,2026,,padel|bags|bullpadel|ionic-bpp26005|2026,current,published,/images/padel/bags/bullpadel-ionic-bpp26005-hero.jpg,padelmq-suggest · bullpadel Ionic BPP26005,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-bullpadel-neuron-bpm26020,bags,brand-bullpadel,bullpadel,Neuron BPM26020,2026,,padel|bags|bullpadel|neuron-bpm26020|2026,current,published,/images/padel/bags/bullpadel-neuron-bpm26020-hero.jpg,padelmq-suggest · bullpadel Neuron BPM26020,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
prod-bullpadel-neuron-bpp26020,bags,brand-bullpadel,bullpadel,Neuron BPP26020,2026,,padel|bags|bullpadel|neuron-bpp26020|2026,current,draft,,,MEDIA_MISSING,,https://cdn.shopify.com/s/files/1/0881/5132/7069/files/bullpadel-neuron-2025-padelracket-pro.1.jpg?v=1754740471,99,,no,REJECTED — shared-hero_collision. No authentic registered hero; stays draft via media publish gate. Research hints: https://www.bullpadel.com/gb/36-padel-bags | https://padelmarket.com/en/collections/bags-bullpadel
prod-bullpadel-pearl-bpm27017,bags,brand-bullpadel,bullpadel,Pearl BPM27017,2026,,padel|bags|bullpadel|pearl-bpm27017|2026,current,published,/images/padel/bags/bullpadel-pearl-bpm27017-hero.jpg,padelmq-suggest · bullpadel Pearl BPM27017,MEDIA_VERIFIED,,,95,registered_hero;padel_namespace;authentic_gate,no,Hero registered in catalog/soft-goods media registry.
