review,section,media,role,HTTP,naturalWidth,rendered,fallback,duplicate,result
babolat-technical-viper-3-0,sec-value,,none,n/a,0,false,omit,false,OK_OMIT
babolat-technical-viper-3-0,sec-methodology,,none,n/a,0,false,omit,false,OK_OMIT
babolat-technical-viper-3-0,sec-sources,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-pr-comfort-soft,sec-overview,/images/padel/products/kuikma-pr-comfort-soft/gallery/kuikma-pr-comfort-soft-angle.jpg,section,200,1,true,dedicated_or_gallery,false,OK
kuikma-pr-comfort-soft,sec-usecase,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-pr-comfort-soft,sec-tradeoffs,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-pr-comfort-soft,sec-construction,/images/padel/products/kuikma-pr-comfort-soft/gallery/kuikma-pr-comfort-soft-detail.jpg,construction,200,1,true,dedicated_or_gallery,false,OK
kuikma-pr-comfort-soft,sec-shape,/images/padel/products/kuikma-pr-comfort-soft/gallery/kuikma-pr-comfort-soft-throat.jpg,section,200,1,true,dedicated_or_gallery,false,OK
kuikma-pr-comfort-soft,sec-power,/images/padel/products/kuikma-pr-comfort-soft/gallery/kuikma-pr-comfort-soft-head.jpg,section,200,1,true,dedicated_or_gallery,false,OK
kuikma-pr-comfort-soft,sec-control,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-pr-comfort-soft,sec-sweetspot,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-pr-comfort-soft,sec-maneuverability,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-pr-comfort-soft,sec-comfort,/images/padel/products/kuikma-pr-comfort-soft/gallery/kuikma-pr-comfort-soft-profile.jpg,section,200,1,true,dedicated_or_gallery,false,OK
kuikma-pr-comfort-soft,sec-spin,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-pr-comfort-soft,sec-defense,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-pr-comfort-soft,sec-net,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-pr-comfort-soft,sec-attack,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-pr-comfort-soft,sec-serve,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-pr-comfort-soft,sec-strengths,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-pr-comfort-soft,sec-weaknesses,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-pr-comfort-soft,sec-best-for,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-pr-comfort-soft,sec-not-ideal,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-pr-comfort-soft,sec-alternatives,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-pr-comfort-soft,sec-comparisons,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-pr-comfort-soft,sec-verified-specs,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-pr-comfort-soft,sec-value,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-pr-comfort-soft,sec-methodology,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-pr-comfort-soft,sec-sources,,none,n/a,0,false,omit,false,OK_OMIT
asics-gel-resolution-padel,sec-overview,,none,n/a,0,false,omit,false,OK_OMIT
asics-gel-resolution-padel,sec-verified-specs,,none,n/a,0,false,omit,false,OK_OMIT
asics-gel-resolution-padel,sec-traction,,none,n/a,0,false,omit,false,OK_OMIT
asics-gel-resolution-padel,sec-stability,,none,n/a,0,false,omit,false,OK_OMIT
asics-gel-resolution-padel,sec-court-feel,,none,n/a,0,false,omit,false,OK_OMIT
asics-gel-resolution-padel,sec-cushioning,,none,n/a,0,false,omit,false,OK_OMIT
asics-gel-resolution-padel,sec-support,,none,n/a,0,false,omit,false,OK_OMIT
asics-gel-resolution-padel,sec-fit,,none,n/a,0,false,omit,false,OK_OMIT
asics-gel-resolution-padel,sec-durability,,none,n/a,0,false,omit,false,OK_OMIT
asics-gel-resolution-padel,sec-comfort,,none,n/a,0,false,omit,false,OK_OMIT
asics-gel-resolution-padel,sec-strengths,,none,n/a,0,false,omit,false,OK_OMIT
asics-gel-resolution-padel,sec-tradeoffs,,none,n/a,0,false,omit,false,OK_OMIT
asics-gel-resolution-padel,sec-usecase,,none,n/a,0,false,omit,false,OK_OMIT
asics-gel-resolution-padel,sec-value,,none,n/a,0,false,omit,false,OK_OMIT
asics-gel-resolution-padel,sec-methodology,,none,n/a,0,false,omit,false,OK_OMIT
asics-gel-resolution-padel,sec-sources,,none,n/a,0,false,omit,false,OK_OMIT
adidas-crazyquick-boost-padel,sec-overview,,none,n/a,0,false,omit,false,OK_OMIT
adidas-crazyquick-boost-padel,sec-verified-specs,,none,n/a,0,false,omit,false,OK_OMIT
adidas-crazyquick-boost-padel,sec-traction,,none,n/a,0,false,omit,false,OK_OMIT
adidas-crazyquick-boost-padel,sec-stability,,none,n/a,0,false,omit,false,OK_OMIT
adidas-crazyquick-boost-padel,sec-court-feel,,none,n/a,0,false,omit,false,OK_OMIT
adidas-crazyquick-boost-padel,sec-cushioning,,none,n/a,0,false,omit,false,OK_OMIT
adidas-crazyquick-boost-padel,sec-support,,none,n/a,0,false,omit,false,OK_OMIT
adidas-crazyquick-boost-padel,sec-fit,,none,n/a,0,false,omit,false,OK_OMIT
adidas-crazyquick-boost-padel,sec-durability,,none,n/a,0,false,omit,false,OK_OMIT
adidas-crazyquick-boost-padel,sec-comfort,,none,n/a,0,false,omit,false,OK_OMIT
adidas-crazyquick-boost-padel,sec-strengths,,none,n/a,0,false,omit,false,OK_OMIT
adidas-crazyquick-boost-padel,sec-tradeoffs,,none,n/a,0,false,omit,false,OK_OMIT
adidas-crazyquick-boost-padel,sec-usecase,,none,n/a,0,false,omit,false,OK_OMIT
adidas-crazyquick-boost-padel,sec-value,,none,n/a,0,false,omit,false,OK_OMIT
adidas-crazyquick-boost-padel,sec-methodology,,none,n/a,0,false,omit,false,OK_OMIT
adidas-crazyquick-boost-padel,sec-sources,,none,n/a,0,false,omit,false,OK_OMIT
adidas-courtquick-padel,sec-overview,,none,n/a,0,false,omit,false,OK_OMIT
adidas-courtquick-padel,sec-verified-specs,,none,n/a,0,false,omit,false,OK_OMIT
adidas-courtquick-padel,sec-traction,,none,n/a,0,false,omit,false,OK_OMIT
adidas-courtquick-padel,sec-stability,,none,n/a,0,false,omit,false,OK_OMIT
adidas-courtquick-padel,sec-court-feel,,none,n/a,0,false,omit,false,OK_OMIT
adidas-courtquick-padel,sec-cushioning,,none,n/a,0,false,omit,false,OK_OMIT
adidas-courtquick-padel,sec-support,,none,n/a,0,false,omit,false,OK_OMIT
adidas-courtquick-padel,sec-fit,,none,n/a,0,false,omit,false,OK_OMIT
adidas-courtquick-padel,sec-durability,,none,n/a,0,false,omit,false,OK_OMIT
adidas-courtquick-padel,sec-comfort,,none,n/a,0,false,omit,false,OK_OMIT
adidas-courtquick-padel,sec-strengths,,none,n/a,0,false,omit,false,OK_OMIT
adidas-courtquick-padel,sec-tradeoffs,,none,n/a,0,false,omit,false,OK_OMIT
adidas-courtquick-padel,sec-usecase,,none,n/a,0,false,omit,false,OK_OMIT
adidas-courtquick-padel,sec-value,,none,n/a,0,false,omit,false,OK_OMIT
adidas-courtquick-padel,sec-methodology,,none,n/a,0,false,omit,false,OK_OMIT
adidas-courtquick-padel,sec-sources,,none,n/a,0,false,omit,false,OK_OMIT
joma-t-slam,sec-overview,/images/padel/products/joma-t-slam/gallery/joma-t-slam-lateral.jpg,section,200,1,true,dedicated_or_gallery,false,OK
joma-t-slam,sec-verified-specs,/images/padel/products/joma-t-slam/gallery/joma-t-slam-pair.jpg,section,200,1,true,dedicated_or_gallery,false,OK
joma-t-slam,sec-traction,,none,n/a,0,false,omit,false,OK_OMIT
joma-t-slam,sec-stability,,none,n/a,0,false,omit,false,OK_OMIT
joma-t-slam,sec-court-feel,,none,n/a,0,false,omit,false,OK_OMIT
joma-t-slam,sec-cushioning,,none,n/a,0,false,omit,false,OK_OMIT
joma-t-slam,sec-support,,none,n/a,0,false,omit,false,OK_OMIT
joma-t-slam,sec-fit,,none,n/a,0,false,omit,false,OK_OMIT
joma-t-slam,sec-durability,,none,n/a,0,false,omit,false,OK_OMIT
joma-t-slam,sec-comfort,,none,n/a,0,false,omit,false,OK_OMIT
joma-t-slam,sec-strengths,,none,n/a,0,false,omit,false,OK_OMIT
joma-t-slam,sec-tradeoffs,,none,n/a,0,false,omit,false,OK_OMIT
joma-t-slam,sec-usecase,,none,n/a,0,false,omit,false,OK_OMIT
joma-t-slam,sec-value,,none,n/a,0,false,omit,false,OK_OMIT
joma-t-slam,sec-methodology,,none,n/a,0,false,omit,false,OK_OMIT
joma-t-slam,sec-sources,,none,n/a,0,false,omit,false,OK_OMIT
babolat-jet-premura,sec-overview,,none,n/a,0,false,omit,false,OK_OMIT
babolat-jet-premura,sec-verified-specs,,none,n/a,0,false,omit,false,OK_OMIT
babolat-jet-premura,sec-traction,,none,n/a,0,false,omit,false,OK_OMIT
babolat-jet-premura,sec-stability,,none,n/a,0,false,omit,false,OK_OMIT
babolat-jet-premura,sec-court-feel,,none,n/a,0,false,omit,false,OK_OMIT
babolat-jet-premura,sec-cushioning,,none,n/a,0,false,omit,false,OK_OMIT
babolat-jet-premura,sec-support,,none,n/a,0,false,omit,false,OK_OMIT
babolat-jet-premura,sec-fit,,none,n/a,0,false,omit,false,OK_OMIT
babolat-jet-premura,sec-durability,,none,n/a,0,false,omit,false,OK_OMIT
babolat-jet-premura,sec-comfort,,none,n/a,0,false,omit,false,OK_OMIT
babolat-jet-premura,sec-strengths,,none,n/a,0,false,omit,false,OK_OMIT
babolat-jet-premura,sec-tradeoffs,,none,n/a,0,false,omit,false,OK_OMIT
babolat-jet-premura,sec-usecase,,none,n/a,0,false,omit,false,OK_OMIT
babolat-jet-premura,sec-value,,none,n/a,0,false,omit,false,OK_OMIT
babolat-jet-premura,sec-methodology,,none,n/a,0,false,omit,false,OK_OMIT
babolat-jet-premura,sec-sources,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-lux,sec-overview,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-lux,sec-verified-specs,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-lux,sec-traction,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-lux,sec-stability,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-lux,sec-court-feel,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-lux,sec-cushioning,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-lux,sec-support,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-lux,sec-fit,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-lux,sec-durability,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-lux,sec-comfort,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-lux,sec-strengths,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-lux,sec-tradeoffs,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-lux,sec-usecase,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-lux,sec-value,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-lux,sec-methodology,,none,n/a,0,false,omit,false,OK_OMIT
nox-at10-lux,sec-sources,,none,n/a,0,false,omit,false,OK_OMIT
head-sprint-pro-4-padel,sec-overview,,none,n/a,0,false,omit,false,OK_OMIT
head-sprint-pro-4-padel,sec-verified-specs,,none,n/a,0,false,omit,false,OK_OMIT
head-sprint-pro-4-padel,sec-traction,,none,n/a,0,false,omit,false,OK_OMIT
head-sprint-pro-4-padel,sec-stability,,none,n/a,0,false,omit,false,OK_OMIT
head-sprint-pro-4-padel,sec-court-feel,,none,n/a,0,false,omit,false,OK_OMIT
head-sprint-pro-4-padel,sec-cushioning,,none,n/a,0,false,omit,false,OK_OMIT
head-sprint-pro-4-padel,sec-support,,none,n/a,0,false,omit,false,OK_OMIT
head-sprint-pro-4-padel,sec-fit,,none,n/a,0,false,omit,false,OK_OMIT
head-sprint-pro-4-padel,sec-durability,,none,n/a,0,false,omit,false,OK_OMIT
head-sprint-pro-4-padel,sec-comfort,,none,n/a,0,false,omit,false,OK_OMIT
head-sprint-pro-4-padel,sec-strengths,,none,n/a,0,false,omit,false,OK_OMIT
head-sprint-pro-4-padel,sec-tradeoffs,,none,n/a,0,false,omit,false,OK_OMIT
head-sprint-pro-4-padel,sec-usecase,,none,n/a,0,false,omit,false,OK_OMIT
head-sprint-pro-4-padel,sec-value,,none,n/a,0,false,omit,false,OK_OMIT
head-sprint-pro-4-padel,sec-methodology,,none,n/a,0,false,omit,false,OK_OMIT
head-sprint-pro-4-padel,sec-sources,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-ps-990,sec-overview,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-ps-990,sec-verified-specs,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-ps-990,sec-traction,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-ps-990,sec-stability,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-ps-990,sec-court-feel,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-ps-990,sec-cushioning,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-ps-990,sec-support,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-ps-990,sec-fit,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-ps-990,sec-durability,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-ps-990,sec-comfort,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-ps-990,sec-strengths,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-ps-990,sec-tradeoffs,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-ps-990,sec-usecase,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-ps-990,sec-value,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-ps-990,sec-methodology,,none,n/a,0,false,omit,false,OK_OMIT
kuikma-ps-990,sec-sources,,none,n/a,0,false,omit,false,OK_OMIT
wilson-padel-overgrip-pack,sec-overview,,none,n/a,0,false,omit,false,OK_OMIT
wilson-padel-overgrip-pack,sec-verified-specs,/images/padel/products/wilson-padel-overgrip-pack/gallery/wilson-padel-overgrip-material.jpg,section,200,1,true,dedicated_or_gallery,false,OK
wilson-padel-overgrip-pack,sec-fit,,none,n/a,0,false,omit,false,OK_OMIT
wilson-padel-overgrip-pack,sec-comfort,,none,n/a,0,false,omit,false,OK_OMIT
wilson-padel-overgrip-pack,sec-durability,,none,n/a,0,false,omit,false,OK_OMIT
wilson-padel-overgrip-pack,sec-strengths,,none,n/a,0,false,omit,false,OK_OMIT
wilson-padel-overgrip-pack,sec-tradeoffs,,none,n/a,0,false,omit,false,OK_OMIT
wilson-padel-overgrip-pack,sec-usecase,,none,n/a,0,false,omit,false,OK_OMIT
wilson-padel-overgrip-pack,sec-value,,none,n/a,0,false,omit,false,OK_OMIT
wilson-padel-overgrip-pack,sec-methodology,,none,n/a,0,false,omit,false,OK_OMIT
wilson-padel-overgrip-pack,sec-sources,,none,n/a,0,false,omit,false,OK_OMIT
hesacore-padel-grip,sec-overview,,none,n/a,0,false,omit,false,OK_OMIT
hesacore-padel-grip,sec-verified-specs,,none,n/a,0,false,omit,false,OK_OMIT
hesacore-padel-grip,sec-fit,,none,n/a,0,false,omit,false,OK_OMIT
hesacore-padel-grip,sec-comfort,,none,n/a,0,false,omit,false,OK_OMIT
hesacore-padel-grip,sec-durability,,none,n/a,0,false,omit,false,OK_OMIT
hesacore-padel-grip,sec-strengths,,none,n/a,0,false,omit,false,OK_OMIT
hesacore-padel-grip,sec-tradeoffs,,none,n/a,0,false,omit,false,OK_OMIT
hesacore-padel-grip,sec-usecase,,none,n/a,0,false,omit,false,OK_OMIT
hesacore-padel-grip,sec-value,,none,n/a,0,false,omit,false,OK_OMIT
hesacore-padel-grip,sec-methodology,,none,n/a,0,false,omit,false,OK_OMIT
hesacore-padel-grip,sec-sources,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-hac-overgrip,sec-overview,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-hac-overgrip,sec-verified-specs,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-hac-overgrip,sec-fit,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-hac-overgrip,sec-comfort,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-hac-overgrip,sec-durability,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-hac-overgrip,sec-strengths,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-hac-overgrip,sec-tradeoffs,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-hac-overgrip,sec-usecase,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-hac-overgrip,sec-value,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-hac-overgrip,sec-methodology,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-hac-overgrip,sec-sources,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-pascal-box-3b,sec-overview,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-pascal-box-3b,sec-verified-specs,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-pascal-box-3b,sec-mechanism,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-pascal-box-3b,sec-fit,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-pascal-box-3b,sec-durability,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-pascal-box-3b,sec-strengths,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-pascal-box-3b,sec-tradeoffs,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-pascal-box-3b,sec-usecase,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-pascal-box-3b,sec-value,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-pascal-box-3b,sec-methodology,,none,n/a,0,false,omit,false,OK_OMIT
bullpadel-pascal-box-3b,sec-sources,,none,n/a,0,false,omit,false,OK_OMIT
