slug,group,vertical,categoryId,quality,clusterClass,maxPeerSimilarity,nearestPeer,editorialReady,eligReasons
gravity-fitness-pull-up-station,VERTICAL_HOLD_ONLY,Fitness,cat-pull-up-bars,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.694,pullup-and-dip-wall-bar,true,vertical_hold
gravity-fitness-weighted-vest,DUPLICATIVE,HYROX,cat-weighted-vests,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.808,rogue-plate-carrier-vest,false,vertical_hold
gu-energy-chews,DUPLICATIVE,Running,cat-nutrition,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.803,veloforte-energy-chews,false,content_uniqueness_hold|decisionScore=100|words=2850|quality_not_launch_ready
gu-roctane-gel,DUPLICATIVE,Running,cat-nutrition,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.790,neversecond-c30-gel,false,content_uniqueness_hold|decisionScore=100|words=2947|quality_not_launch_ready
head-coello-pro-2026,DUPLICATIVE,Padel,cat-padel-rackets,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.872,lok-maxx-flow,false,vertical_hold
head-extreme-motion-2026,VERTICAL_HOLD_ONLY,Padel,cat-padel-rackets,LAUNCH_READY,NEEDS_DIFFERENTIATION,0.794,bullpadel-vertex-04,true,vertical_hold
head-extreme-pro-padel-2026,VERTICAL_HOLD_ONLY,Padel,cat-padel-rackets,LAUNCH_READY,NEEDS_DIFFERENTIATION,0.795,babolat-technical-viper-2026,true,vertical_hold
head-radical-mp-2023,DUPLICATIVE,Tennis,cat-tennis-rackets,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.846,babolat-pure-drive-2025,false,vertical_hold
head-revolt-pro-court,DUPLICATIVE,Padel,cat-padel-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.846,adidas-crazyquick-boost-padel,false,vertical_hold
head-speed-mp-2024,DUPLICATIVE,Tennis,cat-tennis-rackets,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.888,wilson-clash-100-v2,false,vertical_hold
head-speed-mp-2026,VERTICAL_HOLD_ONLY,Tennis,cat-tennis-rackets,LAUNCH_READY,NEEDS_DIFFERENTIATION,0.776,tecnifibre-tfight-300s-2025,true,vertical_hold
head-sprint-pro-4-padel,DUPLICATIVE,Padel,cat-padel-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.889,babolat-sensa-women,false,vertical_hold
high5-energy-gel,DUPLICATIVE,Running,cat-nutrition,DUPLICATIVE,TEMPLATE_SIMILAR_ACCEPTABLE,0.676,saltstick-caps,false,content_uniqueness_hold|decisionScore=100|words=3118|quality_not_launch_ready
hoka-arahi-7,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.812,asics-gt-1000-13,false,content_uniqueness_hold|decisionScore=100|words=3626|quality_not_launch_ready
hoka-bondi-8,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.833,brooks-ghost-16,false,content_uniqueness_hold|decisionScore=100|words=3535|quality_not_launch_ready
hoka-clifton-9,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.814,asics-novablast-4,false,content_uniqueness_hold|decisionScore=100|words=3559|quality_not_launch_ready
hoka-clifton-pro,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.829,altra-torin-8,false,content_uniqueness_hold|decisionScore=100|words=3476|quality_not_launch_ready
hoka-gaviota-5,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.850,saucony-guide-18,false,content_uniqueness_hold|decisionScore=100|words=3628|quality_not_launch_ready
hoka-mach-6,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.809,adidas-adizero-evo-sl,false,content_uniqueness_hold|decisionScore=100|words=3571|quality_not_launch_ready
hoka-transport,DUPLICATIVE,Fitness,cat-training-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.837,asics-gel-quantum-360-8,false,vertical_hold
horizon-t202-treadmill,DUPLICATIVE,HYROX,cat-treadmills,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.805,mirafit-folding-treadmill,false,vertical_hold
huma-gel-original,DUPLICATIVE,Running,cat-nutrition,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.801,enervit-c2-1-carbo-gel,false,content_uniqueness_hold|decisionScore=100|words=2785|quality_not_launch_ready
hydrapak-contour-2l,DUPLICATIVE,Running,cat-hydration,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.804,salomon-soft-reservoir-15,false,content_uniqueness_hold|decisionScore=100|words=2796|quality_not_launch_ready
hydrapak-skyflask-speed-500,DUPLICATIVE,Running,cat-hydration,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.792,salomon-soft-reservoir-15,false,content_uniqueness_hold|decisionScore=100|words=3069|quality_not_launch_ready
hydrapak-softflask-500,DUPLICATIVE,Running,cat-hydration,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.778,salomon-soft-flask-500,false,content_uniqueness_hold|decisionScore=100|words=2621|quality_not_launch_ready
hydrapak-tube-kit,DUPLICATIVE,Running,cat-hydration,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.755,osprey-hydraulics-lt-15,false,content_uniqueness_hold|decisionScore=100|words=2722|quality_not_launch_ready
hydrow-wave,DUPLICATIVE,HYROX,cat-rowing-machines,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.804,waterrower-a1,false,vertical_hold
hyperice-hypervolt-go-2,DUPLICATIVE,Fitness,cat-recovery-gear,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.738,cep-calf-sleeves-3,false,content_uniqueness_hold|decisionScore=100|words=2557|quality_not_launch_ready
inov8-f-lite-235-v3,DUPLICATIVE,HYROX,cat-training-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.838,adidas-adipower-weightlifting-2,false,vertical_hold
inov8-f-lite-260,DUPLICATIVE,HYROX,cat-training-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.796,reebok-nano-court,false,vertical_hold
inov8-fastlift-360,DUPLICATIVE,Fitness,cat-training-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.863,reebok-nano-x4,false,vertical_hold
inov8-fastlift-400,DUPLICATIVE,Fitness,cat-training-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.812,nike-romaleos-5,false,vertical_hold
inov8-fastlift-power-g-380,DUPLICATIVE,Fitness,cat-training-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.808,nb-minimus-tr,false,vertical_hold
inov8-trailfly-ultra-g-300-max,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.816,asics-gel-trabuco-13,false,content_uniqueness_hold|decisionScore=100|words=3703|quality_not_launch_ready
janji-multi-short-men,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.786,nike-dri-fit-miler-women,false,content_uniqueness_hold|decisionScore=100|words=2892|quality_not_launch_ready
janji-pace-short-women,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.784,brooks-notch-thermal-beanie,false,content_uniqueness_hold|decisionScore=100|words=2850|quality_not_launch_ready
janji-rainrunner-men,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.808,salomon-bonatti-wp-men,false,content_uniqueness_hold|decisionScore=100|words=2729|quality_not_launch_ready
janji-run-tee-men,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.796,nike-dri-fit-miler-women,false,content_uniqueness_hold|decisionScore=100|words=2646|quality_not_launch_ready
joma-slam-lady,DUPLICATIVE,Padel,cat-padel-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.851,adidas-courtstabil-padel,false,vertical_hold
joma-spin-men,DUPLICATIVE,Padel,cat-padel-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.846,babolat-sensa-women,false,vertical_hold
joma-t-slam,DUPLICATIVE,Padel,cat-padel-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.853,bullpadel-hybrid-fly,false,vertical_hold
julbo-aerolite,DUPLICATIVE,Running,cat-sunglasses,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.801,goodr-ogs,false,content_uniqueness_hold|decisionScore=100|words=2510|quality_not_launch_ready
julbo-rush,DUPLICATIVE,Running,cat-sunglasses,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.795,oakley-sutro-lite,false,content_uniqueness_hold|decisionScore=100|words=2755|quality_not_launch_ready
k-swiss-hypercourt-express-2,DUPLICATIVE,Padel,cat-tennis-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.854,babolat-jet-mach-3,false,vertical_hold
k-swiss-ultrashot-3,DUPLICATIVE,Padel,cat-tennis-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.833,adidas-solematch-control-2,false,vertical_hold
kuikma-pr-soft-500,DUPLICATIVE,Padel,cat-padel-rackets,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.857,wilson-blade-pro-v2-padel-2026,false,vertical_hold
kuikma-ps-990,DUPLICATIVE,Padel,cat-padel-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.848,adidas-courtquick-padel-women,false,vertical_hold
lok-maxx-flow,DUPLICATIVE,Padel,cat-padel-rackets,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.872,head-coello-pro-2026,false,vertical_hold
lululemon-strongfeel,DUPLICATIVE,Fitness,cat-training-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.840,ua-tribase-reign-6,false,vertical_hold
mirafit-air-bike,DUPLICATIVE,HYROX,cat-air-bikes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.840,schwinn-airdyne-ad8,false,vertical_hold
mirafit-battle-rope,DUPLICATIVE,HYROX,cat-functional-fitness,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.811,rogue-sandbag,false,vertical_hold
mirafit-bumper-plate-set,VERTICAL_HOLD_ONLY,Fitness,cat-weight-plates,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.672,rep-black-bumper-plate-set,true,vertical_hold
mirafit-cast-iron-kettlebell,VERTICAL_HOLD_ONLY,HYROX,cat-kettlebells,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.674,eleiko-kettlebell,true,vertical_hold
mirafit-fid-adjustable-bench,VERTICAL_HOLD_ONLY,Fitness,cat-weight-benches,LAUNCH_READY,NEEDS_DIFFERENTIATION,0.758,atx-fid-bench,true,vertical_hold
mirafit-folding-rower,DUPLICATIVE,HYROX,cat-rowing-machines,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.835,mirafit-magnetic-rower,false,vertical_hold
mirafit-folding-treadmill,DUPLICATIVE,HYROX,cat-treadmills,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.805,horizon-t202-treadmill,false,content_uniqueness_hold|decisionScore=100|words=2610|quality_not_launch_ready
mirafit-gym-mats,VERTICAL_HOLD_ONLY,Fitness,cat-gym-flooring,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.616,rogue-flogging-horse-stall-mat-note,true,vertical_hold
mirafit-m3-power-rack,DUPLICATIVE,Fitness,cat-power-racks,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.768,mirafit-m4-cage,false,vertical_hold
mirafit-m4-cage,DUPLICATIVE,Fitness,cat-power-racks,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.771,rep-pr-4000,false,vertical_hold
mirafit-magnetic-rower,DUPLICATIVE,HYROX,cat-rowing-machines,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.862,concept2-rowerg-dynamic,false,vertical_hold
mirafit-olympic-barbell,DUPLICATIVE,Fitness,cat-barbells,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.778,rogue-ohio-bar,false,vertical_hold
mirafit-wall-pull-up-bar,VERTICAL_HOLD_ONLY,Fitness,cat-pull-up-bars,LAUNCH_READY,NEEDS_DIFFERENTIATION,0.767,gornation-premium-pull-up-bar,true,vertical_hold
mirafit-weighted-vest,DUPLICATIVE,HYROX,cat-weighted-vests,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.732,rogue-plate-carrier-vest,false,vertical_hold
mizuno-wave-rebellion-pro-3,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,DUPLICATIVE,0.913,saucony-endorphin-pro-4,false,content_uniqueness_hold|decisionScore=100|words=3615|quality_not_launch_ready
mizuno-wave-rider-28,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.818,brooks-ghost-16,false,content_uniqueness_hold|decisionScore=100|words=3548|quality_not_launch_ready
naked-running-band,DUPLICATIVE,Running,cat-running-belts,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.773,nathan-zipster-lite,false,content_uniqueness_hold|decisionScore=100|words=2682|quality_not_launch_ready
nathan-exoshot-2,DUPLICATIVE,Running,cat-hydration,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.729,hydrapak-softflask-500,false,content_uniqueness_hold|decisionScore=100|words=2536|quality_not_launch_ready
nathan-mirage-pak,DUPLICATIVE,Running,cat-running-belts,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.756,spibelt-original,false,content_uniqueness_hold|decisionScore=100|words=2559|quality_not_launch_ready
nathan-softflask-18oz,DUPLICATIVE,Running,cat-hydration,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.810,salomon-soft-reservoir-15,false,content_uniqueness_hold|decisionScore=100|words=2842|quality_not_launch_ready
nathan-zipster-lite,DUPLICATIVE,Running,cat-running-belts,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.773,naked-running-band,false,content_uniqueness_hold|decisionScore=100|words=2788|quality_not_launch_ready
nb-minimus-tr,DUPLICATIVE,Fitness,cat-training-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.815,reebok-nano-court,false,vertical_hold
neversecond-c30-gel,DUPLICATIVE,Running,cat-nutrition,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.814,powerbar-energize,false,content_uniqueness_hold|decisionScore=100|words=2911|quality_not_launch_ready
new-balance-fresh-foam-x-1080-v13,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.793,brooks-glycerin-21,false,content_uniqueness_hold|decisionScore=100|words=3664|quality_not_launch_ready
new-balance-fresh-foam-x-1080-v14,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.865,asics-gel-nimbus-27,false,content_uniqueness_hold|decisionScore=100|words=3764|quality_not_launch_ready
new-balance-fresh-foam-x-hierro-v9,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.797,asics-gel-trabuco-13,false,content_uniqueness_hold|decisionScore=100|words=3693|quality_not_launch_ready
new-balance-fuelcell-rebel-v5,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.849,asics-gel-nimbus-27,false,content_uniqueness_hold|decisionScore=100|words=3609|quality_not_launch_ready
new-balance-fuelcell-supercomp-elite-v4,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.857,mizuno-wave-rebellion-pro-3,false,content_uniqueness_hold|decisionScore=100|words=3608|quality_not_launch_ready
new-balance-fuelcell-supercomp-trainer-v3,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.783,puma-deviate-nitro-3,false,content_uniqueness_hold|decisionScore=100|words=3639|quality_not_launch_ready
nike-aerobill-cap,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.787,nike-fast-tight-men,false,content_uniqueness_hold|decisionScore=100|words=2992|quality_not_launch_ready
nike-aeroswift-singlet-men,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.828,craft-adv-lumen-glove,false,content_uniqueness_hold|decisionScore=100|words=2694|quality_not_launch_ready
nike-court-vapor-pro-3,VERTICAL_HOLD_ONLY,Padel,cat-tennis-shoes,LAUNCH_READY,NEEDS_DIFFERENTIATION,0.743,adidas-barricade-13,true,vertical_hold
nike-dri-fit-miler-men,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.800,janji-rainrunner-men,false,content_uniqueness_hold|decisionScore=100|words=2670|quality_not_launch_ready
nike-dri-fit-miler-women,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.796,janji-run-tee-men,false,content_uniqueness_hold|decisionScore=100|words=2709|quality_not_launch_ready
nike-dri-fit-stride-short,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.799,tracksmith-turnover-tight-women,false,content_uniqueness_hold|decisionScore=100|words=2641|quality_not_launch_ready
nike-fast-tight-men,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.838,brooks-notch-thermal-beanie,false,content_uniqueness_hold|decisionScore=100|words=2721|quality_not_launch_ready
nike-free-metcon-6,DUPLICATIVE,HYROX,cat-training-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.874,nobull-trainer,false,vertical_hold
nike-invincible-3,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.818,hoka-bondi-8,false,content_uniqueness_hold|decisionScore=100|words=3483|quality_not_launch_ready
nike-metcon-8,DUPLICATIVE,HYROX,cat-training-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.829,adidas-powerlift-5,false,vertical_hold
nike-metcon-9,DUPLICATIVE,HYROX,cat-training-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.858,ua-tribase-reign-6,false,vertical_hold
nike-pegasus-41,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.779,asics-novablast-4,false,content_uniqueness_hold|decisionScore=100|words=3557|quality_not_launch_ready
nike-pegasus-trail-5,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.860,salomon-ultra-glide-2,false,content_uniqueness_hold|decisionScore=100|words=3609|quality_not_launch_ready
nike-react-infinity-run-4,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.789,adidas-terrex-agravic-3,false,content_uniqueness_hold|decisionScore=100|words=3617|quality_not_launch_ready
nike-romaleos-4,DUPLICATIVE,Fitness,cat-training-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.859,puma-fuse-fasted,false,vertical_hold
nike-romaleos-5,DUPLICATIVE,Fitness,cat-training-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.863,tyr-cxt-2,false,vertical_hold
nike-savaleos,DUPLICATIVE,Fitness,cat-training-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.821,reebok-lifter-pr-iii,false,vertical_hold
nike-structure-26,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.876,nike-structure-plus,false,content_uniqueness_hold|decisionScore=100|words=3543|quality_not_launch_ready
nike-structure-plus,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.876,nike-structure-26,false,content_uniqueness_hold|decisionScore=100|words=3653|quality_not_launch_ready
nike-swoosh-medium-support,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.771,patagonia-capilene-cool-daily-men,false,content_uniqueness_hold|decisionScore=100|words=2810|quality_not_launch_ready
nnormal-race-vest,DUPLICATIVE,Running,cat-packs-vests,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.871,osprey-duro-lt,false,content_uniqueness_hold|decisionScore=100|words=2784|quality_not_launch_ready
nobull-outwork,DUPLICATIVE,HYROX,cat-training-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.863,inov8-fastlift-360,false,vertical_hold
nobull-trainer,DUPLICATIVE,HYROX,cat-training-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.874,nike-free-metcon-6,false,vertical_hold
nobull-trainer-plus,DUPLICATIVE,HYROX,cat-training-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.843,reebok-legacy-lifter-iii,false,vertical_hold
nox-at10-genius-12k-alum-xtrem-2026,DUPLICATIVE,Padel,cat-padel-rackets,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.813,royal-padel-m27-poly-2026,false,vertical_hold
nox-at10-genius-18k-2026,DUPLICATIVE,Padel,cat-padel-rackets,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.850,babolat-counter-viper-2026,false,vertical_hold
nox-at10-lux,DUPLICATIVE,Padel,cat-padel-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.853,babolat-jet-premura,false,vertical_hold
nox-ml10-hexa,DUPLICATIVE,Padel,cat-padel-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.851,adidas-courtstabil-padel,false,vertical_hold
nox-ml10-pro-cup-2026,DUPLICATIVE,Padel,cat-padel-rackets,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.837,kuikma-pr-soft-500,false,vertical_hold
nuobell-50,DUPLICATIVE,Fitness,cat-adjustable-dumbbells,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.796,bowflex-selecttech-1090,false,vertical_hold
nuobell-80,DUPLICATIVE,Fitness,cat-adjustable-dumbbells,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.855,powerblock-pro-series-50,false,vertical_hold
nuun-sport,DUPLICATIVE,Running,cat-nutrition,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.775,precision-ph1500,false,content_uniqueness_hold|decisionScore=100|words=3033|quality_not_launch_ready
oakley-encoder,DUPLICATIVE,Running,cat-sunglasses,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.815,oakley-radar-ev-path,false,content_uniqueness_hold|decisionScore=100|words=2467|quality_not_launch_ready
oakley-flak-2-0-xl,DUPLICATIVE,Running,cat-sunglasses,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.808,tifosi-rail,false,content_uniqueness_hold|decisionScore=100|words=3053|quality_not_launch_ready
oakley-radar-ev-path,DUPLICATIVE,Running,cat-sunglasses,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.815,oakley-encoder,false,content_uniqueness_hold|decisionScore=100|words=2788|quality_not_launch_ready
oakley-sutro-lite,DUPLICATIVE,Running,cat-sunglasses,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.795,julbo-rush,false,content_uniqueness_hold|decisionScore=100|words=2747|quality_not_launch_ready
odlo-active-warm-eco-men,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.792,craft-adv-lumen-glove,false,content_uniqueness_hold|decisionScore=100|words=2839|quality_not_launch_ready
on-cloudmonster-2,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.840,on-cloudsurfer-next,false,content_uniqueness_hold|decisionScore=100|words=3566|quality_not_launch_ready
on-cloudsurfer-2,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.769,on-cloudmonster-2,false,content_uniqueness_hold|decisionScore=100|words=3530|quality_not_launch_ready
on-cloudsurfer-next,DUPLICATIVE,Running,cat-running-shoes,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.840,on-cloudmonster-2,false,content_uniqueness_hold|decisionScore=100|words=3521|quality_not_launch_ready
on-performance-short-men,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,TEMPLATE_SIMILAR_ACCEPTABLE,0.717,on-performance-tight-women,false,content_uniqueness_hold|decisionScore=100|words=2709|quality_not_launch_ready
on-performance-tight-women,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,TEMPLATE_SIMILAR_ACCEPTABLE,0.717,on-performance-short-men,false,content_uniqueness_hold|decisionScore=100|words=2712|quality_not_launch_ready
on-ultra-vest-pro,DUPLICATIVE,Running,cat-packs-vests,DUPLICATIVE,TEMPLATE_SIMILAR_ACCEPTABLE,0.696,black-diamond-distance-8,false,content_uniqueness_hold|decisionScore=100|words=3026|quality_not_launch_ready
on-weather-jacket-men,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,TEMPLATE_SIMILAR_ACCEPTABLE,0.716,brooks-notch-thermal-men,false,content_uniqueness_hold|decisionScore=100|words=2689|quality_not_launch_ready
oofos-oolala,DUPLICATIVE,Recovery,cat-recovery-gear,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.797,oofos-ooriginal,false,content_uniqueness_hold|decisionScore=100|words=2848|quality_not_launch_ready
oofos-ooriginal,DUPLICATIVE,Recovery,cat-recovery-gear,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.797,oofos-oolala,false,content_uniqueness_hold|decisionScore=100|words=2540|quality_not_launch_ready
osprey-duro-lt,DUPLICATIVE,Running,cat-packs-vests,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.871,nnormal-race-vest,false,content_uniqueness_hold|decisionScore=100|words=2743|quality_not_launch_ready
osprey-dyna-lt,DUPLICATIVE,Running,cat-packs-vests,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.815,osprey-duro-lt,false,content_uniqueness_hold|decisionScore=100|words=2801|quality_not_launch_ready
osprey-hydraulics-lt-15,DUPLICATIVE,Running,cat-hydration,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.755,hydrapak-tube-kit,false,content_uniqueness_hold|decisionScore=100|words=3022|quality_not_launch_ready
oxdog-sense-pro,VERTICAL_HOLD_ONLY,Padel,cat-padel-rackets,LAUNCH_READY,NEEDS_DIFFERENTIATION,0.814,kuikma-pr-soft-500,true,vertical_hold
patagonia-capilene-cool-daily-men,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.780,adidas-own-the-run-tee-men,false,content_uniqueness_hold|decisionScore=100|words=2747|quality_not_launch_ready
patagonia-capilene-midweight-zip-men,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.814,salomon-bonatti-wp-men,false,content_uniqueness_hold|decisionScore=100|words=2681|quality_not_launch_ready
patagonia-endless-run-tight-women,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.785,buff-original,false,content_uniqueness_hold|decisionScore=100|words=2697|quality_not_launch_ready
patagonia-trailfarer-short-women,DUPLICATIVE,Running,cat-running-clothing,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.753,janji-pace-short-women,false,content_uniqueness_hold|decisionScore=100|words=2710|quality_not_launch_ready
polar-h9,DUPLICATIVE,HYROX,cat-hrm,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.845,wahoo-trackr,false,content_uniqueness_hold|decisionScore=100|words=2665|quality_not_launch_ready
polar-pacer-pro,DUPLICATIVE,Running,cat-gps-watches,DUPLICATIVE,NEEDS_DIFFERENTIATION,0.821,garmin-forerunner-570,false,content_uniqueness_hold|decisionScore=100|words=2602|quality_not_launch_ready
