url,pageType,sport,publicationStatus,qualityStatus,launchEligibility,robots,canonical,inSitemap,inboundLinks,reason
/products/garmin-vivoactive-6,Product,"sport-running,sport-cycling,sport-swimming,sport-training",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/garmin-vivoactive-6,yes,,decisionScore=100
/products/garmin-vivoactive-6/alternatives,Alternatives,"sport-running,sport-cycling,sport-swimming,sport-training",published,N/A,INDEXABLE,"index,follow",/products/garmin-vivoactive-6/alternatives,yes,,alternatives_ok
/products/garmin-forerunner-265s,Product,"sport-running,sport-cycling,sport-swimming",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/garmin-forerunner-265s,yes,,decisionScore=100
/products/garmin-forerunner-265s/alternatives,Alternatives,"sport-running,sport-cycling,sport-swimming",published,N/A,INDEXABLE,"index,follow",/products/garmin-forerunner-265s/alternatives,yes,,alternatives_ok
/products/garmin-epix-pro-gen-2,Product,"sport-running,sport-cycling,sport-swimming",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/garmin-epix-pro-gen-2,yes,,decisionScore=100
/products/garmin-epix-pro-gen-2/alternatives,Alternatives,"sport-running,sport-cycling,sport-swimming",published,N/A,INDEXABLE,"index,follow",/products/garmin-epix-pro-gen-2/alternatives,yes,,alternatives_ok
/products/coros-apex-4,Product,"sport-running,sport-cycling",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/coros-apex-4,yes,,decisionScore=100
/products/coros-apex-4/alternatives,Alternatives,"sport-running,sport-cycling",published,N/A,INDEXABLE,"index,follow",/products/coros-apex-4/alternatives,yes,,alternatives_ok
/products/coros-pace-4,Product,"sport-running,sport-cycling,sport-swimming",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/coros-pace-4,yes,,decisionScore=100
/products/coros-pace-4/alternatives,Alternatives,"sport-running,sport-cycling,sport-swimming",published,N/A,INDEXABLE,"index,follow",/products/coros-pace-4/alternatives,yes,,alternatives_ok
/products/coros-vertix-2s,Product,"sport-running,sport-cycling",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/coros-vertix-2s,yes,,decisionScore=100
/products/coros-vertix-2s/alternatives,Alternatives,"sport-running,sport-cycling",published,N/A,INDEXABLE,"index,follow",/products/coros-vertix-2s/alternatives,yes,,alternatives_ok
/products/suunto-vertical-2,Product,"sport-running,sport-cycling",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/suunto-vertical-2,yes,,decisionScore=100
/products/suunto-vertical-2/alternatives,Alternatives,"sport-running,sport-cycling",published,N/A,INDEXABLE,"index,follow",/products/suunto-vertical-2/alternatives,yes,,alternatives_ok
/products/suunto-run,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/suunto-run,yes,,decisionScore=100
/products/suunto-run/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/suunto-run/alternatives,yes,,alternatives_ok
/products/polar-grit-x2,Product,"sport-running,sport-cycling",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/polar-grit-x2,yes,,decisionScore=100
/products/polar-grit-x2/alternatives,Alternatives,"sport-running,sport-cycling",published,N/A,INDEXABLE,"index,follow",/products/polar-grit-x2/alternatives,yes,,alternatives_ok
/products/polar-pacer,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/polar-pacer,yes,,decisionScore=100
/products/polar-pacer/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/polar-pacer/alternatives,yes,,alternatives_ok
/products/apple-watch-ultra-3,Product,"sport-running,sport-cycling,sport-swimming,sport-training",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/apple-watch-ultra-3,yes,,decisionScore=100
/products/apple-watch-ultra-3/alternatives,Alternatives,"sport-running,sport-cycling,sport-swimming,sport-training",published,N/A,INDEXABLE,"index,follow",/products/apple-watch-ultra-3/alternatives,yes,,alternatives_ok
/products/apple-watch-series-10,Product,"sport-running,sport-training,sport-swimming",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/apple-watch-series-10,yes,,decisionScore=100
/products/apple-watch-series-10/alternatives,Alternatives,"sport-running,sport-training,sport-swimming",published,N/A,INDEXABLE,"index,follow",/products/apple-watch-series-10/alternatives,yes,,alternatives_ok
/products/samsung-galaxy-watch-ultra,Product,"sport-running,sport-cycling,sport-swimming,sport-training",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/samsung-galaxy-watch-ultra,yes,,decisionScore=100
/products/samsung-galaxy-watch-ultra/alternatives,Alternatives,"sport-running,sport-cycling,sport-swimming,sport-training",published,N/A,INDEXABLE,"index,follow",/products/samsung-galaxy-watch-ultra/alternatives,yes,,alternatives_ok
/products/amazfit-t-rex-3-pro,Product,"sport-running,sport-cycling",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/amazfit-t-rex-3-pro,yes,,decisionScore=100
/products/amazfit-t-rex-3-pro/alternatives,Alternatives,"sport-running,sport-cycling",published,N/A,INDEXABLE,"index,follow",/products/amazfit-t-rex-3-pro/alternatives,yes,,alternatives_ok
/products/amazfit-active-2,Product,"sport-running,sport-training",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/amazfit-active-2,yes,,decisionScore=100
/products/amazfit-active-2/alternatives,Alternatives,"sport-running,sport-training",published,N/A,INDEXABLE,"index,follow",/products/amazfit-active-2/alternatives,yes,,alternatives_ok
/products/garmin-hrm-200,Product,"sport-running,sport-cycling,sport-training,sport-hyrox",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/garmin-hrm-200,yes,,decisionScore=100
/products/garmin-hrm-200/alternatives,Alternatives,"sport-running,sport-cycling,sport-training,sport-hyrox",published,N/A,INDEXABLE,"index,follow",/products/garmin-hrm-200/alternatives,yes,,alternatives_ok
/products/garmin-hrm-fit,Product,"sport-running,sport-training,sport-hyrox",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/garmin-hrm-fit,yes,,decisionScore=100
/products/garmin-hrm-fit/alternatives,Alternatives,"sport-running,sport-training,sport-hyrox",published,N/A,INDEXABLE,"index,follow",/products/garmin-hrm-fit/alternatives,yes,,alternatives_ok
/products/polar-h9,Product,"sport-running,sport-cycling,sport-training,sport-hyrox",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/polar-h9,yes,,decisionScore=100
/products/polar-h9/alternatives,Alternatives,"sport-running,sport-cycling,sport-training,sport-hyrox",published,N/A,INDEXABLE,"index,follow",/products/polar-h9/alternatives,yes,,alternatives_ok
/products/wahoo-trackr,Product,"sport-running,sport-cycling,sport-training,sport-hyrox",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/wahoo-trackr,yes,,decisionScore=100
/products/wahoo-trackr/alternatives,Alternatives,"sport-running,sport-cycling,sport-training,sport-hyrox",published,N/A,INDEXABLE,"index,follow",/products/wahoo-trackr/alternatives,yes,,alternatives_ok
/products/wahoo-tickr-fit,Product,"sport-running,sport-cycling,sport-training,sport-hyrox",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/wahoo-tickr-fit,yes,,decisionScore=100
/products/wahoo-tickr-fit/alternatives,Alternatives,"sport-running,sport-cycling,sport-training,sport-hyrox",published,N/A,INDEXABLE,"index,follow",/products/wahoo-tickr-fit/alternatives,yes,,alternatives_ok
/products/scosche-rhythm-plus-2,Product,"sport-running,sport-training,sport-hyrox",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/scosche-rhythm-plus-2,yes,,decisionScore=100
/products/scosche-rhythm24,Product,"sport-running,sport-training",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/scosche-rhythm24,yes,,decisionScore=100
/products/suunto-smart-heart-rate-belt,Product,"sport-running,sport-cycling,sport-training",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/suunto-smart-heart-rate-belt,yes,,decisionScore=100
/products/suunto-smart-heart-rate-belt/alternatives,Alternatives,"sport-running,sport-cycling,sport-training",published,N/A,INDEXABLE,"index,follow",/products/suunto-smart-heart-rate-belt/alternatives,yes,,alternatives_ok
/products/salomon-adv-skin-5,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/salomon-adv-skin-5,yes,,decisionScore=100
/products/salomon-adv-skin-5/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/salomon-adv-skin-5/alternatives,yes,,alternatives_ok
/products/nathan-vaporair-4,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/nathan-vaporair-4,yes,,decisionScore=100
/products/nathan-vaporair-4/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/nathan-vaporair-4/alternatives,yes,,alternatives_ok
/products/nathan-pinnacle-12,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/nathan-pinnacle-12,yes,,decisionScore=100
/products/ultimate-direction-race-vest-6,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/ultimate-direction-race-vest-6,yes,,decisionScore=100
/products/camelbak-zephyr-pro,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/camelbak-zephyr-pro,yes,,decisionScore=100
/products/camelbak-zephyr-pro/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/camelbak-zephyr-pro/alternatives,yes,,alternatives_ok
/products/camelbak-circuit-run-vest,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/camelbak-circuit-run-vest,yes,,decisionScore=100
/products/camelbak-apex-pro,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/camelbak-apex-pro,yes,,decisionScore=100
/products/osprey-duro-lt,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/osprey-duro-lt,yes,,decisionScore=100
/products/osprey-duro-lt/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/osprey-duro-lt/alternatives,yes,,alternatives_ok
/products/osprey-dyna-lt,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/osprey-dyna-lt,yes,,decisionScore=100
/products/osprey-duro-15,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/osprey-duro-15,yes,,decisionScore=100
/products/uswe-pace-8,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/uswe-pace-8,yes,,decisionScore=100
/products/ultraspire-alpha-6,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/ultraspire-alpha-6,yes,,decisionScore=100
/products/ultraspire-alpha-6/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/ultraspire-alpha-6/alternatives,yes,,alternatives_ok
/products/ultraspire-spry-5,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/ultraspire-spry-5,yes,,decisionScore=100
/products/compressport-ultrun-s-pack,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/compressport-ultrun-s-pack,yes,,decisionScore=100
/products/nnormal-race-vest,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/nnormal-race-vest,yes,,decisionScore=100
/products/on-ultra-vest-pro,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/on-ultra-vest-pro,yes,,decisionScore=100
/products/black-diamond-distance-8,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/black-diamond-distance-8,yes,,decisionScore=100
/products/nathan-peak-hydration-waist-pack,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/nathan-peak-hydration-waist-pack,yes,,decisionScore=100
/products/nathan-peak-hydration-waist-pack/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/nathan-peak-hydration-waist-pack/alternatives,yes,,alternatives_ok
/products/ultimate-direction-race-belt,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/ultimate-direction-race-belt,yes,,decisionScore=100
/products/ultimate-direction-ultra-belt,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/ultimate-direction-ultra-belt,yes,,decisionScore=100
/products/naked-running-band,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/naked-running-band,yes,,decisionScore=100
/products/ultraspire-fitted-race-belt-2,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/ultraspire-fitted-race-belt-2,yes,,decisionScore=100
/products/compressport-free-belt-pro,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/compressport-free-belt-pro,yes,,decisionScore=100
/products/salomon-pulse-belt,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/salomon-pulse-belt,yes,,decisionScore=100
/products/hydrapak-softflask-speed-500,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/hydrapak-softflask-speed-500,yes,,decisionScore=100
/products/hydrapak-softflask-speed-500/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/hydrapak-softflask-speed-500/alternatives,yes,,alternatives_ok
/products/hydrapak-skyflask-speed-500,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/hydrapak-skyflask-speed-500,yes,,decisionScore=100
/products/nathan-speeddraw-plus-insulated-18oz,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/nathan-speeddraw-plus-insulated-18oz,yes,,decisionScore=100
/products/camelbak-crux-15,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/camelbak-crux-15,yes,,decisionScore=100
/products/camelbak-crux-15/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/camelbak-crux-15/alternatives,yes,,alternatives_ok
/products/osprey-hydraulics-lt-15,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/osprey-hydraulics-lt-15,yes,,decisionScore=100
/products/hydrapak-softflask-250,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/hydrapak-softflask-250,yes,,decisionScore=100
/products/hydrapak-tube-kit,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/hydrapak-tube-kit,yes,,decisionScore=100
/products/salomon-soft-flask-speed-500,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/salomon-soft-flask-speed-500,yes,,decisionScore=100
/products/ultimate-direction-body-bottle-500,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/ultimate-direction-body-bottle-500,yes,,decisionScore=100
/products/nathan-softflask-18oz,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/nathan-softflask-18oz,yes,,decisionScore=100
/products/amphipod-hydraform-ergo-lite-handheld,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/amphipod-hydraform-ergo-lite-handheld,yes,,decisionScore=100
/products/camelbak-quick-grip-chill,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/camelbak-quick-grip-chill,yes,,decisionScore=100
/products/hydrapak-contour-2l,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/hydrapak-contour-2l,yes,,decisionScore=100
/products/salomon-soft-reservoir-15,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/salomon-soft-reservoir-15,yes,,decisionScore=100
/products/swiftwick-aspire-four,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/swiftwick-aspire-four,yes,,decisionScore=100
/products/drymax-run-lite-mesh,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/drymax-run-lite-mesh,yes,,decisionScore=100
/products/wrightsock-coolmesh-ii,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/wrightsock-coolmesh-ii,yes,,decisionScore=100
/products/amphipod-airflow-lite-belt,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/amphipod-airflow-lite-belt,yes,,decisionScore=100
/products/fitletic-fully-loaded,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/fitletic-fully-loaded,yes,,decisionScore=100
/products/nathan-zipster-lite,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/nathan-zipster-lite,yes,,decisionScore=100
/products/kiprun-running-belt,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/kiprun-running-belt,yes,,decisionScore=100
/products/ultimate-direction-fastpack-20,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/ultimate-direction-fastpack-20,yes,,decisionScore=100
/products/ultimate-direction-fastpack-20/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/ultimate-direction-fastpack-20/alternatives,yes,,alternatives_ok
/products/ultimate-direction-fastpack-her-20,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/ultimate-direction-fastpack-her-20,yes,,decisionScore=100
/products/ultimate-direction-fastpack-30,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/ultimate-direction-fastpack-30,yes,,decisionScore=100
/products/osprey-talon-velocity-20,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/osprey-talon-velocity-20,yes,,decisionScore=100
/products/osprey-talon-velocity-20/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/osprey-talon-velocity-20/alternatives,yes,,alternatives_ok
/products/osprey-tempest-velocity-20,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/osprey-tempest-velocity-20,yes,,decisionScore=100
/products/osprey-talon-velocity-30,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/osprey-talon-velocity-30,yes,,decisionScore=100
/products/black-diamond-distance-15,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/black-diamond-distance-15,yes,,decisionScore=100
/products/black-diamond-distance-22,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/black-diamond-distance-22,yes,,decisionScore=100
/products/salomon-xa-15,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/salomon-xa-15,yes,,decisionScore=100
/products/salomon-custom-quiver,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/salomon-custom-quiver,yes,,decisionScore=100
/products/ultimate-direction-utility-bag,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/ultimate-direction-utility-bag,yes,,decisionScore=100
/products/nathan-zippered-stash,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/nathan-zippered-stash,yes,,decisionScore=100
/products/shokz-openrun,Product,"sport-running,sport-cycling,sport-training",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/shokz-openrun,yes,,decisionScore=100
/products/shokz-openfit-2,Product,"sport-running,sport-training",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/shokz-openfit-2,yes,,decisionScore=100
/products/shokz-opendots-one,Product,"sport-running,sport-training",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/shokz-opendots-one,yes,,decisionScore=100
/products/beats-fit-pro,Product,"sport-running,sport-training",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/beats-fit-pro,yes,,decisionScore=100
/products/soundcore-aerofit-2,Product,"sport-running,sport-training",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/soundcore-aerofit-2,yes,,decisionScore=100
/products/soundcore-sport-x20,Product,"sport-running,sport-training,sport-hyrox",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/soundcore-sport-x20,yes,,decisionScore=100
/products/suunto-wing,Product,"sport-running,sport-cycling,sport-training",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/suunto-wing,yes,,decisionScore=100
/products/apple-airpods-4,Product,"sport-running,sport-training",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/apple-airpods-4,yes,,decisionScore=100
/products/petzl-nao-rl,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/petzl-nao-rl,yes,,decisionScore=100
/products/petzl-actik-core,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/petzl-actik-core,yes,,decisionScore=100
/products/black-diamond-distance-1500,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/black-diamond-distance-1500,yes,,decisionScore=100
/products/ledlenser-neo9r,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/ledlenser-neo9r,yes,,decisionScore=100
/products/biolite-headlamp-800-pro,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/biolite-headlamp-800-pro,yes,,decisionScore=100
/products/nitecore-nu43,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/nitecore-nu43,yes,,decisionScore=100
/products/amphipod-xinglet,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/amphipod-xinglet,yes,,decisionScore=100
/products/amphipod-xinglet-optic-beam,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/amphipod-xinglet-optic-beam,yes,,decisionScore=100
/products/amphipod-vizlet-led,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/amphipod-vizlet-led,yes,,decisionScore=80
/products/proviz-reflect360-running-vest,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/proviz-reflect360-running-vest,yes,,decisionScore=100
/products/nathan-lightbender-rx,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/nathan-lightbender-rx,yes,,decisionScore=80
/products/therabody-theragun-prime,Product,"sport-running,sport-recovery,sport-training",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/therabody-theragun-prime,yes,,decisionScore=100
/products/therabody-theragun-pro,Product,"sport-running,sport-recovery,sport-training",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/therabody-theragun-pro,yes,,decisionScore=100
/products/hyperice-hypervolt-2,Product,"sport-running,sport-recovery,sport-training",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/hyperice-hypervolt-2,yes,,decisionScore=100
/products/triggerpoint-grid-x,Product,"sport-running,sport-recovery,sport-training",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/triggerpoint-grid-x,yes,,decisionScore=100
/products/triggerpoint-grid-travel,Product,"sport-running,sport-recovery,sport-training",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/triggerpoint-grid-travel,yes,,decisionScore=100
/products/brazyn-morph,Product,"sport-running,sport-recovery,sport-training",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/brazyn-morph,yes,,decisionScore=100
/products/blackroll-pro,Product,"sport-running,sport-recovery,sport-training",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/blackroll-pro,yes,,decisionScore=100
/products/hyperice-normatec-3,Product,"sport-running,sport-recovery,sport-training",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/hyperice-normatec-3,yes,,decisionScore=100
/products/hyperice-normatec-go,Product,"sport-running,sport-recovery,sport-training",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/hyperice-normatec-go,yes,,decisionScore=100
/products/oofos-oolala,Product,"sport-running,sport-recovery",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/oofos-oolala,yes,,decisionScore=100
/products/cep-the-run-calf-sleeves,Product,"sport-running,sport-recovery",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/cep-the-run-calf-sleeves,yes,,decisionScore=100
/products/hyperice-vyper-3,Product,"sport-running,sport-recovery,sport-training",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/hyperice-vyper-3,yes,,decisionScore=100
/products/darn-tough-run-1-4,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/darn-tough-run-1-4,yes,,decisionScore=100
/products/smartwool-run-targeted-cushion,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/smartwool-run-targeted-cushion,yes,,decisionScore=100
/products/balega-blister-resist,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/balega-blister-resist,yes,,decisionScore=100
/products/nathan-vaporair-2,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/nathan-vaporair-2,yes,,decisionScore=100
/products/nathan-vaporair-2/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/nathan-vaporair-2/alternatives,yes,,alternatives_ok
/products/ultimate-direction-adventure-vest,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/ultimate-direction-adventure-vest,yes,,decisionScore=100
/products/camelbak-zephyr,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/camelbak-zephyr,yes,,decisionScore=100
/products/camelbak-zephyr/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/camelbak-zephyr/alternatives,yes,,alternatives_ok
/products/osprey-duro-6,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/osprey-duro-6,yes,,decisionScore=100
/products/osprey-duro-6/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/osprey-duro-6/alternatives,yes,,alternatives_ok
/products/osprey-dyna-6,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/osprey-dyna-6,yes,,decisionScore=100
/products/flipbelt-classic,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/flipbelt-classic,yes,,decisionScore=100
/products/flipbelt-classic/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/flipbelt-classic/alternatives,yes,,alternatives_ok
/products/nathan-mirage-pak,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/nathan-mirage-pak,yes,,decisionScore=100
/products/spibelt-original,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/spibelt-original,yes,,decisionScore=100
/products/nathan-exoshot-2,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/nathan-exoshot-2,yes,,decisionScore=100
/products/salomon-soft-flask-500,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/salomon-soft-flask-500,yes,,decisionScore=100
/products/hydrapak-softflask-500,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/hydrapak-softflask-500,yes,,decisionScore=100
/products/feetures-elite-light-cushion,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/feetures-elite-light-cushion,yes,,decisionScore=100
/products/feetures-elite-light-cushion/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/feetures-elite-light-cushion/alternatives,yes,,alternatives_ok
/products/balega-hidden-comfort,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/balega-hidden-comfort,yes,,decisionScore=100
/products/balega-hidden-comfort/alternatives,Alternatives,sport-running,published,N/A,INDEXABLE,"index,follow",/products/balega-hidden-comfort/alternatives,yes,,alternatives_ok
/products/injinji-run-midweight,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/injinji-run-midweight,yes,,decisionScore=100
/products/cep-run-compression-sock-3,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/cep-run-compression-sock-3,yes,,decisionScore=100
/products/shokz-openrun-pro-2,Product,"sport-running,sport-cycling,sport-training",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/shokz-openrun-pro-2,yes,,decisionScore=100
/products/apple-airpods-pro-2,Product,"sport-running,sport-training",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/apple-airpods-pro-2,yes,,decisionScore=100
/products/bose-ultra-open-earbuds,Product,"sport-running,sport-training",published,LAUNCH_READY,INDEXABLE,"index,follow",/products/bose-ultra-open-earbuds,yes,,decisionScore=100
/products/petzl-swift-rl,Product,sport-running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/petzl-swift-rl,yes,,decisionScore=100
