URL,page_type,sport,publication_status,quality_status,launch_eligibility,robots,canonical,HTTP_status,in_sitemap,inbound_internal_links,reason
/products/atx-fid-bench,Product,fitness,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/atx-fid-bench,,no,2,vertical_hold:fitness:selective
/products/babolat-counter-viper-2026,Product,padel,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/babolat-counter-viper-2026,,no,2,vertical_hold:padel:disabled
/products/babolat-jet-mach-3,Product,tennis|padel,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/babolat-jet-mach-3,,no,1,vertical_hold:tennis:disabled
/products/babolat-jet-premura,Product,padel|tennis,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/babolat-jet-premura,,no,1,vertical_hold:padel:disabled
/products/babolat-jet-premura-2,Product,padel|tennis,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/babolat-jet-premura-2,,no,0,vertical_hold:padel:disabled
/products/babolat-jet-tere,Product,tennis|padel,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/babolat-jet-tere,,no,0,vertical_hold:tennis:disabled
/products/babolat-movea-2,Product,padel|tennis,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/babolat-movea-2,,no,1,vertical_hold:padel:disabled
/products/babolat-propulse-fury-3,Product,tennis|padel,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/babolat-propulse-fury-3,,no,0,vertical_hold:tennis:disabled
/products/babolat-pure-aero-2023,Product,tennis,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/babolat-pure-aero-2023,,no,1,vertical_hold:tennis:disabled
/products/babolat-pure-aero-2026,Product,tennis,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/babolat-pure-aero-2026,,no,3,vertical_hold:tennis:disabled
/products/babolat-pure-drive-2025,Product,tennis,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/babolat-pure-drive-2025,,no,2,vertical_hold:tennis:disabled
/products/babolat-pure-drive-gen11,Product,tennis,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/babolat-pure-drive-gen11,,no,3,vertical_hold:tennis:disabled
/products/babolat-rpm-blast-1-25,Product,tennis,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/babolat-rpm-blast-1-25,,no,0,vertical_hold:tennis:disabled
/products/babolat-sensa-women,Product,padel|tennis,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/babolat-sensa-women,,no,1,vertical_hold:padel:disabled
/products/babolat-technical-viper-2026,Product,padel,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/babolat-technical-viper-2026,,no,3,vertical_hold:padel:disabled
/products/balega-blister-resist,Product,running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/balega-blister-resist,200,yes,2,decisionScore=100
/products/balega-hidden-comfort,Product,running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/balega-hidden-comfort,200,yes,2,decisionScore=100
/products/balega-hidden-comfort/alternatives,Alternatives,running,published,N/A,INDEXABLE,"index,follow",/products/balega-hidden-comfort/alternatives,200,yes,0,alternatives_ok
/products/beats-fit-pro,Product,running|fitness,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/beats-fit-pro,200,yes,2,decisionScore=100
/products/biolite-headlamp-800-pro,Product,running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/biolite-headlamp-800-pro,200,yes,3,decisionScore=100
/products/black-crown-special-one-soft,Product,padel,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/black-crown-special-one-soft,,no,1,vertical_hold:padel:disabled
/products/black-diamond-distance-15,Product,running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/black-diamond-distance-15,200,yes,1,decisionScore=100
/products/black-diamond-distance-1500,Product,running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/black-diamond-distance-1500,200,yes,2,decisionScore=100
/products/black-diamond-distance-22,Product,running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/black-diamond-distance-22,200,yes,3,decisionScore=100
/products/black-diamond-distance-8,Product,running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/black-diamond-distance-8,200,yes,2,decisionScore=100
/products/black-diamond-spot-400-r,Product,running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/black-diamond-spot-400-r,200,yes,3,decisionScore=100
/products/blackroll-ball,Product,fitness,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/blackroll-ball,,no,1,vertical_hold:fitness:selective
/products/blackroll-duoball,Product,fitness,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/blackroll-duoball,,no,1,vertical_hold:fitness:selective
/products/blackroll-med,Product,fitness,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/blackroll-med,,no,1,vertical_hold:fitness:selective
/products/blackroll-pro,Product,running|recovery|fitness,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/blackroll-pro,200,yes,1,decisionScore=100
/products/blackroll-standard,Product,fitness,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/blackroll-standard,,no,1,vertical_hold:fitness:selective
/products/body-glide-original,Product,running|fitness,published,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,"noindex,follow",/products/body-glide-original,,no,1,soft_gated_category:accessories
/products/bose-ultra-open-earbuds,Product,running|fitness,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/bose-ultra-open-earbuds,200,yes,3,decisionScore=100
/products/bowflex-selecttech-1090,Product,fitness,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/bowflex-selecttech-1090,,no,2,vertical_hold:fitness:selective
/products/bowflex-selecttech-552,Product,fitness,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/bowflex-selecttech-552,,no,2,vertical_hold:fitness:selective
/products/brazyn-morph,Product,running|recovery|fitness,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/brazyn-morph,200,yes,2,decisionScore=100
/products/brooks-adrenaline-gts-25,Product,running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/brooks-adrenaline-gts-25,200,yes,5,decisionScore=100
/products/brooks-adrenaline-gts-25/alternatives,Alternatives,running,published,N/A,INDEXABLE,"index,follow",/products/brooks-adrenaline-gts-25/alternatives,200,yes,0,alternatives_ok
/products/brooks-canopy-jacket-men,Product,running,published,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,"noindex,follow",/products/brooks-canopy-jacket-men,,no,3,soft_gated_category:running-clothing
/products/brooks-cascadia-18,Product,running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/brooks-cascadia-18,200,yes,1,decisionScore=100
/products/brooks-chaser-5-women,Product,running,published,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,"noindex,follow",/products/brooks-chaser-5-women,,no,1,soft_gated_category:running-clothing
/products/brooks-ghost-16,Product,running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/brooks-ghost-16,200,yes,2,decisionScore=100
/products/brooks-ghost-16/alternatives,Alternatives,running,published,N/A,INDEXABLE,"index,follow",/products/brooks-ghost-16/alternatives,200,yes,0,alternatives_ok
/products/brooks-ghost-18,Product,running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/brooks-ghost-18,200,yes,8,decisionScore=100
/products/brooks-ghost-18/alternatives,Alternatives,running,published,N/A,INDEXABLE,"index,follow",/products/brooks-ghost-18/alternatives,200,yes,0,alternatives_ok
/products/brooks-glycerin-21,Product,running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/brooks-glycerin-21,200,yes,1,decisionScore=100
/products/brooks-glycerin-22,Product,running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/brooks-glycerin-22,200,yes,6,decisionScore=100
/products/brooks-glycerin-gts-22,Product,running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/brooks-glycerin-gts-22,200,yes,1,decisionScore=100
/products/brooks-hyperion-max-2,Product,running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/brooks-hyperion-max-2,200,yes,2,decisionScore=100
/products/brooks-method-tight-women,Product,running,published,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,"noindex,follow",/products/brooks-method-tight-women,,no,2,soft_gated_category:running-clothing
/products/brooks-notch-thermal-beanie,Product,running,published,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,"noindex,follow",/products/brooks-notch-thermal-beanie,,no,1,soft_gated_category:running-clothing
/products/brooks-notch-thermal-men,Product,running,published,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,"noindex,follow",/products/brooks-notch-thermal-men,,no,2,soft_gated_category:running-clothing
/products/brooks-sherpa-7-men,Product,running,published,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,"noindex,follow",/products/brooks-sherpa-7-men,,no,2,soft_gated_category:running-clothing
/products/buff-coolnet-uv,Product,running,published,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,"noindex,follow",/products/buff-coolnet-uv,,no,1,soft_gated_category:running-clothing
/products/buff-merino-lightweight,Product,running,published,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,"noindex,follow",/products/buff-merino-lightweight,,no,1,soft_gated_category:running-clothing
/products/buff-original,Product,running,published,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,"noindex,follow",/products/buff-original,,no,1,soft_gated_category:running-clothing
/products/buff-polar,Product,running,published,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,"noindex,follow",/products/buff-polar,,no,1,soft_gated_category:running-clothing
/products/bullpadel-hack-03,Product,padel,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/bullpadel-hack-03,,no,1,vertical_hold:padel:disabled
/products/bullpadel-hack-04-2026,Product,padel,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/bullpadel-hack-04-2026,,no,3,vertical_hold:padel:disabled
/products/bullpadel-hack-hybrid,Product,padel|tennis,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/bullpadel-hack-hybrid,,no,0,vertical_hold:padel:disabled
/products/bullpadel-hybrid-fly,Product,padel|tennis,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/bullpadel-hybrid-fly,,no,1,vertical_hold:padel:disabled
/products/bullpadel-ionic-woman,Product,padel|tennis,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/bullpadel-ionic-woman,,no,1,vertical_hold:padel:disabled
/products/bullpadel-vertex-04,Product,padel,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/bullpadel-vertex-04,,no,2,vertical_hold:padel:disabled
/products/bullpadel-vertex-05-2026,Product,padel,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/bullpadel-vertex-05-2026,,no,4,vertical_hold:padel:disabled
/products/camelbak-apex-pro,Product,running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/camelbak-apex-pro,200,yes,2,decisionScore=100
/products/camelbak-circuit-run-vest,Product,running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/camelbak-circuit-run-vest,200,yes,1,decisionScore=100
/products/camelbak-crux-15,Product,running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/camelbak-crux-15,200,yes,1,decisionScore=100
/products/camelbak-crux-15/alternatives,Alternatives,running,published,N/A,INDEXABLE,"index,follow",/products/camelbak-crux-15/alternatives,200,yes,0,alternatives_ok
/products/camelbak-quick-grip-chill,Product,running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/camelbak-quick-grip-chill,200,yes,1,decisionScore=100
/products/camelbak-zephyr,Product,running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/camelbak-zephyr,200,yes,1,decisionScore=100
/products/camelbak-zephyr-pro,Product,running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/camelbak-zephyr-pro,200,yes,2,decisionScore=100
/products/camelbak-zephyr-pro/alternatives,Alternatives,running,published,N/A,INDEXABLE,"index,follow",/products/camelbak-zephyr-pro/alternatives,200,yes,0,alternatives_ok
/products/camelbak-zephyr/alternatives,Alternatives,running,published,N/A,INDEXABLE,"index,follow",/products/camelbak-zephyr/alternatives,200,yes,0,alternatives_ok
/products/cep-calf-sleeves-3,Product,running|recovery,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/cep-calf-sleeves-3,200,yes,2,decisionScore=100
/products/cep-run-compression-sock-3,Product,running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/cep-run-compression-sock-3,200,yes,2,decisionScore=100
/products/cep-the-run-calf-sleeves,Product,running|recovery,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/cep-the-run-calf-sleeves,200,yes,1,decisionScore=100
/products/ciele-gocap-athletics,Product,running,published,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,"noindex,follow",/products/ciele-gocap-athletics,,no,2,soft_gated_category:running-clothing
/products/clif-bar-original,Product,running|cycling,published,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,"noindex,follow",/products/clif-bar-original,,no,1,soft_gated_category:nutrition-fuel
/products/clif-bloks-energy-chews,Product,running|cycling,published,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,"noindex,follow",/products/clif-bloks-energy-chews,,no,3,soft_gated_category:nutrition-fuel
/products/compressport-free-belt-pro,Product,running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/compressport-free-belt-pro,200,yes,1,decisionScore=100
/products/compressport-ultrun-s-pack,Product,running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/compressport-ultrun-s-pack,200,yes,1,decisionScore=100
/products/concept2-bikeerg,Product,fitness|hyrox,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/concept2-bikeerg,,no,2,vertical_hold:fitness:selective
/products/concept2-rowerg,Product,fitness|hyrox,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/concept2-rowerg,,no,5,vertical_hold:fitness:selective
/products/concept2-rowerg-dynamic,Product,fitness|hyrox,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/concept2-rowerg-dynamic,,no,2,vertical_hold:fitness:selective
/products/concept2-skierg,Product,fitness|hyrox,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/concept2-skierg,,no,1,vertical_hold:fitness:selective
/products/concept2-skierg-floor-stand,Product,fitness|hyrox,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/concept2-skierg-floor-stand,,no,1,vertical_hold:fitness:selective
/products/concept2-skierg-with-stand,Product,fitness|hyrox,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/concept2-skierg-with-stand,,no,1,vertical_hold:fitness:selective
/products/coros-apex-2-pro,Product,running|cycling,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/coros-apex-2-pro,200,yes,1,decisionScore=100
/products/coros-apex-4,Product,running|cycling,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/coros-apex-4,200,yes,5,decisionScore=100
/products/coros-apex-4/alternatives,Alternatives,running|cycling,published,N/A,INDEXABLE,"index,follow",/products/coros-apex-4/alternatives,200,yes,0,alternatives_ok
/products/coros-heart-rate-monitor,Product,running|fitness,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/coros-heart-rate-monitor,200,yes,4,decisionScore=100
/products/coros-heart-rate-monitor/alternatives,Alternatives,running|fitness,published,N/A,INDEXABLE,"index,follow",/products/coros-heart-rate-monitor/alternatives,200,yes,0,alternatives_ok
/products/coros-pace-3,Product,running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/coros-pace-3,200,yes,1,decisionScore=100
/products/coros-pace-3/alternatives,Alternatives,running,published,N/A,INDEXABLE,"index,follow",/products/coros-pace-3/alternatives,200,yes,0,alternatives_ok
/products/coros-pace-4,Product,running|cycling|swimming,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/coros-pace-4,200,yes,8,decisionScore=100
/products/coros-pace-4/alternatives,Alternatives,running|cycling|swimming,published,N/A,INDEXABLE,"index,follow",/products/coros-pace-4/alternatives,200,yes,0,alternatives_ok
/products/coros-pace-pro,Product,running|cycling,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/coros-pace-pro,200,yes,4,decisionScore=100
/products/coros-pace-pro/alternatives,Alternatives,running|cycling,published,N/A,INDEXABLE,"index,follow",/products/coros-pace-pro/alternatives,200,yes,0,alternatives_ok
/products/coros-vertix-2s,Product,running|cycling,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/coros-vertix-2s,200,yes,2,decisionScore=100
/products/coros-vertix-2s/alternatives,Alternatives,running|cycling,published,N/A,INDEXABLE,"index,follow",/products/coros-vertix-2s/alternatives,200,yes,0,alternatives_ok
/products/craft-active-extreme-x-men,Product,running,published,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,"noindex,follow",/products/craft-active-extreme-x-men,,no,1,soft_gated_category:running-clothing
/products/craft-adv-essence-light-wind-men,Product,running,published,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,"noindex,follow",/products/craft-adv-essence-light-wind-men,,no,2,soft_gated_category:running-clothing
/products/craft-adv-essence-light-wind-vest-men,Product,running,published,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,"noindex,follow",/products/craft-adv-essence-light-wind-vest-men,,no,1,soft_gated_category:running-clothing
/products/craft-adv-essence-short,Product,running,published,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,"noindex,follow",/products/craft-adv-essence-short,,no,1,soft_gated_category:running-clothing
/products/craft-adv-essence-tight-men,Product,running,published,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,"noindex,follow",/products/craft-adv-essence-tight-men,,no,1,soft_gated_category:running-clothing
/products/craft-adv-lumen-glove,Product,running,published,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,"noindex,follow",/products/craft-adv-lumen-glove,,no,2,soft_gated_category:running-clothing
/products/darn-tough-run-1-4,Product,running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/darn-tough-run-1-4,200,yes,3,decisionScore=100
/products/do-win-classic,Product,fitness,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/do-win-classic,,no,1,vertical_hold:fitness:selective
/products/drop-shot-canyon-pro-2026,Product,padel,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/drop-shot-canyon-pro-2026,,no,1,vertical_hold:padel:disabled
/products/drymax-run-lite-mesh,Product,running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/drymax-run-lite-mesh,200,yes,1,decisionScore=100
/products/dunlop-cx-200,Product,tennis,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/dunlop-cx-200,,no,1,vertical_hold:tennis:disabled
/products/eleiko-kettlebell,Product,fitness|hyrox,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/eleiko-kettlebell,,no,1,vertical_hold:fitness:selective
/products/eleiko-performance-weightlifting-bar,Product,fitness,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/eleiko-performance-weightlifting-bar,,no,1,vertical_hold:fitness:selective
/products/eleiko-sport-bumper-set,Product,fitness,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/eleiko-sport-bumper-set,,no,2,vertical_hold:fitness:selective
/products/eleiko-sport-collars,Product,fitness,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/eleiko-sport-collars,,no,1,vertical_hold:fitness:selective
/products/eleiko-xf-bar,Product,fitness,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/eleiko-xf-bar,,no,1,vertical_hold:fitness:selective
/products/enervit-c2-1-carbo-gel,Product,running|cycling,published,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,"noindex,follow",/products/enervit-c2-1-carbo-gel,,no,1,soft_gated_category:nutrition-fuel
/products/feetures-elite-light-cushion,Product,running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/feetures-elite-light-cushion,200,yes,3,decisionScore=100
/products/feetures-elite-light-cushion/alternatives,Alternatives,running,published,N/A,INDEXABLE,"index,follow",/products/feetures-elite-light-cushion/alternatives,200,yes,0,alternatives_ok
/products/fitletic-fully-loaded,Product,running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/fitletic-fully-loaded,200,yes,1,decisionScore=100
/products/flipbelt-classic,Product,running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/flipbelt-classic,200,yes,4,decisionScore=100
/products/flipbelt-classic/alternatives,Alternatives,running,published,N/A,INDEXABLE,"index,follow",/products/flipbelt-classic/alternatives,200,yes,0,alternatives_ok
/products/garmin-enduro-3,Product,running|cycling,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/garmin-enduro-3,200,yes,4,decisionScore=100
/products/garmin-enduro-3/alternatives,Alternatives,running|cycling,published,N/A,INDEXABLE,"index,follow",/products/garmin-enduro-3/alternatives,200,yes,0,alternatives_ok
/products/garmin-epix-pro-gen-2,Product,running|cycling|swimming,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/garmin-epix-pro-gen-2,200,yes,1,decisionScore=100
/products/garmin-epix-pro-gen-2/alternatives,Alternatives,running|cycling|swimming,published,N/A,INDEXABLE,"index,follow",/products/garmin-epix-pro-gen-2/alternatives,200,yes,0,alternatives_ok
/products/garmin-fenix-8,Product,running|cycling|swimming,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/garmin-fenix-8,200,yes,8,decisionScore=100
/products/garmin-fenix-8/alternatives,Alternatives,running|cycling|swimming,published,N/A,INDEXABLE,"index,follow",/products/garmin-fenix-8/alternatives,200,yes,0,alternatives_ok
/products/garmin-forerunner-165,Product,running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/garmin-forerunner-165,200,yes,7,decisionScore=100
/products/garmin-forerunner-255,Product,running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/garmin-forerunner-255,200,yes,1,decisionScore=100
/products/garmin-forerunner-265,Product,running|cycling|swimming,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/garmin-forerunner-265,200,yes,1,decisionScore=100
/products/garmin-forerunner-265s,Product,running|cycling|swimming,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/garmin-forerunner-265s,200,yes,3,decisionScore=100
/products/garmin-forerunner-265s/alternatives,Alternatives,running|cycling|swimming,published,N/A,INDEXABLE,"index,follow",/products/garmin-forerunner-265s/alternatives,200,yes,0,alternatives_ok
/products/garmin-forerunner-55,Product,running,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/garmin-forerunner-55,200,yes,1,decisionScore=100
/products/garmin-forerunner-570,Product,running|cycling|swimming,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/garmin-forerunner-570,200,yes,3,decisionScore=100
/products/garmin-forerunner-570/alternatives,Alternatives,running|cycling|swimming,published,N/A,INDEXABLE,"index,follow",/products/garmin-forerunner-570/alternatives,200,yes,0,alternatives_ok
/products/garmin-forerunner-965,Product,running|cycling|swimming,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/garmin-forerunner-965,200,yes,2,decisionScore=100
/products/garmin-forerunner-965/alternatives,Alternatives,running|cycling|swimming,published,N/A,INDEXABLE,"index,follow",/products/garmin-forerunner-965/alternatives,200,yes,0,alternatives_ok
/products/garmin-forerunner-970,Product,running|cycling|swimming,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/garmin-forerunner-970,200,yes,7,decisionScore=100
/products/garmin-forerunner-970/alternatives,Alternatives,running|cycling|swimming,published,N/A,INDEXABLE,"index,follow",/products/garmin-forerunner-970/alternatives,200,yes,0,alternatives_ok
/products/garmin-hrm-200,Product,running|cycling|fitness|hyrox,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/garmin-hrm-200,200,yes,2,decisionScore=100
/products/garmin-hrm-200/alternatives,Alternatives,running|cycling|fitness|hyrox,published,N/A,INDEXABLE,"index,follow",/products/garmin-hrm-200/alternatives,200,yes,0,alternatives_ok
/products/garmin-hrm-600,Product,running|cycling|fitness|hyrox,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/garmin-hrm-600,200,yes,6,decisionScore=100
/products/garmin-hrm-600/alternatives,Alternatives,running|cycling|fitness|hyrox,published,N/A,INDEXABLE,"index,follow",/products/garmin-hrm-600/alternatives,200,yes,0,alternatives_ok
/products/garmin-hrm-fit,Product,running|fitness|hyrox,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/garmin-hrm-fit,200,yes,1,decisionScore=100
/products/garmin-hrm-fit/alternatives,Alternatives,running|fitness|hyrox,published,N/A,INDEXABLE,"index,follow",/products/garmin-hrm-fit/alternatives,200,yes,0,alternatives_ok
/products/garmin-hrm-pro-plus,Product,running|cycling|fitness,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/garmin-hrm-pro-plus,200,yes,3,decisionScore=100
/products/garmin-hrm-pro-plus/alternatives,Alternatives,running|cycling|fitness,published,N/A,INDEXABLE,"index,follow",/products/garmin-hrm-pro-plus/alternatives,200,yes,0,alternatives_ok
/products/garmin-instinct-3,Product,running|cycling,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/garmin-instinct-3,200,yes,2,decisionScore=100
/products/garmin-instinct-3/alternatives,Alternatives,running|cycling,published,N/A,INDEXABLE,"index,follow",/products/garmin-instinct-3/alternatives,200,yes,0,alternatives_ok
/products/garmin-vivoactive-6,Product,running|cycling|swimming|fitness,published,LAUNCH_READY,INDEXABLE,"index,follow",/products/garmin-vivoactive-6,200,yes,5,decisionScore=100
/products/garmin-vivoactive-6/alternatives,Alternatives,running|cycling|swimming|fitness,published,N/A,INDEXABLE,"index,follow",/products/garmin-vivoactive-6/alternatives,200,yes,0,alternatives_ok
/products/goodr-circle-gs,Product,running,published,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,"noindex,follow",/products/goodr-circle-gs,,no,1,soft_gated_category:sunglasses
/products/goodr-ogs,Product,running,published,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,"noindex,follow",/products/goodr-ogs,,no,2,soft_gated_category:sunglasses
/products/gornation-gymnastic-rings,Product,fitness|calisthenics,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/gornation-gymnastic-rings,,no,1,vertical_hold:fitness:selective
/products/gornation-parallettes-pro,Product,fitness|calisthenics,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/gornation-parallettes-pro,,no,1,vertical_hold:fitness:selective
/products/gornation-premium-pull-up-bar,Product,fitness|calisthenics,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/gornation-premium-pull-up-bar,,no,2,vertical_hold:fitness:selective
/products/gravity-fitness-gymnastic-rings,Product,fitness|calisthenics,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/gravity-fitness-gymnastic-rings,,no,1,vertical_hold:fitness:selective
/products/gravity-fitness-parallettes,Product,fitness|calisthenics,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/gravity-fitness-parallettes,,no,1,vertical_hold:fitness:selective
/products/gravity-fitness-pull-up-station,Product,fitness|calisthenics,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/gravity-fitness-pull-up-station,,no,2,vertical_hold:fitness:selective
/products/gravity-fitness-weighted-vest,Product,fitness|hyrox|calisthenics,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/gravity-fitness-weighted-vest,,no,1,vertical_hold:fitness:selective
/products/gu-energy-chews,Product,running|cycling,published,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,"noindex,follow",/products/gu-energy-chews,,no,2,soft_gated_category:nutrition-fuel
/products/gu-energy-gel,Product,running|cycling,published,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,"noindex,follow",/products/gu-energy-gel,,no,1,soft_gated_category:nutrition-fuel
/products/gu-roctane-gel,Product,running|cycling,published,NEEDS_MINOR_WORK,PUBLIC_NOINDEX,"noindex,follow",/products/gu-roctane-gel,,no,1,soft_gated_category:nutrition-fuel
/products/head-coello-pro-2026,Product,padel,published,BLOCKED,HIDDEN_404,"noindex,nofollow",/products/head-coello-pro-2026,,no,3,vertical_hold:padel:disabled
