slug,group,vertical,categoryId,quality,clusterClass,maxPeerSimilarity,nearestPeer,editorialReady,eligReasons
rogue-adjustable-bench-3-0,VERTICAL_HOLD_ONLY,Fitness,cat-weight-benches,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.530,rep-ab-5000-zero-gap,true,vertical_hold
rogue-dog-sled,VERTICAL_HOLD_ONLY,HYROX,cat-functional-fitness,LAUNCH_READY,GENUINELY_UNIQUE,0.477,rogue-wall-ball,true,vertical_hold
rogue-echo-bike,VERTICAL_HOLD_ONLY,HYROX,cat-air-bikes,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.606,assaultbike-elite,true,vertical_hold
rogue-echo-bumper-plate-set,VERTICAL_HOLD_ONLY,Fitness,cat-weight-plates,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.533,eleiko-sport-bumper-set,true,vertical_hold
rogue-echo-kettlebell,VERTICAL_HOLD_ONLY,HYROX,cat-kettlebells,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.660,rogue-kettlebell,true,vertical_hold
rogue-flat-utility-bench,VERTICAL_HOLD_ONLY,Fitness,cat-weight-benches,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.490,rep-ab-5200,true,vertical_hold
rogue-kettlebell,VERTICAL_HOLD_ONLY,HYROX,cat-kettlebells,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.660,rogue-echo-kettlebell,true,vertical_hold
rogue-monster-lite-pull-up-bar,VERTICAL_HOLD_ONLY,Fitness,cat-pull-up-bars,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.508,gornation-premium-pull-up-bar,true,vertical_hold
rogue-ohio-bar,VERTICAL_HOLD_ONLY,Fitness,cat-barbells,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.602,eleiko-performance-weightlifting-bar,true,vertical_hold
rogue-ohio-power-bar,VERTICAL_HOLD_ONLY,Fitness,cat-barbells,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.627,eleiko-xf-bar,true,vertical_hold
rogue-plate-carrier-vest,VERTICAL_HOLD_ONLY,HYROX,cat-weighted-vests,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.507,gravity-fitness-weighted-vest,true,vertical_hold
rogue-sandbag,VERTICAL_HOLD_ONLY,HYROX,cat-functional-fitness,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.574,mirafit-battle-rope,true,vertical_hold
rogue-wall-ball,VERTICAL_HOLD_ONLY,HYROX,cat-functional-fitness,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.667,rep-slam-ball,true,vertical_hold
rogue-wrist-wraps,VERTICAL_HOLD_ONLY,Fitness,cat-lifting-accessories,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.616,blackroll-duoball,true,vertical_hold
royal-padel-m27-poly-2026,VERTICAL_HOLD_ONLY,Padel,cat-padel-rackets,LAUNCH_READY,GENUINELY_UNIQUE,0.391,nox-at10-genius-12k-alum-xtrem-2026,true,vertical_hold
salming-rebel,VERTICAL_HOLD_ONLY,HYROX,cat-training-shoes,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.616,nike-metcon-9,true,vertical_hold
schwinn-airdyne-ad8,VERTICAL_HOLD_ONLY,HYROX,cat-air-bikes,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.614,mirafit-air-bike,true,vertical_hold
siux-diablo-revolution-2026,VERTICAL_HOLD_ONLY,Padel,cat-padel-rackets,LAUNCH_READY,GENUINELY_UNIQUE,0.458,wilson-blade-pro-v2-padel-2026,true,vertical_hold
skierg2-wall-mount,VERTICAL_HOLD_ONLY,HYROX,cat-ski-ergs,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.489,concept2-skierg-with-stand,true,vertical_hold
sole-f80-treadmill,VERTICAL_HOLD_ONLY,HYROX,cat-treadmills,LAUNCH_READY,GENUINELY_UNIQUE,0.446,assaultrunner-pro,true,vertical_hold
starvie-basalto-osiris-2026,VERTICAL_HOLD_ONLY,Padel,cat-padel-rackets,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.575,adidas-metalbone-hrd-2026,true,vertical_hold
starvie-titania-kepler-2026,VERTICAL_HOLD_ONLY,Padel,cat-padel-rackets,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.547,babolat-counter-viper-2026,true,vertical_hold
tecnifibre-tf40-305,VERTICAL_HOLD_ONLY,Tennis,cat-tennis-rackets,LAUNCH_READY,GENUINELY_UNIQUE,0.463,prince-textreme-tour-100p,true,vertical_hold
tecnifibre-tfight-300s-2025,VERTICAL_HOLD_ONLY,Tennis,cat-tennis-rackets,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.544,wilson-blade-98-v9,true,vertical_hold
tecnifibre-wall-breaker-365,VERTICAL_HOLD_ONLY,Padel,cat-padel-rackets,LAUNCH_READY,GENUINELY_UNIQUE,0.408,lok-maxx-flow,true,vertical_hold
tyr-cxt-1,VERTICAL_HOLD_ONLY,HYROX,cat-training-shoes,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.614,tyr-cxt1-trainer,true,vertical_hold
tyr-cxt-2,VERTICAL_HOLD_ONLY,HYROX,cat-training-shoes,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.617,nobull-outwork,true,vertical_hold
tyr-cxt1-trainer,VERTICAL_HOLD_ONLY,HYROX,cat-training-shoes,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.614,tyr-cxt-1,true,vertical_hold
ua-charged-commit-4,VERTICAL_HOLD_ONLY,Fitness,cat-training-shoes,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.549,ua-tribase-reign-6,true,vertical_hold
ua-project-rock-bsr-4,VERTICAL_HOLD_ONLY,Fitness,cat-training-shoes,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.561,hoka-transport,true,vertical_hold
ua-reign-lifter,VERTICAL_HOLD_ONLY,Fitness,cat-training-shoes,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.589,inov8-fastlift-400,true,vertical_hold
ua-tribase-reign-6,VERTICAL_HOLD_ONLY,Fitness,cat-training-shoes,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.549,ua-charged-commit-4,true,vertical_hold
varlion-lw-carbon-difusor-2026,VERTICAL_HOLD_ONLY,Padel,cat-padel-rackets,LAUNCH_READY,GENUINELY_UNIQUE,0.441,starvie-titania-kepler-2026,true,vertical_hold
waterrower-a1,VERTICAL_HOLD_ONLY,HYROX,cat-rowing-machines,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.608,hydrow-wave,true,vertical_hold
wilson-blade-100-v9,VERTICAL_HOLD_ONLY,Tennis,cat-tennis-rackets,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.536,yonex-ezone-100-2025,true,vertical_hold
wilson-blade-98-v8,VERTICAL_HOLD_ONLY,Tennis,cat-tennis-rackets,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.526,babolat-pure-aero-2023,true,vertical_hold
wilson-blade-98-v9,VERTICAL_HOLD_ONLY,Tennis,cat-tennis-rackets,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.544,tecnifibre-tfight-300s-2025,true,vertical_hold
wilson-blade-pro-v2-padel-2026,VERTICAL_HOLD_ONLY,Padel,cat-padel-rackets,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.480,nox-ml10-pro-cup-2026,true,vertical_hold
wilson-clash-100-v2,VERTICAL_HOLD_ONLY,Tennis,cat-tennis-rackets,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.596,head-speed-mp-2024,true,vertical_hold
wilson-clash-100-v3,VERTICAL_HOLD_ONLY,Tennis,cat-tennis-rackets,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.502,babolat-pure-drive-gen11,true,vertical_hold
wilson-rush-pro-4-0,VERTICAL_HOLD_ONLY,Tennis,cat-tennis-shoes,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.616,babolat-jet-mach-3,true,vertical_hold
wilson-rush-pro-5-padel,VERTICAL_HOLD_ONLY,Padel,cat-padel-shoes,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.599,nox-at10-lux,true,vertical_hold
wilson-rush-pro-ace,VERTICAL_HOLD_ONLY,Padel,cat-tennis-shoes,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.568,asics-gel-resolution-9-clay,true,vertical_hold
xebex-ski-erg,VERTICAL_HOLD_ONLY,HYROX,cat-ski-ergs,LAUNCH_READY,GENUINELY_UNIQUE,0.432,concept2-skierg,true,vertical_hold
xero-prio,VERTICAL_HOLD_ONLY,Fitness,cat-training-shoes,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.613,hoka-transport,true,vertical_hold
yonex-ezone-100-2025,VERTICAL_HOLD_ONLY,Tennis,cat-tennis-rackets,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.536,wilson-blade-100-v9,true,vertical_hold
yonex-ezone-98-2024,VERTICAL_HOLD_ONLY,Tennis,cat-tennis-rackets,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.506,wilson-blade-98-v8,true,vertical_hold
yonex-vcore-100-2023,VERTICAL_HOLD_ONLY,Tennis,cat-tennis-rackets,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.568,babolat-pure-aero-2023,true,vertical_hold
yonex-vcore-98-2026,VERTICAL_HOLD_ONLY,Tennis,cat-tennis-rackets,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.485,wilson-blade-98-v8,true,vertical_hold
bowflex-selecttech-552,VERTICAL_HOLD_ONLY,Fitness,cat-adjustable-dumbbells,LAUNCH_READY,NEEDS_DIFFERENTIATION,0.722,rep-quickdraw-adjustable-dumbbells,true,vertical_hold
drop-shot-canyon-pro-2026,VERTICAL_HOLD_ONLY,Padel,cat-padel-rackets,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.671,head-extreme-motion-2026,true,vertical_hold
head-extreme-motion-2026,VERTICAL_HOLD_ONLY,Padel,cat-padel-rackets,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.671,drop-shot-canyon-pro-2026,true,vertical_hold
head-extreme-pro-padel-2026,VERTICAL_HOLD_ONLY,Padel,cat-padel-rackets,LAUNCH_READY,GENUINELY_UNIQUE,0.418,bullpadel-vertex-04,true,vertical_hold
rep-apollo-athlon-rack,VERTICAL_HOLD_ONLY,Fitness,cat-power-racks,LAUNCH_READY,NEEDS_DIFFERENTIATION,0.729,rogue-sm-2c-monster-lite,true,vertical_hold
rep-quickdraw-adjustable-dumbbells,VERTICAL_HOLD_ONLY,Fitness,cat-adjustable-dumbbells,LAUNCH_READY,NEEDS_DIFFERENTIATION,0.722,bowflex-selecttech-552,true,vertical_hold
rogue-rm-4-monster-rack,VERTICAL_HOLD_ONLY,Fitness,cat-power-racks,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.680,rogue-sm-2c-monster-lite,true,vertical_hold
rogue-sm-2c-monster-lite,VERTICAL_HOLD_ONLY,Fitness,cat-power-racks,LAUNCH_READY,NEEDS_DIFFERENTIATION,0.729,rep-apollo-athlon-rack,true,vertical_hold
black-crown-special-one-soft,VERTICAL_HOLD_ONLY,Padel,cat-padel-rackets,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.590,oxdog-sense-pro,true,vertical_hold
gornation-gymnastic-rings,VERTICAL_HOLD_ONLY,Fitness,cat-gymnastic-rings,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.692,gravity-fitness-gymnastic-rings,true,vertical_hold
gornation-parallettes-pro,VERTICAL_HOLD_ONLY,Fitness,cat-parallettes,LAUNCH_READY,GENUINELY_UNIQUE,0.202,pullup-and-dip-parallettes,true,vertical_hold
gravity-fitness-gymnastic-rings,VERTICAL_HOLD_ONLY,Fitness,cat-gymnastic-rings,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.692,gornation-gymnastic-rings,true,vertical_hold
gravity-fitness-pull-up-station,VERTICAL_HOLD_ONLY,Fitness,cat-pull-up-bars,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.677,pullup-and-dip-doorway-bar,true,vertical_hold
head-speed-mp-2026,VERTICAL_HOLD_ONLY,Tennis,cat-tennis-rackets,LAUNCH_READY,GENUINELY_UNIQUE,0.247,head-radical-mp-2023,true,vertical_hold
mirafit-bumper-plate-set,VERTICAL_HOLD_ONLY,Fitness,cat-weight-plates,LAUNCH_READY,GENUINELY_UNIQUE,0.248,rep-black-bumper-plate-set,true,vertical_hold
mirafit-cast-iron-kettlebell,VERTICAL_HOLD_ONLY,HYROX,cat-kettlebells,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.662,rep-fitness-kettlebell,true,vertical_hold
mirafit-fid-adjustable-bench,VERTICAL_HOLD_ONLY,Fitness,cat-weight-benches,LAUNCH_READY,GENUINELY_UNIQUE,0.251,atx-fid-bench,true,vertical_hold
mirafit-gym-mats,VERTICAL_HOLD_ONLY,Fitness,cat-gym-flooring,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.616,rogue-flogging-horse-stall-mat-note,true,vertical_hold
mirafit-wall-pull-up-bar,VERTICAL_HOLD_ONLY,Fitness,cat-pull-up-bars,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.699,pullup-and-dip-doorway-bar,true,vertical_hold
nike-court-vapor-pro-3,VERTICAL_HOLD_ONLY,Padel,cat-tennis-shoes,LAUNCH_READY,GENUINELY_UNIQUE,0.242,asics-solution-speed-ff-3,true,vertical_hold
oxdog-sense-pro,VERTICAL_HOLD_ONLY,Padel,cat-padel-rackets,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.658,drop-shot-canyon-pro-2026,true,vertical_hold
pullup-and-dip-doorway-bar,VERTICAL_HOLD_ONLY,Fitness,cat-pull-up-bars,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.699,mirafit-wall-pull-up-bar,true,vertical_hold
rep-bumper-plate-storage,VERTICAL_HOLD_ONLY,Fitness,cat-gym-storage,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.707,rogue-plate-tree,true,vertical_hold
rep-fitness-kettlebell,VERTICAL_HOLD_ONLY,HYROX,cat-kettlebells,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.662,mirafit-cast-iron-kettlebell,true,vertical_hold
rogue-flogging-horse-stall-mat-note,VERTICAL_HOLD_ONLY,Fitness,cat-gym-flooring,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.616,mirafit-gym-mats,true,vertical_hold
rogue-plate-tree,VERTICAL_HOLD_ONLY,Fitness,cat-gym-storage,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.707,rep-bumper-plate-storage,true,vertical_hold
rogue-rml-390f,VERTICAL_HOLD_ONLY,Fitness,cat-power-racks,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.650,rogue-rm-4-monster-rack,true,vertical_hold
salming-race-9,VERTICAL_HOLD_ONLY,HYROX,cat-training-shoes,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.587,vivobarefoot-primus-lite-iii,true,vertical_hold
vivobarefoot-primus-lite-iii,VERTICAL_HOLD_ONLY,Fitness,cat-training-shoes,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.587,salming-race-9,true,vertical_hold
woodway-curve-trainer,VERTICAL_HOLD_ONLY,HYROX,cat-treadmills,LAUNCH_READY,GENUINELY_UNIQUE,0.225,assaultrunner-pro,true,vertical_hold
head-padel-pro-s-balls,VERTICAL_HOLD_ONLY,Padel,cat-padel-balls,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.000,,true,vertical_hold
wilson-bela-pro-v2-2026,VERTICAL_HOLD_ONLY,Padel,cat-padel-rackets,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.297,oxdog-sense-pro,true,vertical_hold
wilson-padel-overgrip-pack,VERTICAL_HOLD_ONLY,Padel,cat-padel-grips,LAUNCH_READY,TEMPLATE_SIMILAR_ACCEPTABLE,0.000,,true,vertical_hold
