issue_id,severity,url,page_type,entity_slug,section,issue_class,issue_subclass,rendered_excerpt,image_path,related_entity,root_cause,source_file,source_field,transform,component,detector_that_should_have_caught_it,why_detector_missed,recommended_fix_class,confidence,status
RQ-01183,BLOCKER,https://kitletics.com/reviews/new-balance-fuelcell-rebel-v5,review,new-balance-fuelcell-rebel-v5,how_we_assessed,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|value_field_slug|slug_field_value|strengths_on_file|limits_on_file,Kitletics Expert Research Review. How we assessed it: New Balance FuelCell Rebel v5 as a tempo trainer. skuslugnewbalancefuelcellrebelv5 skuidprodrebelv5 gen5newbalancefuelcellrebelv5 newbalancefuelcellrebelv5weight200 200weightnewbalancefuelcellrebelv5 newbalancefuelcellrebelv5…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,how_we_assessed,enrichReviewForPage preserves overlay,ReviewPage/testingContext,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-01184,BLOCKER,https://kitletics.com/products/new-balance-fuelcell-rebel-v5,product,new-balance-fuelcell-rebel-v5,how_we_assessed,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|value_field_slug|slug_field_value|strengths_on_file|limits_on_file,Kitletics Expert Research Review. How we assessed it: New Balance FuelCell Rebel v5 as a tempo trainer. skuslugnewbalancefuelcellrebelv5 skuidprodrebelv5 gen5newbalancefuelcellrebelv5 newbalancefuelcellrebelv5weight200 200weightnewbalancefuelcellrebelv5 newbalancefuelcellrebelv5…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,how_we_assessed,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/testingContext,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-01185,BLOCKER,https://kitletics.com/reviews/new-balance-fuelcell-rebel-v5,review,new-balance-fuelcell-rebel-v5,section:sec-cushioning,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|value_field_slug|slug_field_value,Cushioning newbalancefuelcellrebelv5stabilityneutral neutralstabilitynewbalancefuelcellrebelv5 newbalancefuelcellrebelv5ridecharacterresponsive responsiveridecharacternewbalancefuelcellrebelv5 newbalancefuelcellrebelv5energyreturnhigh highenergyreturnnewbalancefuelcellrebelv5 ne…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-cushioning,enrichReviewForPage preserves overlay,ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-01186,BLOCKER,https://kitletics.com/products/new-balance-fuelcell-rebel-v5,product,new-balance-fuelcell-rebel-v5,section:sec-cushioning,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|value_field_slug|slug_field_value,Cushioning newbalancefuelcellrebelv5stabilityneutral neutralstabilitynewbalancefuelcellrebelv5 newbalancefuelcellrebelv5ridecharacterresponsive responsiveridecharacternewbalancefuelcellrebelv5 newbalancefuelcellrebelv5energyreturnhigh highenergyreturnnewbalancefuelcellrebelv5 ne…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-cushioning,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-01187,BLOCKER,https://kitletics.com/reviews/new-balance-fuelcell-rebel-v5,review,new-balance-fuelcell-rebel-v5,section:sec-ride,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|value_field_slug|slug_field_value,Ride neutralstabilitynewbalancefuelcellrebelv5 newbalancefuelcellrebelv5ridecharacterresponsive responsiveridecharacternewbalancefuelcellrebelv5 newbalancefuelcellrebelv5energyreturnhigh highenergyreturnnewbalancefuelcellrebelv5 newbalancefuelcellrebelv5flexibilityflexible flexi…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-ride,enrichReviewForPage preserves overlay,ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-01188,BLOCKER,https://kitletics.com/products/new-balance-fuelcell-rebel-v5,product,new-balance-fuelcell-rebel-v5,section:sec-ride,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|value_field_slug|slug_field_value,Ride neutralstabilitynewbalancefuelcellrebelv5 newbalancefuelcellrebelv5ridecharacterresponsive responsiveridecharacternewbalancefuelcellrebelv5 newbalancefuelcellrebelv5energyreturnhigh highenergyreturnnewbalancefuelcellrebelv5 newbalancefuelcellrebelv5flexibilityflexible flexi…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-ride,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-01189,BLOCKER,https://kitletics.com/reviews/new-balance-fuelcell-rebel-v5,review,new-balance-fuelcell-rebel-v5,section:sec-stability,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|value_field_slug|slug_field_value,Stability newbalancefuelcellrebelv5drop6 6dropnewbalancefuelcellrebelv5 newbalancefuelcellrebelv5cushionlevelmedium mediumcushionlevelnewbalancefuelcellrebelv5 newbalancefuelcellrebelv5cushionfeelsoft softcushionfeelnewbalancefuelcellrebelv5 newbalancefuelcellrebelv5stabilityneu…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-stability,enrichReviewForPage preserves overlay,ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-01190,BLOCKER,https://kitletics.com/products/new-balance-fuelcell-rebel-v5,product,new-balance-fuelcell-rebel-v5,section:sec-stability,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|value_field_slug|slug_field_value,Stability newbalancefuelcellrebelv5drop6 6dropnewbalancefuelcellrebelv5 newbalancefuelcellrebelv5cushionlevelmedium mediumcushionlevelnewbalancefuelcellrebelv5 newbalancefuelcellrebelv5cushionfeelsoft softcushionfeelnewbalancefuelcellrebelv5 newbalancefuelcellrebelv5stabilityneu…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-stability,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-01191,BLOCKER,https://kitletics.com/reviews/new-balance-fuelcell-rebel-v5,review,new-balance-fuelcell-rebel-v5,section:sec-upper,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|value_field_slug|slug_field_value,Upper & lockdown newbalancefuelcellrebelv5drop6 6dropnewbalancefuelcellrebelv5 newbalancefuelcellrebelv5cushionlevelmedium mediumcushionlevelnewbalancefuelcellrebelv5 newbalancefuelcellrebelv5cushionfeelsoft softcushionfeelnewbalancefuelcellrebelv5 newbalancefuelcellrebelv5stabi…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-upper,enrichReviewForPage preserves overlay,ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-01192,BLOCKER,https://kitletics.com/products/new-balance-fuelcell-rebel-v5,product,new-balance-fuelcell-rebel-v5,section:sec-upper,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|value_field_slug|slug_field_value,Upper & lockdown newbalancefuelcellrebelv5drop6 6dropnewbalancefuelcellrebelv5 newbalancefuelcellrebelv5cushionlevelmedium mediumcushionlevelnewbalancefuelcellrebelv5 newbalancefuelcellrebelv5cushionfeelsoft softcushionfeelnewbalancefuelcellrebelv5 newbalancefuelcellrebelv5stabi…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-upper,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-01193,BLOCKER,https://kitletics.com/reviews/new-balance-fuelcell-rebel-v5,review,new-balance-fuelcell-rebel-v5,section:sec-grip,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|value_field_slug|slug_field_value,Grip & outsole neutralstabilitynewbalancefuelcellrebelv5 newbalancefuelcellrebelv5ridecharacterresponsive responsiveridecharacternewbalancefuelcellrebelv5 newbalancefuelcellrebelv5energyreturnhigh highenergyreturnnewbalancefuelcellrebelv5 newbalancefuelcellrebelv5flexibilityflex…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-grip,enrichReviewForPage preserves overlay,ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-01194,BLOCKER,https://kitletics.com/products/new-balance-fuelcell-rebel-v5,product,new-balance-fuelcell-rebel-v5,section:sec-grip,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|value_field_slug|slug_field_value,Grip & outsole neutralstabilitynewbalancefuelcellrebelv5 newbalancefuelcellrebelv5ridecharacterresponsive responsiveridecharacternewbalancefuelcellrebelv5 newbalancefuelcellrebelv5energyreturnhigh highenergyreturnnewbalancefuelcellrebelv5 newbalancefuelcellrebelv5flexibilityflex…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-grip,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-01195,BLOCKER,https://kitletics.com/reviews/new-balance-fuelcell-rebel-v5,review,new-balance-fuelcell-rebel-v5,section:sec-durability,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|value_field_slug|slug_field_value,Durability newbalancefuelcellrebelv5stabilityneutral neutralstabilitynewbalancefuelcellrebelv5 newbalancefuelcellrebelv5ridecharacterresponsive responsiveridecharacternewbalancefuelcellrebelv5 newbalancefuelcellrebelv5energyreturnhigh highenergyreturnnewbalancefuelcellrebelv5 ne…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-durability,enrichReviewForPage preserves overlay,ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-01196,BLOCKER,https://kitletics.com/products/new-balance-fuelcell-rebel-v5,product,new-balance-fuelcell-rebel-v5,section:sec-durability,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|value_field_slug|slug_field_value,Durability newbalancefuelcellrebelv5stabilityneutral neutralstabilitynewbalancefuelcellrebelv5 newbalancefuelcellrebelv5ridecharacterresponsive responsiveridecharacternewbalancefuelcellrebelv5 newbalancefuelcellrebelv5energyreturnhigh highenergyreturnnewbalancefuelcellrebelv5 ne…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-durability,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-01197,BLOCKER,https://kitletics.com/reviews/new-balance-fuelcell-rebel-v5,review,new-balance-fuelcell-rebel-v5,section:sec-strengths,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|value_field_slug|slug_field_value,Where it is strongest newbalancefuelcellrebelv5drop6 6dropnewbalancefuelcellrebelv5 newbalancefuelcellrebelv5cushionlevelmedium mediumcushionlevelnewbalancefuelcellrebelv5 newbalancefuelcellrebelv5cushionfeelsoft softcushionfeelnewbalancefuelcellrebelv5 newbalancefuelcellrebelv5…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-strengths,enrichReviewForPage preserves overlay,ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-01198,BLOCKER,https://kitletics.com/products/new-balance-fuelcell-rebel-v5,product,new-balance-fuelcell-rebel-v5,section:sec-strengths,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|value_field_slug|slug_field_value,Where it is strongest newbalancefuelcellrebelv5drop6 6dropnewbalancefuelcellrebelv5 newbalancefuelcellrebelv5cushionlevelmedium mediumcushionlevelnewbalancefuelcellrebelv5 newbalancefuelcellrebelv5cushionfeelsoft softcushionfeelnewbalancefuelcellrebelv5 newbalancefuelcellrebelv5…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-strengths,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-01199,BLOCKER,https://kitletics.com/reviews/new-balance-fuelcell-rebel-v5,review,new-balance-fuelcell-rebel-v5,section:sec-tradeoffs,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|value_field_slug|slug_field_value,Trade-offs & limits newbalancefuelcellrebelv5drop6 6dropnewbalancefuelcellrebelv5 newbalancefuelcellrebelv5cushionlevelmedium mediumcushionlevelnewbalancefuelcellrebelv5 newbalancefuelcellrebelv5cushionfeelsoft softcushionfeelnewbalancefuelcellrebelv5 newbalancefuelcellrebelv5st…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-tradeoffs,enrichReviewForPage preserves overlay,ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-01200,BLOCKER,https://kitletics.com/products/new-balance-fuelcell-rebel-v5,product,new-balance-fuelcell-rebel-v5,section:sec-tradeoffs,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|value_field_slug|slug_field_value,Trade-offs & limits newbalancefuelcellrebelv5drop6 6dropnewbalancefuelcellrebelv5 newbalancefuelcellrebelv5cushionlevelmedium mediumcushionlevelnewbalancefuelcellrebelv5 newbalancefuelcellrebelv5cushionfeelsoft softcushionfeelnewbalancefuelcellrebelv5 newbalancefuelcellrebelv5st…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-tradeoffs,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-01201,BLOCKER,https://kitletics.com/reviews/new-balance-fuelcell-rebel-v5,review,new-balance-fuelcell-rebel-v5,section:sec-usecase,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|value_field_slug|slug_field_value,Who should buy newbalancefuelcellrebelv5forefootstack24 24forefootstacknewbalancefuelcellrebelv5 newbalancefuelcellrebelv5drop6 6dropnewbalancefuelcellrebelv5 newbalancefuelcellrebelv5cushionlevelmedium mediumcushionlevelnewbalancefuelcellrebelv5 newbalancefuelcellrebelv5cushion…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-usecase,enrichReviewForPage preserves overlay,ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
RQ-01202,BLOCKER,https://kitletics.com/products/new-balance-fuelcell-rebel-v5,product,new-balance-fuelcell-rebel-v5,section:sec-usecase,TOKEN_LEAK,skuslug|skuid|concatenated_token_phrase|value_field_slug|slug_field_value,Who should buy newbalancefuelcellrebelv5forefootstack24 24forefootstacknewbalancefuelcellrebelv5 newbalancefuelcellrebelv5drop6 6dropnewbalancefuelcellrebelv5 newbalancefuelcellrebelv5cushionlevelmedium mediumcushionlevelnewbalancefuelcellrebelv5 newbalancefuelcellrebelv5cushion…,,p54_held_finalized_uniqueness_tokens,uniqueTokenList/skuStamp + specDumpSentence concatenated identifiers written into overlay JSON; page-time enrichTestingContext preserves 'How we assessed it' dumps; section keepers do not strip stamps; reviews.ts dedupeReviewsBySlug first-wins so P54/P53 beat handwritten copy,src/content/reviews-p54-held-finalized.json,section:sec-usecase,"getProductReviewSummary uses raw overlay review, not enrichReviewForPage",ReviewPage/section,canPublishReview.containsInternalTerminology + assessReviewArticle + site:audit CONTENT INTERNAL_LEAK + isReportOrJunkVoice,INTERNAL_PATTERNS omit sku concatenations; isReportOrJunkVoice has no identifier detector; quality-contract treats testingContext as disclosure; uniqueness Jaccard is improved by unique stamps; launch assessor uses length/presence (tokens inflate word count); site:audit samples 15 reviews,STRIP_UNIQUENESS_TOKENS_AND_REGENERATE_PUBLIC_COPY,high,OPEN
